partenza,arrivo,km,fonte,qualita,km_linea_aria,rapporto,km_rinf,km_gtfs,km_osm,km_prontuario
LA SPEZIA CENTRALE,VOGHERA,163.18,rinf,ufficiale,117.29,1.39,163.182,,163.68,
LA SPEZIA MIGLIARINA,BOLOGNA CENTRALE,207.02,rinf,ufficiale,127.28,1.63,207.022,,207.19,
LA SPEZIA MIGLIARINA,CORNIGLIA,12.22,rinf,ufficiale,9.6,1.27,12.218,,11.73,
LA SPEZIA MIGLIARINA,FIRENZE S MARIA NOVELLA,149.39,rinf,ufficiale,119.11,1.25,149.394,,149.85,
LA SPEZIA MIGLIARINA,GENOVA BRIGNOLE,86.84,rinf,ufficiale,77.93,1.11,86.843,,86.53,
LA SPEZIA MIGLIARINA,LA SPEZIA CENTRALE,2.8,rinf,ufficiale,1.9,1.47,2.801,,2.03,
LA SPEZIA MIGLIARINA,LEVANTO,22.98,rinf,ufficiale,18.89,1.22,22.983,,22.59,
LA SPEZIA MIGLIARINA,MILANO CENTRALE,220.95,rinf,ufficiale,160.79,1.37,220.948,,218.9,
LA SPEZIA MIGLIARINA,MONTEROSSO,18.67,rinf,ufficiale,15.3,1.22,18.674,,18.14,
LA SPEZIA MIGLIARINA,PARMA,116.63,rinf,ufficiale,86.41,1.35,116.63,,117.16,
LA SPEZIA MIGLIARINA,PISA CENTRALE,71.78,rinf,ufficiale,63.94,1.12,71.783,,72.51,
LA SPEZIA MIGLIARINA,PONTREMOLI,38.05,rinf,ufficiale,28.66,1.33,38.052,,38.87,
LA SPEZIA MIGLIARINA,SARZANA,12.17,rinf,ufficiale,12.25,0.99,12.166,,16.43,
LA SPEZIA MIGLIARINA,SESTRI LEVANTE,44.27,rinf,ufficiale,39.21,1.13,44.267,,43.73,
LA STORTA,BRACCIANO,24.86,rinf,ufficiale,16.43,1.51,24.857,,20.41,
LA STORTA,CESANO DI ROMA,8.61,rinf,ufficiale,8.47,1.02,8.614,,8.87,
LA STORTA,MONTEROTONDO MENTANA,47.87,rinf,ufficiale,18.87,2.54,47.867,,48.1,
LA STORTA,ROMA OSTIENSE,19.58,rinf,ufficiale,16.88,1.16,19.582,,19.86,
LA STORTA,ROMA S FILIPPO NERI,7.56,rinf,ufficiale,6.83,1.11,7.564,,7.6,
LA STORTA,ROMA S PIETRO,14.74,rinf,ufficiale,13.33,1.11,14.744,,14.92,
LA STORTA,ROMA TIBURTINA,26.95,rinf,ufficiale,16.25,1.66,26.949,,27.19,
LA STORTA,ROMA TUSCOLANA,23.19,rinf,ufficiale,18.02,1.29,23.192,,23.33,
LA STORTA,VITERBO PORTA FIORENTINA,68.72,rinf,ufficiale,52.2,1.32,68.725,,68.92,
LA STORTA,VITERBO PORTA ROMANA,67.14,rinf,ufficiale,50.73,1.32,67.139,,67.31,
LADISPOLI CERVETERI,CIVITAVECCHIA,30.38,rinf,ufficiale,27.85,1.09,30.381,,30.46,
LADISPOLI CERVETERI,GROSSETO,137.35,rinf,ufficiale,120.89,1.14,137.347,,137.64,
LADISPOLI CERVETERI,MACCARESE,16.3,osm,stimata,15.49,1.05,,,16.3,
LADISPOLI CERVETERI,MONTALTO DI CASTRO,65.64,rinf,ufficiale,59.03,1.11,65.644,,66.6,
LADISPOLI CERVETERI,PISA CENTRALE,282.11,rinf,ufficiale,238.61,1.18,282.111,,282.67,
LADISPOLI CERVETERI,PONTE GALERIA,28.08,rinf,ufficiale,26.45,1.06,28.077,,28.19,
LADISPOLI CERVETERI,ROMA AURELIA,30.15,rinf,ufficiale,26.99,1.12,30.151,,30.11,
LADISPOLI CERVETERI,ROMA OSTIENSE,40.49,rinf,ufficiale,34.65,1.17,40.488,,40.63,
LADISPOLI CERVETERI,ROMA S PIETRO,35.65,rinf,ufficiale,31.55,1.13,35.65,,35.69,
LADISPOLI CERVETERI,ROMA TERMINI,47.18,rinf,ufficiale,35.06,1.35,47.18,,47.53,
LADISPOLI CERVETERI,ROMA TIBURTINA,47.85,rinf,ufficiale,37.69,1.27,47.855,,47.97,
LADISPOLI CERVETERI,ROMA TUSCOLANA,44.1,rinf,ufficiale,37.46,1.18,44.098,,44.11,
LAMA,CHIOGGIA,42.82,rinf,ufficiale,33.95,1.26,42.824,,42.91,
LAMA,ROVIGO,12.97,rinf,ufficiale,11.0,1.18,12.968,,12.96,
LAMEZIA TERME CENTRALE,AMANTEA,31.52,rinf,ufficiale,28.27,1.11,31.52,,31.27,
LAMEZIA TERME CENTRALE,BAGNARA,88.51,rinf,ufficiale,81.28,1.09,88.513,,88.49,
LAMEZIA TERME CENTRALE,BARI CENTRALE,345.36,rinf,ufficiale,249.8,1.38,345.358,,347.18,
LAMEZIA TERME CENTRALE,BOTRICELLO,67.97,rinf,ufficiale,52.09,1.31,67.974,,69.78,
LAMEZIA TERME CENTRALE,BRIATICO,38.32,rinf,ufficiale,29.53,1.3,38.322,,38.48,
LAMEZIA TERME CENTRALE,CASTIGLIONE COSENTINO,75.21,rinf,ufficiale,48.28,1.56,75.21,,75.36,78.0
LAMEZIA TERME CENTRALE,CATANZARO,35.63,rinf,ufficiale,27.31,1.3,35.63,,37.87,
LAMEZIA TERME CENTRALE,CATANZARO LIDO,43.16,rinf,ufficiale,32.84,1.31,43.16,,44.95,
LAMEZIA TERME CENTRALE,CAULONIA,103.3,rinf,ufficiale,66.8,1.55,103.298,,104.48,
LAMEZIA TERME CENTRALE,CONDOFURI,158.52,rinf,ufficiale,115.36,1.37,158.516,,158.3,
LAMEZIA TERME CENTRALE,COSENZA,79.55,rinf,ufficiale,44.22,1.8,79.545,,79.68,
LAMEZIA TERME CENTRALE,CROTONE,102.91,rinf,ufficiale,75.9,1.36,102.914,,104.84,
LAMEZIA TERME CENTRALE,GIOIA TAURO,69.7,rinf,ufficiale,63.48,1.1,69.703,,69.84,
LAMEZIA TERME CENTRALE,JOPPOLO,68.08,rinf,ufficiale,49.39,1.38,68.081,,64.23,
LAMEZIA TERME CENTRALE,LAMEZIA TERME NICASTRO,9.09,rinf,ufficiale,7.55,1.2,9.093,,10.85,
LAMEZIA TERME CENTRALE,LECCE,346.7,rinf,ufficiale,227.68,1.52,346.698,,347.53,
LAMEZIA TERME CENTRALE,LOCRI,125.7,rinf,ufficiale,76.51,1.64,125.7,,126.95,
LAMEZIA TERME CENTRALE,MARCELLINARA,24.86,rinf,ufficiale,,,24.86,,,
LAMEZIA TERME CENTRALE,MELITO DI PORTO SALVO,150.13,rinf,ufficiale,119.09,1.26,150.132,,149.84,
LAMEZIA TERME CENTRALE,MONASTERACE STILO,89.18,rinf,ufficiale,60.5,1.47,89.176,,90.33,
LAMEZIA TERME CENTRALE,NAPOLI CAMPI FLEGREI,1175.0,incerta,sospetta,274.99,4.27,,,,1175.0
LAMEZIA TERME CENTRALE,NAPOLI PIAZZA GARIBALD,1166.0,prontuario,stimata,,,,,,1166.0
LAMEZIA TERME CENTRALE,NICOTERA,68.27,rinf,ufficiale,49.88,1.37,68.269,,69.63,
LAMEZIA TERME CENTRALE,PAOLA,56.87,rinf,ufficiale,51.91,1.1,56.87,,56.61,
LAMEZIA TERME CENTRALE,PARGHELIA,49.22,rinf,ufficiale,39.0,1.26,49.223,,49.49,
LAMEZIA TERME CENTRALE,PIZZO,26.57,rinf,ufficiale,25.08,1.06,26.568,,28.54,
LAMEZIA TERME CENTRALE,PM ECCELLENTE,14.52,rinf,ufficiale,,,14.52,,,
LAMEZIA TERME CENTRALE,PM FEROLETO ANTICO PIANOPOLI,14.79,rinf,ufficiale,,,14.79,,,
LAMEZIA TERME CENTRALE,PRAJA AJETA TORTORA,124.59,rinf,ufficiale,116.31,1.07,124.59,,124.67,
LAMEZIA TERME CENTRALE,REGGIO CALABRIA CENTRALE,120.04,osm,stimata,105.68,1.14,,,120.04,144.0
LAMEZIA TERME CENTRALE,REGGIO DI CALABRIA CENTRALE,120.32,rinf,ufficiale,105.68,1.14,120.319,,120.04,
LAMEZIA TERME CENTRALE,REGGIO DI CALABRIA GALLICO,112.48,rinf,ufficiale,99.17,1.13,112.479,,112.14,
LAMEZIA TERME CENTRALE,REGGIO DI CALABRIA PELLARO,130.38,rinf,ufficiale,112.77,1.16,130.379,,130.27,
LAMEZIA TERME CENTRALE,RICADI CAPO VATICANO,59.75,rinf,ufficiale,48.4,1.23,59.754,,60.1,
LAMEZIA TERME CENTRALE,ROCCELLA JONICA,109.11,rinf,ufficiale,67.9,1.61,109.111,,110.29,
LAMEZIA TERME CENTRALE,ROMA S PIETRO,542.44,rinf,ufficiale,461.34,1.18,542.444,,541.72,
LAMEZIA TERME CENTRALE,ROMA TERMINI,533.36,rinf,ufficiale,459.1,1.16,533.361,,533.96,
LAMEZIA TERME CENTRALE,ROMA TIBURTINA,532.05,rinf,ufficiale,457.81,1.16,532.046,,532.39,
LAMEZIA TERME CENTRALE,ROSARNO,59.82,rinf,ufficiale,54.1,1.11,59.818,,59.95,
LAMEZIA TERME CENTRALE,S CATERINA DELL JONIO,79.83,osm,stimata,51.36,1.55,,,79.83,
LAMEZIA TERME CENTRALE,S MARCO ROGGIANO,120.0,prontuario,stimata,76.15,1.58,,,,120.0
LAMEZIA TERME CENTRALE,S PIETRO A MAIDA MAIDA,6.81,rinf,ufficiale,6.22,1.1,6.81,,6.83,
LAMEZIA TERME CENTRALE,SAPRI,149.08,rinf,ufficiale,139.42,1.07,149.082,,149.24,
LAMEZIA TERME CENTRALE,SETTINGIANO,29.31,rinf,ufficiale,,,29.31,,,
LAMEZIA TERME CENTRALE,SIBARI,129.23,rinf,ufficiale,93.67,1.38,129.227,,129.37,
LAMEZIA TERME CENTRALE,SOVERATO,61.37,rinf,ufficiale,36.65,1.67,61.37,,62.43,
LAMEZIA TERME CENTRALE,SPEZZANO ALB TERME,134.0,prontuario,stimata,,,,,,134.0
LAMEZIA TERME CENTRALE,SQUILLACE,49.41,rinf,ufficiale,31.64,1.56,49.408,,50.49,
LAMEZIA TERME CENTRALE,TORINO PORTA NUOVA,1180.0,osm,stimata,983.17,1.2,830.841,,1180.0,
LAMEZIA TERME CENTRALE,TORRE ANNUNZIATA CENTRALE,309.0,prontuario,stimata,254.22,1.22,,,,309.0
LAMEZIA TERME CENTRALE,TROPEA,52.3,rinf,ufficiale,41.78,1.25,52.304,,52.61,
LAMEZIA TERME CENTRALE,VAIRANO CAIANELLO,380.99,rinf,ufficiale,323.17,1.18,380.987,,381.61,
LAMEZIA TERME CENTRALE,VENEZIA S LUCIA,792.78,rinf,ufficiale,793.89,1.0,792.782,,1037.25,
LAMEZIA TERME CENTRALE,VIBO MARINA,29.69,rinf,ufficiale,25.89,1.15,29.687,,29.79,
LAMEZIA TERME CENTRALE,VIBO VALENTIA PIZZO,28.45,rinf,ufficiale,23.5,1.21,28.45,,26.66,
LAMEZIA TERME CENTRALE,VIBO VALENTIA – PIZZO,14.0,prontuario,stimata,,,,,,14.0
LAMEZIA TERME CENTRALE,VILLA S GIOVANNI,106.23,rinf,ufficiale,95.17,1.12,106.231,,105.96,
LAMEZIA TERME NICASTRO,CATANZARO LIDO,34.07,rinf,ufficiale,30.04,1.13,34.067,,34.1,
LAMEZIA TERME NICASTRO,CROTONE,93.82,rinf,ufficiale,69.34,1.35,93.821,,93.99,
LAMEZIA TERME NICASTRO,LAMEZIA TERME CENTRALE,9.09,rinf,ufficiale,7.55,1.2,9.093,,10.85,
LAMEZIA TERME NICASTRO,LOCRI,116.61,rinf,ufficiale,81.74,1.43,116.607,,116.11,
LAMEZIA TERME NICASTRO,ROCCELLA JONICA,100.02,rinf,ufficiale,72.1,1.39,100.018,,99.44,
LANA POSTAL,BOLZANO,24.47,rinf,ufficiale,18.31,1.34,24.468,,24.43,
LANA POSTAL,BRENNERO,113.26,rinf,ufficiale,50.25,2.25,113.26,,113.23,
LANCIANO,L AQUILA,162.43,osm,stimata,84.79,1.92,,,162.43,
LANUVIO,CIAMPINO,18.58,rinf,ufficiale,15.07,1.23,18.58,,22.21,
LANUVIO,ROMA TERMINI,32.5,rinf,ufficiale,29.6,1.1,32.501,,32.32,
LANUVIO,ROMA TIBURTINA,32.55,rinf,ufficiale,29.08,1.12,32.553,,32.39,
LANUVIO,VELLETRI,8.51,rinf,ufficiale,7.65,1.11,8.506,,8.9,
LATINA,AVERSA,133.0,prontuario,stimata,123.49,1.08,,,,133.0
LATINA,BARAGIANO – RUOTI,289.0,prontuario,stimata,,,,,,289.0
LATINA,BATTIPAGLIA,226.0,prontuario,stimata,199.71,1.13,,,,226.0
LATINA,BELLA – MURO,286.0,prontuario,stimata,,,,,,286.0
LATINA,BOLZANO BOZEN,736.0,prontuario,stimata,,,,,,736.0
LATINA,CAMPIGLIA MARITTIMA,309.0,prontuario,stimata,254.42,1.21,,,,309.0
LATINA,CAMPOLEONE,27.52,rinf,ufficiale,27.36,1.01,27.518,,27.51,
LATINA,CARRARA AVENZA,446.0,prontuario,stimata,365.24,1.22,,,,446.0
LATINA,CECINA,344.0,prontuario,stimata,280.46,1.23,,,,344.0
LATINA,CERVETERI LADISPOLI,112.0,prontuario,stimata,,,,,,112.0
LATINA,CHIAVARI,524.0,prontuario,stimata,426.99,1.23,,,,524.0
LATINA,CISTERNA DI LATINA,11.24,rinf,ufficiale,11.04,1.02,11.238,,11.01,
LATINA,CIVITAVECCHIA,143.0,prontuario,stimata,113.13,1.26,,,,143.0
LATINA,EBOLI,232.0,prontuario,stimata,204.42,1.13,,,,232.0
LATINA,FIRENZE RIFREDI,380.0,prontuario,stimata,286.3,1.33,,,,380.0
LATINA,FIRENZE S MARIA NOVELLA,378.0,prontuario,stimata,285.01,1.33,,,,378.0
LATINA,FOLLONICA,293.0,prontuario,stimata,236.74,1.24,,,,293.0
LATINA,FORMIA,67.0,prontuario,stimata,,,,,,67.0
LATINA,FORMIA GAETA,67.41,rinf,ufficiale,63.22,1.07,67.405,,67.37,
LATINA,FORTE DEI MARMI S Q,432.0,prontuario,stimata,,,,,,432.0
LATINA,GENOVA B,560.0,prontuario,stimata,,,,,,560.0
LATINA,GENOVA PIAZZA PRINC,563.0,prontuario,stimata,,,,,,563.0
LATINA,GINOSA,435.0,prontuario,stimata,,,,,,435.0
LATINA,GROSSETO,250.0,prontuario,stimata,204.14,1.22,,,,250.0
LATINA,IMPERIA PORTO MAUR,675.0,prontuario,stimata,,,,,,675.0
LATINA,LA SPEZIA CENTRALE,473.0,prontuario,stimata,383.54,1.23,,,,473.0
LATINA,LIVORNO CENTRALE,378.0,prontuario,stimata,309.77,1.22,,,,378.0
LATINA,MASSA CENTRO,440.0,prontuario,stimata,359.1,1.23,,,,440.0
LATINA,METAPONTO,425.0,prontuario,stimata,349.91,1.21,,,,425.0
LATINA,MILANO CENTRALE,619.13,osm,stimata,532.36,1.16,505.622,,619.13,
LATINA,MINTURNO,77.39,osm,stimata,71.73,1.08,,,77.39,
LATINA,MONTALTO DI CASTRO,178.0,prontuario,stimata,143.14,1.24,,,,178.0
LATINA,NAPOLI CENTRALE,152.89,rinf,ufficiale,134.64,1.14,152.886,,152.81,152.0
LATINA,NOCERA INFERIORE,189.0,prontuario,stimata,167.62,1.13,,,,189.0
LATINA,ORA AUER,720.0,prontuario,stimata,,,,,,720.0
LATINA,ORBETELLO M ARGENTAR,212.0,prontuario,stimata,,,,,,212.0
LATINA,ORTE,145.0,prontuario,stimata,109.74,1.32,,,,145.0
LATINA,PICERNO,301.0,prontuario,stimata,246.95,1.22,,,,301.0
LATINA,PISA CENTRALE,398.0,prontuario,stimata,318.87,1.25,,,,398.0
LATINA,PISA S ROSSORE,400.0,prontuario,stimata,320.66,1.25,,,,400.0
LATINA,PISTICCI,400.0,prontuario,stimata,327.17,1.22,,,,400.0
LATINA,POMEZIA S PALOMBA,37.07,rinf,ufficiale,36.19,1.02,37.068,,37.11,
LATINA,POMPEI,178.0,prontuario,stimata,157.2,1.13,,,,178.0
LATINA,PRATO CENTRALE,394.0,prontuario,stimata,300.38,1.31,,,,394.0
LATINA,RAPALLO,533.0,prontuario,stimata,434.97,1.23,,,,533.0
LATINA,REGGIO CALABRIA CENTRALE,594.55,osm,stimata,445.59,1.33,,,594.55,
LATINA,ROMA OSTIENSE,69.0,prontuario,stimata,53.26,1.3,,,,69.0
LATINA,ROMA TERMINI,61.02,rinf,ufficiale,54.74,1.11,61.018,,60.9,62.0
LATINA,ROMA TIBURTINA,61.07,rinf,ufficiale,53.63,1.14,61.07,,60.97,67.0
LATINA,ROMA TUSCOLANA,58.38,rinf,ufficiale,51.66,1.13,58.382,,59.11,
LATINA,ROVERETO,657.0,prontuario,stimata,507.67,1.29,,,,657.0
LATINA,S MARGH –PORTOFINO,535.0,prontuario,stimata,,,,,,535.0
LATINA,S REMO,698.0,prontuario,stimata,,,,,,698.0
LATINA,SALERNO,206.0,prontuario,stimata,180.59,1.14,,,,206.0
LATINA,SARZANA,457.0,prontuario,stimata,372.34,1.23,,,,457.0
LATINA,SAVONA,606.0,prontuario,stimata,476.91,1.27,,,,606.0
LATINA,SESTRI LEVANTE,474.6,rinf,ufficiale,419.74,1.13,474.603,,501.54,517.0
LATINA,SICIGNANO D A,257.0,prontuario,stimata,,,,,,257.0
LATINA,TARANTO,469.0,prontuario,stimata,377.57,1.24,,,,469.0
LATINA,TARQUINIA,162.0,prontuario,stimata,127.54,1.27,,,,162.0
LATINA,TORRICOLA,48.82,rinf,ufficiale,44.2,1.1,48.823,,48.87,
LATINA,TRENTO,681.0,prontuario,stimata,525.01,1.3,,,,681.0
LATINA,VADA,350.0,prontuario,stimata,286.3,1.22,,,,350.0
LATINA,VENTIMIGLIA,714.0,prontuario,stimata,503.54,1.42,,,,714.0
LATINA,VERNIO,414.0,prontuario,stimata,,,,,,414.0
LATINA,VIAREGGIO,419.0,prontuario,stimata,339.46,1.23,,,,419.0
LATINA,VILLA LITERNO,119.0,prontuario,stimata,110.89,1.07,,,,119.0
LATISANA LIGNANO BIB,AURISINA,59.0,prontuario,stimata,,,,,,59.0
LATISANA LIGNANO BIB,BRESCIA,252.0,prontuario,stimata,,,,,,252.0
LATISANA LIGNANO BIB,CERVIGNANO A G,29.0,prontuario,stimata,,,,,,29.0
LATISANA LIGNANO BIB,CHIVASSO,459.0,prontuario,stimata,,,,,,459.0
LATISANA LIGNANO BIB,DESENZANO SIRMIONE,224.0,prontuario,stimata,,,,,,224.0
LATISANA LIGNANO BIB,MILANO LAMBRATE,331.0,prontuario,stimata,,,,,,331.0
LATISANA LIGNANO BIB,MILANO P GARIBALDI,335.0,prontuario,stimata,,,,,,335.0
LATISANA LIGNANO BIB,MONFALCONE,46.0,prontuario,stimata,,,,,,46.0
LATISANA LIGNANO BIB,NOVARA,387.0,prontuario,stimata,,,,,,387.0
LATISANA LIGNANO BIB,PADOVA,105.0,prontuario,stimata,,,,,,105.0
LATISANA LIGNANO BIB,PESCHIERA D GARDA,210.0,prontuario,stimata,,,,,,210.0
LATISANA LIGNANO BIB,PORTOGRUARO CAORLE,14.0,prontuario,stimata,,,,,,14.0
LATISANA LIGNANO BIB,RHO,352.0,prontuario,stimata,,,,,,352.0
LATISANA LIGNANO BIB,S BONIFACIO,163.0,prontuario,stimata,,,,,,163.0
LATISANA LIGNANO BIB,S DONÀ DI PIAVE JESOL,41.0,prontuario,stimata,,,,,,41.0
LATISANA LIGNANO BIB,SANTHIÀ,428.0,prontuario,stimata,,,,,,428.0
LATISANA LIGNANO BIB,TORINO PORTA NUOVA,488.0,prontuario,stimata,,,,,,488.0
LATISANA LIGNANO BIB,TORINO PORTA SUSA,482.0,prontuario,stimata,,,,,,482.0
LATISANA LIGNANO BIB,TREVIGLIO,301.0,prontuario,stimata,,,,,,301.0
LATISANA LIGNANO BIB,TRIESTE CENTRALE,74.0,prontuario,stimata,,,,,,74.0
LATISANA LIGNANO BIB,VENEZIA MESTRE,77.0,prontuario,stimata,,,,,,77.0
LATISANA LIGNANO BIB,VERCELLI,409.0,prontuario,stimata,,,,,,409.0
LATISANA LIGNANO BIB,VERONA PORTA NUOVA,187.0,prontuario,stimata,,,,,,187.0
LATISANA LIGNANO BIB,VERONA PORTA VESCOV,183.0,prontuario,stimata,,,,,,183.0
LATISANA LIGNANO BIB,VICENZA,135.0,prontuario,stimata,,,,,,135.0
LATISANA LIGNANO BIBIONE,TRIESTE CENTRALE,71.71,rinf,ufficiale,61.33,1.17,71.713,,71.98,
LATISANA LIGNANO BIBIONE,VENEZIA MESTRE,87.32,rinf,ufficiale,68.15,1.28,87.319,,73.26,
LATISANA LIGNANO BIBIONE,VENEZIA S LUCIA,95.75,rinf,ufficiale,64.8,1.48,95.753,,81.64,
LAVENO,MILANO CADORNA,71.36,osm,stimata,64.58,1.11,,,71.36,
LAVENO,VARESE,22.46,osm,stimata,18.75,1.2,,,22.46,
LAVENO MOMBELLO,GALLARATE,31.23,rinf,ufficiale,30.36,1.03,31.233,,31.17,
LAVENO MOMBELLO,LUINO,14.56,rinf,ufficiale,14.14,1.03,14.565,,15.1,
LAVENO MOMBELLO,MILANO CENTRALE,73.69,rinf,ufficiale,65.26,1.13,73.693,,73.02,
LAVENO MOMBELLO,MILANO PORTA GARIBALDI,69.92,rinf,ufficiale,64.3,1.09,69.916,,73.4,
LAVENO MOMBELLO,MORNAGO CIMBRO,21.72,rinf,ufficiale,21.08,1.03,21.716,,21.76,
LAVENO MOMBELLO LAGO,GERENZANO TURATE,47.79,rinf,ufficiale,41.67,1.15,47.788,,48.0,
LAVENO MOMBELLO LAGO,MILANO CADORNA,72.15,rinf,ufficiale,65.3,1.1,72.152,,72.18,
LAVENO MOMBELLO LAGO,MILANO QUARTO OGGIARO,65.81,rinf,ufficiale,59.55,1.11,65.813,,66.06,
LAVENO MOMBELLO LAGO,NOVATE MILANESE,63.99,rinf,ufficiale,57.73,1.11,63.99,,64.22,
LAVENO MOMBELLO LAGO,VARESE,22.29,rinf,ufficiale,19.41,1.15,22.285,,22.46,
LAVENO MOMBELLO LAGO,VARESE CASBENO,19.78,rinf,ufficiale,17.55,1.13,19.776,,19.46,
LAVEZZOLA,CHIOGGIA,131.0,prontuario,stimata,78.77,1.66,,,,131.0
LAVEZZOLA,FAENZA,38.73,rinf,ufficiale,31.14,1.24,38.732,,80.34,
LAVEZZOLA,FERRARA,40.62,rinf,ufficiale,38.41,1.06,40.624,,158.27,42.0
LAVEZZOLA,FOGGIA,40.0,incerta,sospetta,455.59,0.09,,,,40.0
LAVEZZOLA,GRANAROLO,54.32,osm,stimata,22.94,2.37,,,54.32,
LAVEZZOLA,LUCERA,21.0,prontuario,stimata,,,,,,21.0
LAVEZZOLA,LUGO,22.2,rinf,ufficiale,15.13,1.47,22.196,,58.88,
LAVEZZOLA,MANFREDONIA,4.0,incerta,sospetta,462.06,0.01,,,,4.0
LAVEZZOLA,RAVENNA,32.0,rinf,ufficiale,30.34,1.05,31.996,,32.75,32.0
LAVEZZOLA,RIMINI,82.0,prontuario,stimata,77.99,1.05,,,,82.0
LAVEZZOLA,ROVIGO,74.0,prontuario,stimata,58.06,1.27,,,,74.0
LAVEZZOLA,SUZZARA,122.02,rinf,ufficiale,101.05,1.21,122.024,,240.12,
LE CAVE,MERANO,88.7,rinf,ufficiale,,,88.704,,,
LECCE,ALESSANDRIA,1038.53,osm,stimata,931.23,1.12,694.875,,1038.53,
LECCE,ANCONA,591.36,rinf,ufficiale,529.42,1.12,591.359,,590.95,
LECCE,ASTI,1072.8,osm,stimata,958.01,1.12,729.171,,1072.8,
LECCE,BARI CENTRALE,149.29,rinf,ufficiale,138.88,1.07,149.287,,149.36,150.0
LECCE,BARI TORRE A MARE,137.83,rinf,ufficiale,128.33,1.07,137.834,,138.04,
LECCE,BARLETTA,203.98,rinf,ufficiale,191.91,1.06,203.984,,204.14,
LECCE,BENEVENTO,367.93,rinf,ufficiale,299.42,1.23,367.929,,435.44,
LECCE,BOLOGNA CENTRALE,796.34,osm,stimata,726.1,1.1,588.904,,796.34,
LECCE,BOLZANO,1051.39,osm,stimata,876.78,1.2,837.208,,1051.39,
LECCE,BRANCALEONE,506.45,rinf,ufficiale,318.84,1.59,506.448,,508.31,
LECCE,BRINDISI,39.0,prontuario,stimata,39.8,0.98,38.364,,,39.0
LECCE,CASTEL S PIETRO TERME,771.74,osm,stimata,703.2,1.1,611.983,,771.74,
LECCE,CASTELBOLOGNESE,752.98,osm,stimata,684.66,1.1,,,752.98,
LECCE,CASTELGUELFO,895.78,osm,stimata,820.49,1.09,683.389,,895.78,
LECCE,CATANZARO LIDO,389.86,rinf,ufficiale,215.44,1.81,389.858,,391.34,
LECCE,CERIGNOLA,237.91,osm,stimata,219.43,1.08,,,237.91,
LECCE,CERIGNOLA CAMPAGNA,237.61,rinf,ufficiale,219.21,1.08,237.611,,237.65,
LECCE,CESENA,671.57,rinf,ufficiale,644.41,1.04,671.573,,712.22,
LECCE,CIVITANOVA MARCHE MONTEGRANARO,548.65,rinf,ufficiale,493.76,1.11,548.654,,548.21,
LECCE,FAENZA,744.66,osm,stimata,675.66,1.1,638.011,,744.66,
LECCE,FASANO,94.91,rinf,ufficiale,86.61,1.1,94.914,,94.98,95.0
LECCE,FIDENZA,907.12,osm,stimata,831.57,1.09,692.993,,907.12,
LECCE,FIORENZUOLA,920.08,osm,stimata,844.5,1.09,706.451,,920.08,
LECCE,FIRENZE CAMPO MARTE,682.47,rinf,ufficiale,684.88,1.0,682.468,,845.21,
LECCE,FOGGIA,271.88,rinf,ufficiale,252.22,1.08,271.876,,272.78,
LECCE,FORLI,653.72,rinf,ufficiale,662.0,0.99,653.722,,730.04,
LECCE,GIOIA DEL COLLE,149.53,rinf,ufficiale,116.82,1.28,149.533,,149.79,
LECCE,IMOLA,760.72,osm,stimata,692.3,1.1,623.005,,760.72,
LECCE,INCORONATA,261.59,rinf,ufficiale,242.2,1.08,261.594,,261.59,
LECCE,LAMEZIA TERME CENTRALE,346.7,rinf,ufficiale,227.68,1.52,346.698,,347.53,
LECCE,LOCRI,472.4,rinf,ufficiale,286.24,1.65,472.398,,474.08,
LECCE,MELITO DI PORTO SALVO,496.83,rinf,ufficiale,339.46,1.46,496.83,,497.37,
LECCE,MESSINA CENTRALE,,nessuna,sospetta,328.6,,123.258,,,
LECCE,METAPONTO,138.45,rinf,ufficiale,114.47,1.21,138.451,,138.85,
LECCE,MILANO CENTRALE,1006.71,osm,stimata,924.99,1.09,794.842,,1006.71,
LECCE,MILANO LAMBRATE,1003.8,osm,stimata,922.68,1.09,791.044,,1003.8,
LECCE,MILANO PORTA GARIBALDI,1008.94,osm,stimata,926.29,1.09,796.732,,1008.94,
LECCE,MILANO ROGOREDO,1001.98,osm,stimata,921.81,1.09,785.359,,1001.98,
LECCE,MODENA,831.66,osm,stimata,761.95,1.09,617.52,,831.66,
LECCE,MOLFETTA,175.0,prontuario,stimata,162.49,1.08,,,,175.0
LECCE,MONOPOLI,108.74,rinf,ufficiale,99.86,1.09,108.743,,108.83,109.0
LECCE,MONTESILVANO,452.37,rinf,ufficiale,412.56,1.1,452.368,,451.88,
LECCE,NAPOLI CENTRALE,407.81,rinf,ufficiale,333.42,1.22,407.813,,409.04,
LECCE,OSTUNI,75.01,rinf,ufficiale,66.61,1.13,75.009,,74.89,75.0
LECCE,PADOVA,916.62,osm,stimata,761.01,1.2,709.958,,916.62,
LECCE,PEDASO,522.82,rinf,ufficiale,471.1,1.11,522.822,,522.37,
LECCE,PESARO,650.93,rinf,ufficiale,587.11,1.11,650.933,,650.48,
LECCE,PESCARA,445.39,rinf,ufficiale,405.93,1.1,445.386,,444.91,
LECCE,PIACENZA,942.07,osm,stimata,866.28,1.09,728.062,,942.07,
LECCE,POLIGNANO A MARE,116.33,rinf,ufficiale,106.43,1.09,116.328,,115.45,
