partenza,arrivo,km,fonte,qualita,km_linea_aria,rapporto,km_rinf,km_gtfs,km_osm,km_prontuario
BARI CENTRALE,CODOGNO,804.85,osm,stimata,733.77,1.1,590.911,,804.85,
BARI CENTRALE,CORIGLIANO CALABRO,252.0,prontuario,stimata,168.36,1.5,,,,252.0
BARI CENTRALE,COSENZA,305.0,prontuario,stimata,206.62,1.48,,,,305.0
BARI CENTRALE,CROTONE,350.0,prontuario,stimata,227.01,1.54,,,,350.0
BARI CENTRALE,FAENZA,595.3,osm,stimata,537.16,1.11,488.724,,595.3,
BARI CENTRALE,FANO,489.18,rinf,ufficiale,437.24,1.12,489.183,,488.67,
BARI CENTRALE,FASANO,54.37,rinf,ufficiale,52.44,1.04,54.373,,54.38,55.0
BARI CENTRALE,FOGGIA,122.59,rinf,ufficiale,116.43,1.05,122.589,,123.42,
BARI CENTRALE,FORLI,580.68,osm,stimata,523.55,1.11,504.435,,580.68,
BARI CENTRALE,FORMIA GAETA,359.61,rinf,ufficiale,273.57,1.31,359.611,,358.64,
BARI CENTRALE,FROSINONE,402.11,rinf,ufficiale,300.83,1.34,402.113,,402.17,
BARI CENTRALE,GIOIA DEL COLLE,49.73,rinf,ufficiale,35.86,1.39,49.729,,52.11,54.0
BARI CENTRALE,GIOIA TAURO,480.0,prontuario,stimata,310.92,1.54,,,,480.0
BARI CENTRALE,GIOVINAZZO,18.43,rinf,ufficiale,18.33,1.0,18.426,,18.42,
BARI CENTRALE,GIULIANOVA,333.71,rinf,ufficiale,301.18,1.11,333.713,,333.16,
BARI CENTRALE,GROTTAMMARE,362.1,rinf,ufficiale,323.79,1.12,362.099,,361.57,
BARI CENTRALE,IMOLA,611.36,osm,stimata,553.76,1.1,473.718,,611.36,
BARI CENTRALE,INCORONATA,112.31,rinf,ufficiale,106.91,1.05,112.307,,112.22,
BARI CENTRALE,LAMEZIA TERME CENTRALE,345.36,rinf,ufficiale,249.8,1.38,345.358,,347.18,
BARI CENTRALE,LECCE,149.29,rinf,ufficiale,138.88,1.07,149.287,,149.36,150.0
BARI CENTRALE,LENTINI DIRAMAZIONE,730.0,prontuario,stimata,,,,,,730.0
BARI CENTRALE,LOCRI,493.0,prontuario,stimata,324.92,1.52,,,,493.0
BARI CENTRALE,MELITO DI PORTO SALVO,558.0,prontuario,stimata,367.99,1.52,,,,558.0
BARI CENTRALE,MESSINA CENTRALE,612.0,prontuario,stimata,344.82,1.77,,,,612.0
BARI CENTRALE,METAPONTO,137.11,rinf,ufficiale,83.45,1.64,137.111,,138.5,159.0
BARI CENTRALE,MILANO CENTRALE,857.34,osm,stimata,786.27,1.09,645.555,,857.34,
BARI CENTRALE,MILANO PORTA GARIBALDI,859.58,osm,stimata,787.56,1.09,647.445,,859.58,
BARI CENTRALE,MOLA DI BARI,19.16,rinf,ufficiale,18.9,1.01,19.155,,19.14,
BARI CENTRALE,MOLFETTA,24.74,rinf,ufficiale,24.51,1.01,24.741,,24.76,25.0
BARI CENTRALE,MONOPOLI,40.54,rinf,ufficiale,39.94,1.02,40.544,,40.54,41.0
BARI CENTRALE,NAPOLI CENTRALE,314.58,rinf,ufficiale,219.97,1.43,314.579,,301.02,
BARI CENTRALE,ORTANOVA,102.95,rinf,ufficiale,98.62,1.04,102.955,,102.88,
BARI CENTRALE,OSTUNI,74.28,rinf,ufficiale,72.53,1.02,74.278,,74.48,75.0
BARI CENTRALE,PALAGIANELLO,75.45,rinf,ufficiale,57.66,1.31,75.454,,76.74,
BARI CENTRALE,PALAGIANO MOTTOLA,82.42,rinf,ufficiale,59.7,1.38,82.422,,83.69,
BARI CENTRALE,PAOLA,331.0,prontuario,stimata,208.01,1.59,,,,331.0
BARI CENTRALE,PESARO,501.65,rinf,ufficiale,449.06,1.12,501.646,,501.12,
BARI CENTRALE,PESCARA,296.1,rinf,ufficiale,267.15,1.11,296.099,,295.55,
BARI CENTRALE,POLIGNANO A MARE,32.96,rinf,ufficiale,33.47,0.98,32.959,,33.91,
BARI CENTRALE,PONTE ALBANITO,134.22,rinf,ufficiale,114.8,1.17,134.224,,134.55,
BARI CENTRALE,PONTE CASALDUNI,230.68,rinf,ufficiale,182.26,1.27,230.681,,230.72,
BARI CENTRALE,POTENZA CENTRALE,236.43,rinf,ufficiale,104.62,2.26,236.428,,148.82,
BARI CENTRALE,REGGIO CALABRIA CENTRALE,467.23,osm,stimata,351.43,1.33,,,467.23,588.0
BARI CENTRALE,REGGIO DI CALABRIA CENTRALE,465.68,rinf,ufficiale,351.43,1.33,465.677,,467.23,
BARI CENTRALE,RICCIONE,525.03,rinf,ufficiale,470.64,1.12,525.033,,524.45,
BARI CENTRALE,RIGNANO GARGANICO,136.66,rinf,ufficiale,126.1,1.08,136.655,,136.56,
BARI CENTRALE,RIMINI,535.03,rinf,ufficiale,480.52,1.11,535.026,,534.46,
BARI CENTRALE,ROCCELLA JONICA,476.0,prontuario,stimata,313.38,1.52,,,,476.0
BARI CENTRALE,ROMA TERMINI,478.61,rinf,ufficiale,374.13,1.28,478.607,,478.67,
BARI CENTRALE,ROMA TUSCOLANA,481.05,rinf,ufficiale,371.71,1.29,481.049,,478.51,
BARI CENTRALE,ROSARNO,470.0,prontuario,stimata,302.3,1.55,,,,470.0
BARI CENTRALE,ROSSANO,264.0,prontuario,stimata,169.58,1.56,,,,264.0
BARI CENTRALE,S ANDREA DELL JONIO,416.43,osm,stimata,279.06,1.49,,,416.43,
BARI CENTRALE,S SEVERO,151.04,rinf,ufficiale,138.41,1.09,151.037,,150.95,
BARI CENTRALE,S VITO DEI NORMANNI,99.22,rinf,ufficiale,95.19,1.04,99.22,,99.24,
BARI CENTRALE,SANNICANDRO DI BARI,25.82,rinf,ufficiale,20.25,1.28,25.815,,27.08,
BARI CENTRALE,SAVONA,964.07,osm,stimata,771.91,1.25,600.838,,964.07,
BARI CENTRALE,SIBARI,216.13,rinf,ufficiale,156.17,1.38,216.131,,217.81,238.0
BARI CENTRALE,SIDERNO,488.0,prontuario,stimata,320.3,1.52,,,,488.0
BARI CENTRALE,SIRACUSA,794.0,prontuario,stimata,470.99,1.69,,,,794.0
BARI CENTRALE,SOVERATO,429.0,prontuario,stimata,271.98,1.58,,,,429.0
BARI CENTRALE,SPINAZZOLA,84.0,prontuario,stimata,68.17,1.23,,,,84.0
BARI CENTRALE,SQUINZANO,134.69,rinf,ufficiale,124.02,1.09,134.687,,134.43,135.0
BARI CENTRALE,SULMONA,361.75,rinf,ufficiale,267.77,1.35,361.752,,361.94,
BARI CENTRALE,TAORMINA – GIARDINI,660.0,prontuario,stimata,,,,,,660.0
BARI CENTRALE,TARANTO,104.03,rinf,ufficiale,76.59,1.36,104.028,,105.37,115.0
BARI CENTRALE,TELESE CERRETO,246.91,rinf,ufficiale,196.52,1.26,246.907,,247.12,
BARI CENTRALE,TERMOLI,206.63,rinf,ufficiale,184.49,1.12,206.631,,206.49,
BARI CENTRALE,TORANO LATTARICO,259.17,rinf,ufficiale,188.99,1.37,259.171,,260.9,
BARI CENTRALE,TORINO PORTA NUOVA,979.05,osm,stimata,864.93,1.13,635.663,,979.05,
BARI CENTRALE,TRANI,42.1,rinf,ufficiale,41.59,1.01,42.103,,42.1,
BARI CENTRALE,TREBISACCE,223.0,prontuario,stimata,142.16,1.57,,,,223.0
BARI CENTRALE,TRINITAPOLI S FERDINANDO DI PUGLIA,70.92,rinf,ufficiale,70.07,1.01,70.924,,70.89,
BARI CENTRALE,VASTO S SALVO,229.66,rinf,ufficiale,206.96,1.11,229.663,,229.47,
BARI CENTRALE,VENEZIA S LUCIA,597.6,rinf,ufficiale,605.34,0.99,597.604,,803.87,
BARI CENTRALE,VILLA S GIOVANNI,451.59,rinf,ufficiale,339.51,1.33,451.589,,453.14,517.0
BARI PARCO NORD,MILANO CENTRALE,642.59,rinf,ufficiale,,,642.586,,,
BARI S RITA,BARI CENTRALE,7.29,rinf,ufficiale,5.23,1.39,7.286,,8.83,
BARI S SPIRITO,BARI CENTRALE,11.54,rinf,ufficiale,11.36,1.02,11.542,,11.55,
BARI S SPIRITO,BARLETTA,43.16,rinf,ufficiale,42.78,1.01,43.155,,43.22,
BARI S SPIRITO,FASANO,65.92,rinf,ufficiale,63.66,1.04,65.915,,65.93,
BARI S SPIRITO,FOGGIA,111.05,rinf,ufficiale,105.1,1.06,111.047,,111.86,
BARI S SPIRITO,TARANTO,111.56,rinf,ufficiale,85.26,1.31,111.559,,111.67,
BARI TORRE A MARE,BARI CENTRALE,11.45,rinf,ufficiale,11.11,1.03,11.453,,11.32,
BARI TORRE A MARE,BARLETTA,66.15,rinf,ufficiale,65.23,1.01,66.15,,66.09,
BARI TORRE A MARE,BRINDISI,99.47,rinf,ufficiale,92.16,1.08,99.47,,,
BARI TORRE A MARE,GIOVINAZZO,29.88,rinf,ufficiale,29.42,1.02,29.879,,29.75,
BARI TORRE A MARE,LECCE,137.83,rinf,ufficiale,128.33,1.07,137.834,,138.04,
BARLETTA,ANCONA,391.0,prontuario,stimata,342.04,1.14,,,,391.0
BARLETTA,BARI CENTRALE,54.7,rinf,ufficiale,54.14,1.01,54.697,,54.77,
BARLETTA,BARI S SPIRITO,43.16,rinf,ufficiale,42.78,1.01,43.155,,43.22,
BARLETTA,BARI TORRE A MARE,66.15,rinf,ufficiale,65.23,1.01,66.15,,66.09,
BARLETTA,BISCEGLIE,20.61,rinf,ufficiale,20.49,1.01,20.615,,20.7,21.0
BARLETTA,BOLOGNA CENTRALE,595.0,prontuario,stimata,536.14,1.11,,,,595.0
BARLETTA,BRINDISI,165.62,rinf,ufficiale,157.1,1.05,165.62,,,
BARLETTA,BV AURISINA,879.0,prontuario,stimata,,,,,,879.0
BARLETTA,CANOSA DI PUGLIA,24.83,rinf,ufficiale,21.59,1.15,24.83,,26.61,
BARLETTA,FAENZA,545.0,prontuario,stimata,486.11,1.12,,,,545.0
BARLETTA,FALCONARA MARITTIMA,399.0,prontuario,stimata,349.65,1.14,,,,399.0
BARLETTA,FANO,438.0,prontuario,stimata,387.21,1.13,,,,438.0
BARLETTA,FASANO,109.07,rinf,ufficiale,106.17,1.03,109.07,,109.15,
BARLETTA,FERRARA,642.0,prontuario,stimata,545.76,1.18,,,,642.0
BARLETTA,FOGGIA,67.89,rinf,ufficiale,62.56,1.09,67.892,,70.53,68.0
BARLETTA,FORLÌ,530.0,prontuario,stimata,,,,,,530.0
BARLETTA,GIOVINAZZO,36.27,rinf,ufficiale,35.81,1.01,36.271,,36.35,
BARLETTA,GIULIANOVA,282.0,prontuario,stimata,248.99,1.13,,,,282.0
BARLETTA,LECCE,203.98,rinf,ufficiale,191.91,1.06,203.984,,204.14,
BARLETTA,MILANO CENTRALE,804.45,osm,stimata,734.59,1.1,590.858,,804.45,
BARLETTA,MOLA DI BARI,73.85,rinf,ufficiale,73.03,1.01,73.852,,73.92,
BARLETTA,MOLFETTA,29.96,rinf,ufficiale,29.71,1.01,29.956,,30.02,
BARLETTA,MONFALCONE,866.0,prontuario,stimata,543.83,1.59,,,,866.0
BARLETTA,MONOPOLI,95.24,rinf,ufficiale,94.04,1.01,95.241,,95.31,
BARLETTA,PADOVA,718.0,prontuario,stimata,577.87,1.24,,,,718.0
BARLETTA,PESARO,450.0,prontuario,stimata,398.96,1.13,,,,450.0
BARLETTA,PESCARA CENTRALE,245.0,prontuario,stimata,,,,,,245.0
BARLETTA,POLIGNANO A MARE,87.66,rinf,ufficiale,87.61,1.0,87.656,,88.69,
BARLETTA,RICCIONE,474.0,prontuario,stimata,420.25,1.13,,,,474.0
BARLETTA,RIMINI,483.0,prontuario,stimata,430.16,1.12,,,,483.0
BARLETTA,ROVIGO,674.0,prontuario,stimata,554.69,1.22,,,,674.0
BARLETTA,S SEVERO,96.34,rinf,ufficiale,84.44,1.14,96.34,,98.05,97.0
BARLETTA,SENIGALLIA,416.0,prontuario,stimata,366.05,1.14,,,,416.0
BARLETTA,SPINAZZOLA,65.68,rinf,ufficiale,43.26,1.52,65.682,,67.55,
BARLETTA,TERMOLI,155.0,prontuario,stimata,131.23,1.18,,,,155.0
BARLETTA,TRANI,12.59,rinf,ufficiale,12.56,1.0,12.594,,12.68,13.0
BARLETTA,TRIESTE CENTRALE,894.0,prontuario,stimata,523.45,1.71,,,,894.0
BARLETTA,VENEZIA MESTRE,746.0,prontuario,stimata,566.91,1.32,,,,746.0
BARONISSI,MERCATO S SEVERINO,5.42,rinf,ufficiale,4.29,1.26,5.421,,5.45,
BARONISSI,NOCERA INFERIORE,17.88,rinf,ufficiale,10.37,1.72,17.878,,16.14,
BARONISSI,SALERNO,12.21,rinf,ufficiale,7.82,1.56,12.206,,12.27,
BASILIANO,UDINE,11.37,rinf,ufficiale,11.32,1.0,11.37,,11.66,
BASILIANO,VENEZIA MESTRE,115.2,rinf,ufficiale,90.0,1.28,115.203,,115.38,
BASILIANO,VENEZIA S LUCIA,123.64,rinf,ufficiale,88.22,1.4,123.637,,123.76,
BASSANO D G,BASSANO D G,20.0,prontuario,stimata,,,,,,20.0
BASSANO D G,CAMPOSAMPIERO,11.0,prontuario,stimata,,,,,,11.0
BASSANO D G,CASTELFRANCO V,1.0,prontuario,stimata,,,,,,1.0
BASSANO D G,PADOVA,30.0,prontuario,stimata,,,,,,30.0
BASSANO D G,TRENTO,96.0,prontuario,stimata,,,,,,96.0
BASSANO DEL GRAPPA,BOLZANO,151.15,rinf,ufficiale,86.4,1.75,151.15,,152.59,
BASSANO DEL GRAPPA,BORGO VALSUGANA CENTRO,52.02,rinf,ufficiale,38.74,1.34,52.019,,53.32,
BASSANO DEL GRAPPA,BORGO VALSUGANA EST,51.17,rinf,ufficiale,38.4,1.33,51.167,,52.48,
BASSANO DEL GRAPPA,BRONZOLO,140.21,rinf,ufficiale,78.15,1.79,140.213,,141.61,
BASSANO DEL GRAPPA,CALDONAZZO,68.95,rinf,ufficiale,44.9,1.54,68.95,,70.37,
BASSANO DEL GRAPPA,CAMPOSAMPIERO,29.11,rinf,ufficiale,26.28,1.11,29.115,,29.54,
BASSANO DEL GRAPPA,CARPANE VALSTAGNA,13.21,rinf,ufficiale,12.18,1.08,13.206,,14.43,
BASSANO DEL GRAPPA,CASTELFRANCO VENETO,19.15,rinf,ufficiale,18.55,1.03,19.148,,19.1,
BASSANO DEL GRAPPA,CASTELLO DI GODEGO,13.91,rinf,ufficiale,13.65,1.02,13.907,,13.89,
BASSANO DEL GRAPPA,CITTADELLA,14.62,rinf,ufficiale,14.09,1.04,14.618,,14.57,
BASSANO DEL GRAPPA,LEVICO,66.77,osm,stimata,43.04,1.55,,,66.77,
BASSANO DEL GRAPPA,MAERNE DI MARTELLAGO,43.78,rinf,ufficiale,42.35,1.03,43.784,,43.83,
BASSANO DEL GRAPPA,NOALE SCORZE,36.45,rinf,ufficiale,35.05,1.04,36.446,,36.49,
BASSANO DEL GRAPPA,PADOVA,47.29,rinf,ufficiale,40.44,1.17,47.294,,51.43,
BASSANO DEL GRAPPA,PERGINE,78.26,rinf,ufficiale,51.4,1.52,78.26,,79.59,
BASSANO DEL GRAPPA,PIOMBINO DESE,27.97,rinf,ufficiale,26.62,1.05,27.971,,27.99,
BASSANO DEL GRAPPA,PRIMOLANO,28.72,rinf,ufficiale,22.39,1.28,28.719,,29.82,
BASSANO DEL GRAPPA,ROMA TERMINI,518.24,osm,stimata,434.1,1.19,409.517,,518.24,
BASSANO DEL GRAPPA,RONCEGNO BAGNI MARTER,56.74,rinf,ufficiale,40.08,1.42,56.742,,58.0,
BASSANO DEL GRAPPA,S PIETRO IN GU,25.09,rinf,ufficiale,18.66,1.34,25.09,,25.05,
BASSANO DEL GRAPPA,SPINEA,47.47,rinf,ufficiale,43.92,1.08,47.467,,45.32,
BASSANO DEL GRAPPA,TRENTO,95.71,rinf,ufficiale,58.94,1.62,95.711,,97.04,
BASSANO DEL GRAPPA,VENEZIA MESTRE,54.28,rinf,ufficiale,49.55,1.1,54.276,,54.86,
BASSANO DEL GRAPPA,VENEZIA S LUCIA,62.71,rinf,ufficiale,57.79,1.09,62.71,,62.74,
BASSANO DEL GRAPPA,VERONA PORTA NUOVA,89.88,rinf,ufficiale,69.93,1.29,89.884,,89.77,
BASSANO DEL GRAPPA,VICENZA,38.28,rinf,ufficiale,29.42,1.3,38.284,,38.24,
BASSANO DEL GRAPPA,VIGODARZERE,42.34,rinf,ufficiale,36.7,1.15,42.342,,42.74,
BASSANO DEL GRAPPA,VILLAZZANO,89.31,rinf,ufficiale,55.94,1.6,89.315,,90.76,
BASTIA,ROMA TERMINI,182.3,rinf,ufficiale,130.27,1.4,182.303,253.97,168.85,
BATTIPAGLIA,AGROPOLI,30.0,prontuario,stimata,,,,,,30.0
BATTIPAGLIA,AVERSA,93.0,prontuario,stimata,76.24,1.22,,,,93.0
BATTIPAGLIA,BARAGIANO – RUOTI,63.0,prontuario,stimata,,,,,,63.0
BATTIPAGLIA,BELLA – MURO,60.0,prontuario,stimata,,,,,,60.0
BATTIPAGLIA,BOLZANO,881.32,osm,stimata,716.94,1.23,629.228,,881.32,
BATTIPAGLIA,BUCCINO S GREGORIO MAGNO,38.43,rinf,ufficiale,33.05,1.16,38.432,,38.49,
BATTIPAGLIA,CANCELLO,69.53,rinf,ufficiale,64.15,1.08,69.534,,71.72,79.0
BATTIPAGLIA,CASERTA,81.32,rinf,ufficiale,75.35,1.08,81.321,,81.86,91.0
BATTIPAGLIA,CASSINO,169.0,prontuario,stimata,137.45,1.23,,,,169.0
BATTIPAGLIA,CODOLA,38.71,rinf,ufficiale,32.98,1.17,38.709,,38.32,
BATTIPAGLIA,COSENZA,222.89,rinf,ufficiale,179.83,1.24,222.887,,222.92,
BATTIPAGLIA,EBOLI,6.24,rinf,ufficiale,5.9,1.06,6.239,,6.27,6.0
BATTIPAGLIA,ECCELLENTE,273.0,prontuario,stimata,,,,,,273.0
BATTIPAGLIA,FIRENZE S MARIA NOVELLA,472.42,rinf,ufficiale,467.86,1.01,472.415,,536.01,
BATTIPAGLIA,FISCIANO,33.66,rinf,ufficiale,24.54,1.37,33.656,,33.96,
BATTIPAGLIA,FIUMETORTO,600.0,prontuario,stimata,,,,,,600.0
BATTIPAGLIA,FORMIA,159.0,prontuario,stimata,,,,,,159.0
BATTIPAGLIA,FROSINONE,221.0,prontuario,stimata,179.01,1.23,,,,221.0
BATTIPAGLIA,GENOVA BRIGNOLE,764.9,osm,stimata,650.5,1.18,513.267,,764.9,
BATTIPAGLIA,GINOSA,209.0,prontuario,stimata,,,,,,209.0
BATTIPAGLIA,GIOIA TAURO,350.0,prontuario,stimata,255.05,1.37,,,,350.0
BATTIPAGLIA,LATINA,221.74,rinf,ufficiale,199.71,1.11,221.743,,220.56,226.0
BATTIPAGLIA,MARATEA,119.0,prontuario,stimata,91.74,1.3,,,,119.0
BATTIPAGLIA,MERCATO S SEVERINO,37.33,rinf,ufficiale,27.24,1.37,37.33,,37.65,
BATTIPAGLIA,MESSINA CENTRALE,411.0,prontuario,stimata,273.72,1.5,,,,411.0
BATTIPAGLIA,METAPONTO,199.0,prontuario,stimata,157.18,1.27,,,,199.0
BATTIPAGLIA,MILANO CENTRALE,836.63,osm,stimata,716.7,1.17,586.862,,836.63,
BATTIPAGLIA,NAPOLI CAMPI FLEGREI,79.72,rinf,ufficiale,70.68,1.13,79.718,,80.0,
BATTIPAGLIA,NAPOLI CENTRALE,70.99,rinf,ufficiale,65.81,1.08,70.989,,71.36,74.0
BATTIPAGLIA,NAPOLI S GIOV BARRA,66.83,osm,stimata,62.43,1.07,,,66.83,
BATTIPAGLIA,NAPOLI S GIOVANNI BARRA,66.28,rinf,ufficiale,61.78,1.07,66.283,,66.24,
BATTIPAGLIA,NOCERA INFERIORE,34.51,rinf,ufficiale,32.14,1.07,34.514,,34.64,37.0
BATTIPAGLIA,NOLA,57.28,rinf,ufficiale,52.28,1.1,57.278,,57.53,67.0
BATTIPAGLIA,PALERMO CENTRALE,643.0,prontuario,stimata,310.39,2.07,,,,643.0
BATTIPAGLIA,PALMA S GENNARO,50.55,rinf,ufficiale,47.15,1.07,50.55,,50.72,
BATTIPAGLIA,PAOLA,197.0,rinf,ufficiale,165.54,1.19,197.001,,197.34,201.0
BATTIPAGLIA,PICERNO,75.0,prontuario,stimata,55.72,1.35,,,,75.0
BATTIPAGLIA,PISCIOTTA PALINURO,69.42,rinf,ufficiale,61.35,1.13,69.419,,69.41,
BATTIPAGLIA,PISTICCI,174.0,prontuario,stimata,134.25,1.3,,,,174.0
BATTIPAGLIA,POMEZIA S PALOMBA,258.81,rinf,ufficiale,235.9,1.1,258.811,,257.67,
BATTIPAGLIA,POMPEI,48.0,prontuario,stimata,43.5,1.1,,,,48.0
BATTIPAGLIA,PONTECAGNANO,10.09,rinf,ufficiale,10.04,1.0,10.087,,10.06,
BATTIPAGLIA,POTENZA CENTRALE,91.27,rinf,ufficiale,69.59,1.31,91.265,,91.56,
BATTIPAGLIA,POTENZA INFERIORE,100.19,osm,stimata,69.58,1.44,,,100.19,
BATTIPAGLIA,REGGIO CALABRIA CENTRALE,373.99,osm,stimata,283.84,1.32,,,373.99,
BATTIPAGLIA,REGGIO DI CALABRIA CENTRALE,374.19,rinf,ufficiale,283.84,1.32,374.19,,373.99,
BATTIPAGLIA,ROMA S PIETRO,288.57,rinf,ufficiale,255.35,1.13,288.573,,287.78,
BATTIPAGLIA,ROMA TERMINI,279.49,rinf,ufficiale,252.58,1.11,279.49,,280.02,288.0
BATTIPAGLIA,ROSARNO,340.0,prontuario,stimata,250.2,1.36,,,,340.0
BATTIPAGLIA,SALERNO,19.7,rinf,ufficiale,19.35,1.02,19.703,,19.94,20.0
BATTIPAGLIA,SAPRI,104.79,rinf,ufficiale,80.23,1.31,104.789,,104.7,107.0
BATTIPAGLIA,SARNO,41.91,rinf,ufficiale,38.81,1.08,41.909,,42.08,51.0
BATTIPAGLIA,SICIGNANO D A,31.0,prontuario,stimata,,,,,,31.0
BATTIPAGLIA,SICIGNANO DEGLI ALBURNI,30.81,rinf,ufficiale,26.0,1.18,30.81,,30.86,
BATTIPAGLIA,TARANTO,241.59,rinf,ufficiale,189.87,1.27,241.59,,242.33,243.0
BATTIPAGLIA,TORINO PORTA NUOVA,926.06,osm,stimata,774.21,1.2,576.97,,926.06,
BATTIPAGLIA,TORINO PORTA SUSA,927.63,osm,stimata,775.64,1.2,578.502,,927.63,
BATTIPAGLIA,TORRE ANNUNZIATA CENTRALE,49.08,rinf,ufficiale,46.51,1.06,49.078,,49.28,
BATTIPAGLIA,VALLO DELLA LUC CASTELNUOVO,50.13,osm,stimata,44.42,1.13,,,50.13,
BATTIPAGLIA,VENEZIA S LUCIA,783.31,osm,stimata,579.45,1.35,538.911,,783.31,
BATTIPAGLIA,VENTIMIGLIA,909.52,osm,stimata,703.23,1.29,641.682,,909.52,
BATTIPAGLIA,VIBO V PIZZO,287.0,prontuario,stimata,,,,,,287.0
BATTIPAGLIA,VILLA LITERNO,107.0,prontuario,stimata,88.89,1.2,,,,107.0
BATTIPAGLIA,VILLA S GIOVANNI,360.1,rinf,ufficiale,271.52,1.33,360.102,,359.91,387.0
BAZZANO,BOLOGNA CENTRALE,25.26,rinf,ufficiale,20.84,1.21,25.261,,25.23,
BAZZANO,CASALECCHIO GARIBALDI,16.53,rinf,ufficiale,15.8,1.05,16.533,,17.07,
BAZZANO,CRESPELLANO,4.25,rinf,ufficiale,4.16,1.02,4.254,,4.37,
BAZZANO,VIA LUNGA,7.63,rinf,ufficiale,7.26,1.05,7.631,,7.53,
BEFFI,SULMONA,28.63,rinf,ufficiale,25.37,1.13,28.632,,28.71,
BELGIOIOSO,CODOGNO,32.05,rinf,ufficiale,31.22,1.03,32.045,,32.16,
BELGIOIOSO,CREMONA,59.38,rinf,ufficiale,54.36,1.09,59.375,,59.2,
BELGIOIOSO,PAVIA,14.43,rinf,ufficiale,13.69,1.05,14.433,,14.3,
BELLA MURO,POTENZA CENTRALE,31.46,rinf,ufficiale,23.63,1.33,31.458,,31.53,
BELLA MURO,POTENZA INFERIORE,40.17,osm,stimata,23.59,1.7,,,40.17,
BELLA MURO,ROMA TERMINI,339.3,rinf,ufficiale,287.06,1.18,339.297,,340.05,
BELLA MURO,SALERNO,79.51,rinf,ufficiale,65.01,1.22,79.51,,79.96,
BELLA – MURO,AVERSA,153.0,prontuario,stimata,,,,,,153.0
BELLA – MURO,BARAGIANO – RUOTI,3.0,prontuario,stimata,,,,,,3.0
BELLA – MURO,BATTIPAGLIA,60.0,prontuario,stimata,,,,,,60.0
BELLA – MURO,CANCELLO,139.0,prontuario,stimata,,,,,,139.0
BELLA – MURO,CASERTA,151.0,prontuario,stimata,,,,,,151.0
BELLA – MURO,CASSINO,229.0,prontuario,stimata,,,,,,229.0
BELLA – MURO,EBOLI,54.0,prontuario,stimata,,,,,,54.0
BELLA – MURO,FORMIA,219.0,prontuario,stimata,,,,,,219.0
BELLA – MURO,FROSINONE,281.0,prontuario,stimata,,,,,,281.0
BELLA – MURO,GINOSA,149.0,prontuario,stimata,,,,,,149.0
BELLA – MURO,LATINA,286.0,prontuario,stimata,,,,,,286.0
BELLA – MURO,METAPONTO,139.0,prontuario,stimata,,,,,,139.0
BELLA – MURO,NAPOLI CENTRALE,134.0,prontuario,stimata,,,,,,134.0
BELLA – MURO,NOCERA INFERIORE,97.0,prontuario,stimata,,,,,,97.0
BELLA – MURO,NOLA,127.0,prontuario,stimata,,,,,,127.0
BELLA – MURO,PICERNO,15.0,prontuario,stimata,,,,,,15.0
BELLA – MURO,PISTICCI,114.0,prontuario,stimata,,,,,,114.0
BELLA – MURO,POMPEI,108.0,prontuario,stimata,,,,,,108.0
BELLA – MURO,ROMA TERMINI,348.0,prontuario,stimata,,,,,,348.0
BELLA – MURO,SALERNO,80.0,prontuario,stimata,,,,,,80.0
BELLA – MURO,SARNO,111.0,prontuario,stimata,,,,,,111.0
BELLA – MURO,SICIGNANO D A,29.0,prontuario,stimata,,,,,,29.0
BELLA – MURO,TARANTO,183.0,prontuario,stimata,,,,,,183.0
BELLA – MURO,VILLA LITERNO,167.0,prontuario,stimata,,,,,,167.0
BELLANO TARTAVALLE TERME,COLICO,14.13,rinf,ufficiale,12.08,1.17,14.132,,13.98,
BELLANO TARTAVALLE TERME,LECCO,24.85,rinf,ufficiale,23.77,1.05,24.847,,27.14,
BELLANO TARTAVELLE TERME,MILANO CENTRALE,73.18,osm,stimata,60.5,1.21,,,73.18,
BELLANO TARTAVELLE TERME,MILANO PORTA GARIBALDI,73.59,osm,stimata,61.53,1.2,,,73.59,
BELLANO TARTAVELLE TERME,MILANO ROGOREDO,77.9,osm,stimata,65.21,1.19,,,77.9,
BELLANO TARTAVELLE TERME,SONDRIO,54.44,osm,stimata,46.2,1.18,,,54.44,
BELLANO TARTAVELLE TERME,TIRANO,80.44,osm,stimata,69.44,1.16,,,80.44,
BELLUNO,CALALZO PIEVE CADORE CORTINA,43.86,rinf,ufficiale,36.33,1.21,43.86,,43.53,
BELLUNO,CALALZO – P,44.0,prontuario,stimata,,,,,,44.0
BELLUNO,CAMPOSAMPIERO,93.4,rinf,ufficiale,67.39,1.39,93.401,,93.81,
BELLUNO,CASTELFRANCO V,41.0,prontuario,stimata,,,,,,41.0
BELLUNO,CASTELFRANCO VENETO,81.34,rinf,ufficiale,56.97,1.43,81.344,,81.66,
BELLUNO,CONEGLIANO,47.57,rinf,ufficiale,29.25,1.63,47.569,,47.71,
BELLUNO,CORNUDA,57.76,rinf,ufficiale,37.44,1.54,57.762,,57.97,
BELLUNO,FELTRE,30.53,rinf,ufficiale,27.09,1.13,30.533,,30.62,
BELLUNO,LONGARONE ZOLDO,17.94,rinf,ufficiale,15.71,1.14,17.94,,18.08,
