partenza,arrivo,km
MILANO CERTOSA,CARIMATE,26.699
MILANO CERTOSA,CASERTA,761.135
MILANO CERTOSA,CASSANO D ADDA,32.182
MILANO CERTOSA,CHIASSO,43.227
MILANO CERTOSA,CODOGNO,63.096
MILANO CERTOSA,COMO S GIOVANNI,41.627
MILANO CERTOSA,CREMONA,90.134
MILANO CERTOSA,DOMODOSSOLA,115.131
MILANO CERTOSA,FOLIGNO,489.671
MILANO CERTOSA,GALLARATE,35.61
MILANO CERTOSA,GENOVA BRIGNOLE,146.625
MILANO CERTOSA,GROSSETO,429.022
MILANO CERTOSA,LA SPEZIA CENTRALE,227.293
MILANO CERTOSA,LECCO,50.433
MILANO CERTOSA,LODI,39.355
MILANO CERTOSA,LUINO,80.442
MILANO CERTOSA,MAGENTA,21.941
MILANO CERTOSA,MELEGNANO,24.568
MILANO CERTOSA,MILANO CENTRALE,7.69
MILANO CERTOSA,MILANO LAMBRATE,10.921
MILANO CERTOSA,MILANO LANCETTI,3.522
MILANO CERTOSA,MILANO PORTA GARIBALDI,8.066
MILANO CERTOSA,MILANO PORTA VITTORIA,9.457
MILANO CERTOSA,MILANO ROGOREDO,12.407
MILANO CERTOSA,NOVARA,43.338
MILANO CERTOSA,PAVIA,42.503
MILANO CERTOSA,PIACENZA,72.931
MILANO CERTOSA,PIEDIMONTE VILLA S LUCIA AQUINO,689.995
MILANO CERTOSA,PIOLTELLO LIMITO,17.572
MILANO CERTOSA,PONTASSIEVE,327.447
MILANO CERTOSA,PORTO CERESIO,66.874
MILANO CERTOSA,RHO,7.79
MILANO CERTOSA,ROMA SMISTAMENTO,566.909
MILANO CERTOSA,ROVATO,70.688
MILANO CERTOSA,SEREGNO,25.272
MILANO CERTOSA,SESTO CALENDE,50.942
MILANO CERTOSA,SESTRI LEVANTE,189.426
MILANO CERTOSA,SONDRIO,132.009
MILANO CERTOSA,STRADELLA,71.849
MILANO CERTOSA,TERNO,41.262
MILANO CERTOSA,TORINO PORTA NUOVA,139.414
MILANO CERTOSA,TORTONA,83.873
MILANO CERTOSA,TRECATE,33.89
MILANO CERTOSA,TREVIGLIO,38.01
MILANO CERTOSA,VARESE,48.547
MILANO CERTOSA,VENTIMIGLIA,280.948
MILANO CERTOSA,VERONA PORTA NUOVA,152.425
MILANO GRECO PIRELLI,ALBAIRATE VERMEZZO,31.672
MILANO GRECO PIRELLI,ASTI,132.68
MILANO GRECO PIRELLI,BERGAMO,97.806
MILANO GRECO PIRELLI,BRESCIA,83.227
MILANO GRECO PIRELLI,BRESSANA BOTTARONE,54.782
MILANO GRECO PIRELLI,BRONI,64.902
MILANO GRECO PIRELLI,CALOLZIOCORTE OLGINATE,38.703
MILANO GRECO PIRELLI,CAMNAGO LENTATE,26.365
MILANO GRECO PIRELLI,CARIMATE,28.436
MILANO GRECO PIRELLI,CARNATE USMATE,20.407
MILANO GRECO PIRELLI,CASALPUSTERLENGO,54.95
MILANO GRECO PIRELLI,CASTEL S GIOVANNI,80.048
MILANO GRECO PIRELLI,CHIASSO,44.964
MILANO GRECO PIRELLI,CODOGNO,59.958
MILANO GRECO PIRELLI,COLICO,84.535
MILANO GRECO PIRELLI,COMO S GIOVANNI,43.364
MILANO GRECO PIRELLI,GENOVA BRIGNOLE,143.491
MILANO GRECO PIRELLI,GENOVA PIAZZA PRINCIPE,141.152
MILANO GRECO PIRELLI,GENOVA SAMPIERDARENA,140.233
MILANO GRECO PIRELLI,LECCO,43.421
MILANO GRECO PIRELLI,LODI,36.218
MILANO GRECO PIRELLI,MELEGNANO,21.43
MILANO GRECO PIRELLI,MILANO CERTOSA,7.013
MILANO GRECO PIRELLI,MILANO LAMBRATE,6.312
MILANO GRECO PIRELLI,MILANO PORTA GARIBALDI,3.45
MILANO GRECO PIRELLI,MILANO ROGOREDO,7.797
MILANO GRECO PIRELLI,MILANO S CRISTOFORO,14.568
MILANO GRECO PIRELLI,MONZA,8.543
MILANO GRECO PIRELLI,MORBEGNO,100.123
MILANO GRECO PIRELLI,NOVI LIGURE,99.381
MILANO GRECO PIRELLI,OSPITALETTO TRAVAGLIATO,72.038
MILANO GRECO PIRELLI,PADERNO ROBBIATE,26.504
MILANO GRECO PIRELLI,PAVIA,39.369
MILANO GRECO PIRELLI,PIACENZA,69.632
MILANO GRECO PIRELLI,PINAROLO PO,57.557
MILANO GRECO PIRELLI,PIOLTELLO LIMITO,12.963
MILANO GRECO PIRELLI,PONTE S PIETRO,38.303
MILANO GRECO PIRELLI,RHO,14.787
MILANO GRECO PIRELLI,ROMANO,46.493
MILANO GRECO PIRELLI,ROVATO,66.079
MILANO GRECO PIRELLI,SARONNO,24.509
MILANO GRECO PIRELLI,SECUGNAGO,48.092
MILANO GRECO PIRELLI,SEREGNO,18.531
MILANO GRECO PIRELLI,SESTRI LEVANTE,186.291
MILANO GRECO PIRELLI,SONDRIO,124.997
MILANO GRECO PIRELLI,STRADELLA,68.714
MILANO GRECO PIRELLI,TAVAZZANO,28.507
MILANO GRECO PIRELLI,TIRANO,151.002
MILANO GRECO PIRELLI,TORTONA,80.738
MILANO GRECO PIRELLI,TREVIGLIO,33.401
MILANO GRECO PIRELLI,VOGHERA,64.31
MILANO LAMBRATE,ALBAIRATE VERMEZZO,25.611
MILANO LAMBRATE,ALESSANDRIA,94.686
MILANO LAMBRATE,ARQUATA SCRIVIA,100.354
MILANO LAMBRATE,ASTI,126.618
MILANO LAMBRATE,BERGAMO,91.959
MILANO LAMBRATE,BOLOGNA CENTRALE,208.814
MILANO LAMBRATE,BOLZANO,283.171
MILANO LAMBRATE,BOZZOLO,117.777
MILANO LAMBRATE,BRESCIA,77.38
MILANO LAMBRATE,BRESSANA BOTTARONE,48.813
MILANO LAMBRATE,BRONI,58.933
MILANO LAMBRATE,BUSTO ARSIZIO,38.393
MILANO LAMBRATE,CALOLZIOCORTE OLGINATE,44.558
MILANO LAMBRATE,CASALPUSTERLENGO,48.981
MILANO LAMBRATE,CATTOLICA S GIOVANNI GABICCE,338.255
MILANO LAMBRATE,CAVA TIGOZZI,76.159
MILANO LAMBRATE,CERTOSA DI PAVIA,25.599
MILANO LAMBRATE,CHIASSO,50.445
MILANO LAMBRATE,CODOGNO,53.989
MILANO LAMBRATE,COMO S GIOVANNI,48.845
MILANO LAMBRATE,CREMONA,81.028
MILANO LAMBRATE,DESENZANO,104.947
MILANO LAMBRATE,GALLARATE,46.515
MILANO LAMBRATE,GENOVA BRIGNOLE,137.522
MILANO LAMBRATE,GENOVA P PRINCIPE,135.071
MILANO LAMBRATE,GENOVA PIAZZA PRINCIPE,135.183
MILANO LAMBRATE,LECCO,49.275
MILANO LAMBRATE,LIVORNO CENTRALE,292.736
MILANO LAMBRATE,LODI,30.249
MILANO LAMBRATE,MANTOVA,193.809
MILANO LAMBRATE,MILANO CENTRALE,3.246
MILANO LAMBRATE,MILANO CERTOSA,10.921
MILANO LAMBRATE,MILANO GRECO PIRELLI,6.312
MILANO LAMBRATE,MILANO PORTA GARIBALDI,5.482
MILANO LAMBRATE,MILANO S CRISTOFORO,8.506
MILANO LAMBRATE,MODENA,172.505
MILANO LAMBRATE,MONZA,14.397
MILANO LAMBRATE,MORTARA,52.818
MILANO LAMBRATE,NOVI LIGURE,93.412
MILANO LAMBRATE,PADOVA,224.01
MILANO LAMBRATE,PARABIAGO,27.427
MILANO LAMBRATE,PARMA,119.134
MILANO LAMBRATE,PAVIA,33.4
MILANO LAMBRATE,PIACENZA,63.663
MILANO LAMBRATE,PIADENA,108.931
MILANO LAMBRATE,PISA CENTRALE,274.724
MILANO LAMBRATE,RIMINI,319.984
MILANO LAMBRATE,ROMANO,40.645
MILANO LAMBRATE,ROVATO,60.231
MILANO LAMBRATE,SARONNO,27.414
MILANO LAMBRATE,SEREGNO,24.385
MILANO LAMBRATE,SESTO S GIOVANNI,9.533
MILANO LAMBRATE,SESTRI LEVANTE,180.322
MILANO LAMBRATE,SONDRIO,130.851
MILANO LAMBRATE,STRADELLA,62.745
MILANO LAMBRATE,TARVISIO BOSCOVERDE,466.292
MILANO LAMBRATE,TORTONA,74.769
MILANO LAMBRATE,TREVIGLIO,27.553
MILANO LAMBRATE,VARESE,55.774
MILANO LAMBRATE,VENEZIA S LUCIA,260.628
MILANO LAMBRATE,VENTIMIGLIA,271.845
MILANO LAMBRATE,VERDELLO DALMINE,37.487
MILANO LAMBRATE,VERONA PORTA NUOVA,141.969
MILANO LAMBRATE,VOGHERA,58.341
MILANO LANCETTI,CERTOSA DI PAVIA,31.181
MILANO LANCETTI,LODI,35.833
MILANO LANCETTI,MELEGNANO,21.046
MILANO LANCETTI,MILANO ROGOREDO,9.933
MILANO LANCETTI,PAVIA,38.981
MILANO LANCETTI,TREVIGLIO,35.712
MILANO PORTA GARIBALDI,AIRUNO,35.83
MILANO PORTA GARIBALDI,ALBAIRATE VERMEZZO,30.843
MILANO PORTA GARIBALDI,ALBENGA,213.843
MILANO PORTA GARIBALDI,ALBIZZATE SOLBIATE ARNO,49.646
MILANO PORTA GARIBALDI,ALESSANDRIA,99.918
MILANO PORTA GARIBALDI,ANCONA,417.988
MILANO PORTA GARIBALDI,ARCORE,18.19
MILANO PORTA GARIBALDI,ARONA,70.665
MILANO PORTA GARIBALDI,ARQUATA SCRIVIA,105.493
MILANO PORTA GARIBALDI,ASTI,131.85
MILANO PORTA GARIBALDI,AULLA LUNIGIANA,202.317
MILANO PORTA GARIBALDI,BARI CENTRALE,859.577
MILANO PORTA GARIBALDI,BARI TORRE A MARE,870.899
MILANO PORTA GARIBALDI,BELGIRATE,78.773
MILANO PORTA GARIBALDI,BELLANO TARTAVELLE TERME,73.592
MILANO PORTA GARIBALDI,BERGAMO,96.976
MILANO PORTA GARIBALDI,BESANA,30.267
MILANO PORTA GARIBALDI,BESOZZO,65.756
MILANO PORTA GARIBALDI,BIASSONO LESMO PARCO,19.197
MILANO PORTA GARIBALDI,BOLOGNA CENTRALE,213.953
MILANO PORTA GARIBALDI,BOLZANO,288.188
MILANO PORTA GARIBALDI,BOZZOLO,122.917
MILANO PORTA GARIBALDI,BRESCIA,82.397
MILANO PORTA GARIBALDI,BRESSANA BOTTARONE,53.952
MILANO PORTA GARIBALDI,BRONI,64.073
MILANO PORTA GARIBALDI,BUSTO ARSIZIO,35.538
MILANO PORTA GARIBALDI,CALOLZIOCORTE OLGINATE,41.738
MILANO PORTA GARIBALDI,CALUSCO,32.101
MILANO PORTA GARIBALDI,CAMNAGO LENTATE,27.124
MILANO PORTA GARIBALDI,CANEGRATE,27.322
MILANO PORTA GARIBALDI,CARIMATE,31.471
MILANO PORTA GARIBALDI,CARNATE USMATE,23.442
MILANO PORTA GARIBALDI,CASALBUTTANO,80.184
MILANO PORTA GARIBALDI,CASALE MONFERRATO,101.638
MILANO PORTA GARIBALDI,CASALETTO VAPRIO,47.578
MILANO PORTA GARIBALDI,CASTEL S GIOVANNI,79.218
MILANO PORTA GARIBALDI,CASTELLEONE,63.889
MILANO PORTA GARIBALDI,CATTOLICA S GIOVANNI GABICCE,343.394
MILANO PORTA GARIBALDI,CERNUSCO MERATE,28.494
MILANO PORTA GARIBALDI,CHIASSO,47.999
MILANO PORTA GARIBALDI,CHIAVENNA,114.148
MILANO PORTA GARIBALDI,CHIVASSO,123.142
MILANO PORTA GARIBALDI,CODOGNO,59.129
MILANO PORTA GARIBALDI,COLICO,87.57
MILANO PORTA GARIBALDI,COMO S GIOVANNI,46.399
MILANO PORTA GARIBALDI,COSTA MASNAGA,38.285
MILANO PORTA GARIBALDI,CREMA,53.906
MILANO PORTA GARIBALDI,CREMONA,86.167
MILANO PORTA GARIBALDI,CUCCIAGO,37.011
MILANO PORTA GARIBALDI,DESIO,18.216
MILANO PORTA GARIBALDI,DOMODOSSOLA,123.181
MILANO PORTA GARIBALDI,FAENZA,264.277
MILANO PORTA GARIBALDI,FANO,370.904
MILANO PORTA GARIBALDI,FIDENZA,102.171
MILANO PORTA GARIBALDI,FIRENZE S MARIA NOVELLA,305.609
MILANO PORTA GARIBALDI,FOGGIA,737.083
MILANO PORTA GARIBALDI,FOLIGNO,485.542
MILANO PORTA GARIBALDI,FORNOVO,127.024
MILANO PORTA GARIBALDI,GALLARATE,43.66
MILANO PORTA GARIBALDI,GENOVA BRIGNOLE,142.661
MILANO PORTA GARIBALDI,GENOVA P PRINCIPE,140.21
MILANO PORTA GARIBALDI,GENOVA PIAZZA PRINCIPE,140.322
MILANO PORTA GARIBALDI,GIULIANOVA,526.418
MILANO PORTA GARIBALDI,IMPERIA,237.989
MILANO PORTA GARIBALDI,LA SPEZIA CENTRALE,223.164
MILANO PORTA GARIBALDI,LA SPEZIA MIGLIARINA,221.136
MILANO PORTA GARIBALDI,LAVENO MOMBELLO,73.397
MILANO PORTA GARIBALDI,LECCE,1008.941
MILANO PORTA GARIBALDI,LECCO,46.456
MILANO PORTA GARIBALDI,LECCO MAGGIANICO,46.456
MILANO PORTA GARIBALDI,LISSONE MUGGIO,16.02
MILANO PORTA GARIBALDI,LIVORNO CENTRALE,297.876
MILANO PORTA GARIBALDI,LIVORNO FERRARIS,104.977
MILANO PORTA GARIBALDI,LODI,35.388
MILANO PORTA GARIBALDI,LUINO,88.492
MILANO PORTA GARIBALDI,MAGENTA,29.991
MILANO PORTA GARIBALDI,MALPENSA AEROPORTO T1,50.899
MILANO PORTA GARIBALDI,MALPENSA AEROPORTO T2,49.059
MILANO PORTA GARIBALDI,MALPENSA AEROPORTO TERMINAL 2,49.18
MILANO PORTA GARIBALDI,MANDELLO DEL LARIO,60.9
MILANO PORTA GARIBALDI,MERGOZZO,96.947
MILANO PORTA GARIBALDI,MILANO BOVISA,7.769
MILANO PORTA GARIBALDI,MILANO CENTRALE,2.257
MILANO PORTA GARIBALDI,MILANO CERTOSA,8.066
MILANO PORTA GARIBALDI,MILANO GRECO PIRELLI,3.45
MILANO PORTA GARIBALDI,MILANO LAMBRATE,5.482
MILANO PORTA GARIBALDI,MILANO ROGOREDO,6.968
MILANO PORTA GARIBALDI,MILANO S CRISTOFORO,13.738
MILANO PORTA GARIBALDI,MODENA,177.645
MILANO PORTA GARIBALDI,MOLTENO,40.989
MILANO PORTA GARIBALDI,MONTENERO PETACCIATO,640.712
MILANO PORTA GARIBALDI,MONZA,11.578
MILANO PORTA GARIBALDI,MORBEGNO,103.158
MILANO PORTA GARIBALDI,NAPOLI CENTRALE,774.17
MILANO PORTA GARIBALDI,NOVARA,51.389
MILANO PORTA GARIBALDI,NOVI LIGURE,98.551
MILANO PORTA GARIBALDI,OGGIONO,43.988
MILANO PORTA GARIBALDI,OLMENETA,86.444
MILANO PORTA GARIBALDI,PADERNO ROBBIATE,29.539
MILANO PORTA GARIBALDI,PADOVA,229.028
MILANO PORTA GARIBALDI,PARABIAGO,24.572
MILANO PORTA GARIBALDI,PARMA,124.273
MILANO PORTA GARIBALDI,PAVIA,38.539
MILANO PORTA GARIBALDI,PESARO,358.456
MILANO PORTA GARIBALDI,PESCARA,564.029
MILANO PORTA GARIBALDI,PIACENZA,68.803
MILANO PORTA GARIBALDI,PIADENA,114.07
MILANO PORTA GARIBALDI,PINAROLO PO,56.727
MILANO PORTA GARIBALDI,PINETO ATRI,544.81
MILANO PORTA GARIBALDI,PIOLTELLO LIMITO,12.134
MILANO PORTA GARIBALDI,PISA CENTRALE,279.864
MILANO PORTA GARIBALDI,PONTE S PIETRO,41.338
MILANO PORTA GARIBALDI,PONTREMOLI,182.272
MILANO PORTA GARIBALDI,PORTO CERESIO,73.252
MILANO PORTA GARIBALDI,PREMOSELLO CHIOVENDA,107.666
MILANO PORTA GARIBALDI,REGGIO EMILIA,152.524
MILANO PORTA GARIBALDI,RHO,15.84
MILANO PORTA GARIBALDI,RHO FIERA,12.107
MILANO PORTA GARIBALDI,RIMINI,325.124
MILANO PORTA GARIBALDI,ROMA TERMINI,565.024
MILANO PORTA GARIBALDI,S SEVERO,708.63
MILANO PORTA GARIBALDI,SALERNO,818.931
MILANO PORTA GARIBALDI,SANTHIA,92.892
MILANO PORTA GARIBALDI,SARONNO,25.164
MILANO PORTA GARIBALDI,SENIGALLIA,392.216
MILANO PORTA GARIBALDI,SEREGNO,21.566
MILANO PORTA GARIBALDI,SESTO CALENDE,58.992
MILANO PORTA GARIBALDI,SESTO S GIOVANNI,6.714
MILANO PORTA GARIBALDI,SESTRI LEVANTE,185.462
MILANO PORTA GARIBALDI,SOMMA LOMBARDO,49.478
MILANO PORTA GARIBALDI,SONDRIO,128.032
MILANO PORTA GARIBALDI,SORESINA,71.397
MILANO PORTA GARIBALDI,STABIO,59.995
MILANO PORTA GARIBALDI,STRADELLA,67.885
MILANO PORTA GARIBALDI,STRESA,84.963
MILANO PORTA GARIBALDI,TAGGIA ARMA,254.268
MILANO PORTA GARIBALDI,TARVISIO BOSCOVERDE,471.31
MILANO PORTA GARIBALDI,TERNATE VARANO BORGHI,58.098
MILANO PORTA GARIBALDI,TERNO,37.284
MILANO PORTA GARIBALDI,TIRANO,154.037
MILANO PORTA GARIBALDI,TORINO LINGOTTO,148.406
MILANO PORTA GARIBALDI,TORINO PORTA NUOVA,147.463
MILANO PORTA GARIBALDI,TORINO STURA,135.574
MILANO PORTA GARIBALDI,TORTONA,79.908
MILANO PORTA GARIBALDI,TRECATE,41.94
MILANO PORTA GARIBALDI,TRENTO,232.631
MILANO PORTA GARIBALDI,TREVIGLIO,32.571
MILANO PORTA GARIBALDI,TREVIGLIO OVEST,32.679
MILANO PORTA GARIBALDI,TRIESTE CENTRALE,401.366
MILANO PORTA GARIBALDI,TRIUGGIO PONTE ALBIATE,23.257
MILANO PORTA GARIBALDI,VALMADRERA,52.007
MILANO PORTA GARIBALDI,VARESE,53.524
MILANO PORTA GARIBALDI,VENEZIA MESTRE,257.763
MILANO PORTA GARIBALDI,VENEZIA S LUCIA,265.646
MILANO PORTA GARIBALDI,VENTIMIGLIA,276.984
MILANO PORTA GARIBALDI,VERCELLI,73.335
MILANO PORTA GARIBALDI,VERDELLO DALMINE,42.505
MILANO PORTA GARIBALDI,VERONA PORTA NUOVA,146.987
MILANO PORTA GARIBALDI,VIAREGGIO,258.586
MILANO PORTA GARIBALDI,VILLASANTA,15.557
MILANO PORTA GARIBALDI,VILLASANTA PARCO,15.557
MILANO PORTA GARIBALDI,VITTUONE ARLUNO,24.218
MILANO PORTA GARIBALDI,VOGHERA,63.481
MILANO PORTA VITTORIA,MILANO BOVISA,7.794
MILANO PORTA VITTORIA,NOVARA,52.795
MILANO PORTA VITTORIA,PAVIA,33.046
MILANO PORTA VITTORIA,ROVATO,62.459
MILANO PORTA VITTORIA,VARESE,53.548
MILANO ROGOREDO,ABBIATEGRASSO,30.736
MILANO ROGOREDO,ALASSIO,213.274
MILANO ROGOREDO,ALBAIRATE VERMEZZO,27.383
MILANO ROGOREDO,ALBENGA,206.88
MILANO ROGOREDO,ALESSANDRIA,94.859
MILANO ROGOREDO,ARQUATA SCRIVIA,98.531
MILANO ROGOREDO,ASTI,126.873
MILANO ROGOREDO,BENEVENTO,809.491
MILANO ROGOREDO,BOLOGNA CENTRALE,206.991
MILANO ROGOREDO,BOZZOLO,115.954
MILANO ROGOREDO,CALOLZIOCORTE OLGINATE,46.043
MILANO ROGOREDO,CARNATE USMATE,27.747
MILANO ROGOREDO,CAVA TIGOZZI,74.335
MILANO ROGOREDO,CESANO MADERNO,26.501
MILANO ROGOREDO,CREMONA,79.205
MILANO ROGOREDO,GARBAGNATE MILANESE,22.376
MILANO ROGOREDO,GENOVA BRIGNOLE,135.698
MILANO ROGOREDO,GENOVA P PRINCIPE,133.247
MILANO ROGOREDO,GENOVA PIAZZA PRINCIPE,133.36
MILANO ROGOREDO,LECCE,1001.978
MILANO ROGOREDO,LECCO,50.761
MILANO ROGOREDO,LECCO MAGGIANICO,50.761
MILANO ROGOREDO,LIVORNO CENTRALE,290.913
MILANO ROGOREDO,LODI,28.425
MILANO ROGOREDO,MANTOVA,195.645
MILANO ROGOREDO,MASSA CENTRO,230.513
MILANO ROGOREDO,MEDA,30.224
MILANO ROGOREDO,MELEGNANO,13.638
MILANO ROGOREDO,MILANO AFFORI,14.071
MILANO ROGOREDO,MILANO BOVISA,11.792
MILANO ROGOREDO,MILANO CENTRALE,4.732
MILANO ROGOREDO,MILANO CERTOSA,12.407
MILANO ROGOREDO,MILANO GRECO PIRELLI,7.797
MILANO ROGOREDO,MILANO LAMBRATE,1.854
MILANO ROGOREDO,MILANO LANCETTI,9.933
MILANO ROGOREDO,MILANO PORTA GARIBALDI,6.968
MILANO ROGOREDO,MILANO PORTA VITTORIA,4.003
MILANO ROGOREDO,MILANO S CRISTOFORO,10.279
MILANO ROGOREDO,MONZA,15.883
MILANO ROGOREDO,MORTARA,54.591
MILANO ROGOREDO,NAPOLI CENTRALE,767.207
MILANO ROGOREDO,NOVARA,55.73
MILANO ROGOREDO,NOVI LIGURE,91.588
MILANO ROGOREDO,PALAZZOLO,21.092
MILANO ROGOREDO,PARMA,117.311
MILANO ROGOREDO,PARONA LOMELLINA,48.997
MILANO ROGOREDO,PAVIA,31.577
MILANO ROGOREDO,PESCARA,557.066
MILANO ROGOREDO,PIACENZA,61.84
MILANO ROGOREDO,PIADENA,107.107
MILANO ROGOREDO,PISA CENTRALE,272.901
MILANO ROGOREDO,RIMINI,318.161
MILANO ROGOREDO,ROMA TERMINI,558.061
MILANO ROGOREDO,ROMA TIBURTINA,553.47
MILANO ROGOREDO,SALERNO,811.968
MILANO ROGOREDO,SARONNO,29.187
MILANO ROGOREDO,SARZANA,216.821
MILANO ROGOREDO,SAVONA,169.767
MILANO ROGOREDO,SEREGNO,25.871
MILANO ROGOREDO,SESTO S GIOVANNI,11.019
MILANO ROGOREDO,SEVESO,28.856
MILANO ROGOREDO,SONDRIO,132.337
MILANO ROGOREDO,STRADELLA,60.922
MILANO ROGOREDO,TARANTO,952.725
MILANO ROGOREDO,TAVAZZANO,20.714
MILANO ROGOREDO,TORTONA,72.946
MILANO ROGOREDO,VARESE,57.547
MILANO ROGOREDO,VENEZIA MESTRE,254.581
MILANO ROGOREDO,VIGEVANO,41.352
MILANO ROGOREDO,VOGHERA,56.518
MILANO S CRISTOFORO,ABBIATEGRASSO,20.459
MILANO S CRISTOFORO,ALBAIRATE VERMEZZO,17.107
MILANO S CRISTOFORO,ALESSANDRIA,86.182
MILANO S CRISTOFORO,DESIO,29.291
MILANO S CRISTOFORO,GENOVA BRIGNOLE,140.908
MILANO S CRISTOFORO,MILANO GRECO PIRELLI,14.568
MILANO S CRISTOFORO,MILANO LAMBRATE,8.506
MILANO S CRISTOFORO,MILANO PORTA GARIBALDI,13.738
MILANO S CRISTOFORO,MILANO ROGOREDO,10.279
MILANO S CRISTOFORO,MONZA,22.653
MILANO S CRISTOFORO,MORTARA,44.314
MILANO S CRISTOFORO,PARONA LOMELLINA,38.721
MILANO S CRISTOFORO,SARONNO,33.324
MILANO S CRISTOFORO,SEREGNO,32.641
MILANO S CRISTOFORO,SESTO S GIOVANNI,17.789
MILANO S CRISTOFORO,VALENZA,74.083
MILANO VILLAPIZZONE,VARESE,48.164
MILAZZO,BAGHERIA,351.201
MILAZZO,MESSINA CENTRALE,31.643
MILAZZO,PACE DEL MELA,4.883
MILAZZO,PALERMO AEROPORTO,396.841
MILAZZO,PALERMO CENTRALE,363.493
MILAZZO,PALERMO NOTARBARTOLO,367.369
MILAZZO,PATTI S PIERO PATTI,29.815
MILAZZO,PUNTA RAISI,396.841
MILITELLO,BICOCCA,44.167
MILITELLO,CATANIA CENTRALE,51.608
MINTURNO,AVERSA,56.238
MINTURNO,CAMPOLEONE,104.905
MINTURNO,CISTERNA DI LATINA,88.408
MINTURNO,FONDI SPERLONGA,28.838
MINTURNO,FORMIA GAETA,10.025
MINTURNO,ITRI,15.957
MINTURNO,LATINA,77.393
MINTURNO,MONTE S BIAGIO,35.542
MINTURNO,NAPOLI CENTRALE,75.411
MINTURNO,POMEZIA S PALOMBA,114.501
MINTURNO,PRIVERNO FOSSANOVA,53.018
MINTURNO,ROMA CASILINA,133.316
MINTURNO,ROMA OSTIENSE,139.389
MINTURNO,ROMA TERMINI,138.297
MINTURNO,ROMA TIBURTINA,138.365
MINTURNO,ROMA TUSCOLANA,136.506
MINTURNO,SESSA AURUNCA R,14.719
MINTURNO,SEZZE ROMANO,68.213
MINTURNO,VILLA LITERNO,41.86
MINTURNO SCAURI,CAMPOLEONE,104.905
MINTURNO SCAURI,CISTERNA DI LATINA,88.408
MINTURNO SCAURI,FORMIA GAETA,10.025
MINTURNO SCAURI,MONTE S BIAGIO TERRACINA MARE,35.542
MINTURNO SCAURI,NAPOLI CENTRALE,75.411
MINTURNO SCAURI,POMEZIA S PALOMBA,114.501
MINTURNO SCAURI,PRIVERNO FOSSANOVA,53.018
MINTURNO SCAURI,ROMA TERMINI,138.297
MINTURNO SCAURI,ROMA TIBURTINA,138.365
MINTURNO SCAURI,S MARCELLINO FRIGNANO,51.45
MINTURNO SCAURI,TORRICOLA,126.263
MINUCCIANO PIEVE CASOLA,AULLA LUNIGIANA,24.277
MINUCCIANO PIEVE CASOLA,CASTELNUOVO DI GARFAGNANA,20.965
MINUCCIANO PIEVE CASOLA,DIECIMO PESCAGLIA,49.472
MINUCCIANO PIEVE CASOLA,LUCCA,65.955
MINUCCIANO PIEVE CASOLA,PIAZZA AL SERCHIO,8.44
MINUCCIANO PIEVE CASOLA,PISA CENTRALE,89.075
MINUCCIANO PIEVE CASOLA,RIGOLI,77.663
MINUCCIANO PIEVE CASOLA,S GIULIANO TERME,77.663
MINUCCIANO PIEVE CASOLA,VIAREGGIO,80.297
MIRAMARE,PORTOGRUARO CAORLE,119.123
MODANE,BUSSOLENO,59.7
MODANE,MILANO CENTRALE,246.364
MODANE,NOCERA INFERIORE,995.251
MODANE,SALBERTRAND,35.842
MODANE,TORINO PORTA NUOVA,104.825
MODANE,VENEZIA S LUCIA,509.759
MODENA,ANCONA,240.704
MODENA,BATTIPAGLIA,661.584
MODENA,BOLOGNA CENTRALE,36.669
MODENA,CARPI,15.772
MODENA,CASTELFRANCO D EMILIA,11.915
MODENA,FORMIGINE,11.224
MODENA,GENOVA BRIGNOLE,247.722
MODENA,GENOVA P PRINCIPE,245.271
MODENA,GONZAGA REGGIOLO,34.838
MODENA,MANTOVA,135.005
MODENA,MILANO CENTRALE,175.409
MODENA,MILANO PORTA GARIBALDI,177.645
MODENA,MODENA PIAZZA MANZONI,3.48
MODENA,PARMA,54.602
MODENA,PIACENZA,110.423
MODENA,QUATTRO VILLE,5.583
MODENA,REGGIO EMILIA,25.124
MODENA,ROLO NOVI FABBRICO,27.497
MODENA,ROMA TERMINI,387.739
MODENA,ROMANORE,50.373
MODENA,SASSUOLO,18.089
MODENA,SASSUOLO TERMINAL,19.397
MODENA,SOLIERA MODENESE,8.963
MODENA,SUZZARA,92.125
MODENA,TORINO PORTA NUOVA,296.764
MODENA,VOGHERA,168.541
MODENA PIAZZA MANZONI,MODENA,3.48
MODENA PIAZZA MANZONI,SASSUOLO,14.609
MODICA,AUGUSTA,117.332
MODICA,AVOLA,66.336
MODICA,CALTANISSETTA CENTRALE,201.588
MODICA,CALTANISSETTA XIRBI,208.022
MODICA,CAMPOBELLO RAVANUSA,155.964
MODICA,CANICATTI,172.623
MODICA,CATANIA CENTRALE,173.623
MODICA,COMISO,53.127
MODICA,GELA,90.41
MODICA,ISPICA,38.57
MODICA,NOTO,59.78
MODICA,POZZALLO,30.119
MODICA,PRIOLO MELILLI,103.982
MODICA,RAGUSA,19.775
MODICA,ROSOLINI,44.209
MODICA,SAMPIERI,20.107
MODICA,SCICLI,9.77
MODICA,SIRACUSA,92.269
MODICA,VITTORIA,60.966
