partenza,arrivo,km,origine_stima
FOSSANO,CENTALLO,11.94,adiacenti
FOSSANO,CEVA,38.16,cammino
FOSSANO,CHIVASSO,88.31,cammino
FOSSANO,CUNEO,25.14,cammino
FOSSANO,LIMONE,53.47,cammino
FOSSANO,MONCALIERI,55.43,cammino
FOSSANO,MONDOVI,18.99,adiacenti
FOSSANO,RACCONIGI,25.96,cammino
FOSSANO,ROBILANTE,38.22,cammino
FOSSANO,S GIUSEPPE DI CAIRO,63.51,cammino
FOSSANO,SAVIGLIANO,12.16,adiacenti
FOSSANO,SAVONA,83.8,cammino
FOSSANO,TORINO LINGOTTO,59.12,cammino
FOSSANO,TORINO PORTA NUOVA,63.44,cammino
FOSSANO,TORINO PORTA SUSA,64.97,cammino
FOSSANO,TORINO STURA,71.97,cammino
FOSSANO,TROFARELLO,50.41,cammino
FOSSANO,VENTIMIGLIA,121.04,cammino
FOSSANO,VERNANTE,44.64,cammino
GALLARATE,ALASSIO,273.525,cammino
GALLARATE,ARONA,25.5,cammino
GALLARATE,BOLOGNA CENTRALE,469.309,cammino
GALLARATE,BUSTO ARSIZIO,7.1,adiacenti
GALLARATE,DOMODOSSOLA,81.045,cammino
GALLARATE,GENOVA P PRINCIPE,201.819,cammino
GALLARATE,IMPERIA,291.225,cammino
GALLARATE,MILANO CENTRALE,42.5,cammino
GALLARATE,MILANO LAMBRATE,46.28,cammino
GALLARATE,MILANO PORTA GARIBALDI,38.74,cammino
GALLARATE,MILANO ROGOREDO,52.071,cammino
GALLARATE,PREMOSELLO CHIOVENDA,65.515,cammino
GALLARATE,RHO,58.85,cammino
GALLARATE,SAVONA,230.035,cammino
GALLARATE,VENTIMIGLIA,329.575,cammino
GAVORRANO,FIRENZE S MARIA NOVELLA,197.401,cammino
GAVORRANO,PISA CENTRALE,121.144,cammino
GENOVA BRIGNOLE,ACQUI TERME,105.285,cammino
GENOVA BRIGNOLE,ALASSIO,93.524,cammino
GENOVA BRIGNOLE,ALBENGA,87.384,cammino
GENOVA BRIGNOLE,ALESSANDRIA,71.375,cammino
GENOVA BRIGNOLE,ARQUATA SCRIVIA,38.325,cammino
GENOVA BRIGNOLE,ASTI,105.67,cammino
GENOVA BRIGNOLE,AULLA LUNIGIANA,104.998,cammino
GENOVA BRIGNOLE,BARDONECCHIA,247.66,cammino
GENOVA BRIGNOLE,BOLOGNA CENTRALE,300.841,cammino
GENOVA BRIGNOLE,CAMBIANO SANTENA,145.01,cammino
GENOVA BRIGNOLE,CHIAVARI,35.095,cammino
GENOVA BRIGNOLE,COGOLETO,32.363,cammino
GENOVA BRIGNOLE,CORNIGLIA,74.176,cammino
GENOVA BRIGNOLE,DEIVA MARINA,54.523,cammino
GENOVA BRIGNOLE,FAENZA,337.017,cammino
GENOVA BRIGNOLE,FELIZZANO,85.905,cammino
GENOVA BRIGNOLE,FIDENZA,205.1,cammino
GENOVA BRIGNOLE,GENOVA NERVI,8.217,adiacenti
GENOVA BRIGNOLE,GENOVA P PRINCIPE,2.624,adiacenti
GENOVA BRIGNOLE,GENOVA PIAZZA PRINCIPE,2.54,adiacenti
GENOVA BRIGNOLE,GENOVA SAMPIERDARENA,11.186,cammino
GENOVA BRIGNOLE,GENOVA VOLTRI,22.068,cammino
GENOVA BRIGNOLE,IMOLA,336.239,cammino
GENOVA BRIGNOLE,IMPERIA,111.224,cammino
GENOVA BRIGNOLE,LEVANTO,63.849,cammino
GENOVA BRIGNOLE,LIVORNO CENTRALE,179.167,cammino
GENOVA BRIGNOLE,LOANO,78.374,cammino
GENOVA BRIGNOLE,MILANO CENTRALE,172.526,cammino
GENOVA BRIGNOLE,MILANO LAMBRATE,168.746,cammino
GENOVA BRIGNOLE,MILANO ROGOREDO,162.955,cammino
GENOVA BRIGNOLE,MONTEROSSO,68.175,cammino
GENOVA BRIGNOLE,NOVI LIGURE,49.775,cammino
GENOVA BRIGNOLE,PARMA,203.346,cammino
GENOVA BRIGNOLE,PAVIA,134.35,cammino
GENOVA BRIGNOLE,PIACENZA,224.779,cammino
GENOVA BRIGNOLE,PIETRA LIGURE,75.184,cammino
GENOVA BRIGNOLE,PISA CENTRALE,158.672,cammino
GENOVA BRIGNOLE,PONTREMOLI,124.966,cammino
GENOVA BRIGNOLE,RECCO,17.45,cammino
GENOVA BRIGNOLE,RIMINI,399.075,cammino
GENOVA BRIGNOLE,ROMA OSTIENSE,484.886,cammino
GENOVA BRIGNOLE,ROMA TERMINI,491.999,cammino
GENOVA BRIGNOLE,RONCO SCRIVIA,27.84,cammino
GENOVA BRIGNOLE,SARZANA,99.019,cammino
GENOVA BRIGNOLE,SAVONA,50.034,cammino
GENOVA BRIGNOLE,SESTRI LEVANTE,42.555,cammino
GENOVA BRIGNOLE,TAGGIA ARMA,127.204,cammino
GENOVA BRIGNOLE,TORINO LINGOTTO,157.13,cammino
GENOVA BRIGNOLE,TORINO PORTA NUOVA,161.45,cammino
GENOVA BRIGNOLE,TORTONA,93.29,cammino
GENOVA BRIGNOLE,TROFARELLO,148.42,cammino
GENOVA BRIGNOLE,VENTIMIGLIA,149.574,cammino
GENOVA BRIGNOLE,VOGHERA,109.49,cammino
GENOVA NERVI,COGOLETO,40.58,cammino
GENOVA NERVI,GENOVA BRIGNOLE,8.217,adiacenti
GENOVA NERVI,GENOVA P PRINCIPE,10.841,cammino
GENOVA NERVI,GENOVA PIAZZA PRINCIPE,10.757,cammino
GENOVA NERVI,GENOVA SAMPIERDARENA,19.403,cammino
GENOVA NERVI,GENOVA VOLTRI,30.285,cammino
GENOVA NERVI,ROMA TERMINI,483.782,cammino
GENOVA NERVI,SAVONA,58.251,cammino
GENOVA P PRINCIPE,ACQUI TERME,107.909,cammino
GENOVA P PRINCIPE,ALBENGA,84.76,cammino
GENOVA P PRINCIPE,ALESSANDRIA,73.999,cammino
GENOVA P PRINCIPE,ANCONA,494.737,cammino
GENOVA P PRINCIPE,ARQUATA SCRIVIA,40.949,cammino
GENOVA P PRINCIPE,ASTI,108.294,cammino
GENOVA P PRINCIPE,CHIAVARI,37.719,cammino
GENOVA P PRINCIPE,CIVITAVECCHIA,416.608,cammino
GENOVA P PRINCIPE,FIRENZE S MARIA NOVELLA,238.557,cammino
GENOVA P PRINCIPE,GENOVA BRIGNOLE,2.624,adiacenti
GENOVA P PRINCIPE,GENOVA NERVI,10.841,cammino
GENOVA P PRINCIPE,GENOVA VOLTRI,19.444,cammino
GENOVA P PRINCIPE,GROSSETO,309.486,cammino
GENOVA P PRINCIPE,IMPERIA,108.6,cammino
GENOVA P PRINCIPE,LIVORNO CENTRALE,181.791,cammino
GENOVA P PRINCIPE,MILANO CENTRALE,175.15,cammino
GENOVA P PRINCIPE,MILANO LAMBRATE,171.37,cammino
GENOVA P PRINCIPE,MILANO PORTA GARIBALDI,188.799,cammino
GENOVA P PRINCIPE,MILANO ROGOREDO,165.579,cammino
GENOVA P PRINCIPE,NOVI LIGURE,52.399,cammino
GENOVA P PRINCIPE,PIACENZA,227.403,cammino
GENOVA P PRINCIPE,PIEVE LIGURE,15.088,cammino
GENOVA P PRINCIPE,PISA CENTRALE,161.296,cammino
GENOVA P PRINCIPE,PISA S ROSSORE,159.072,cammino
GENOVA P PRINCIPE,RECCO,20.074,cammino
GENOVA P PRINCIPE,RIMINI,401.699,cammino
GENOVA P PRINCIPE,ROMA OSTIENSE,487.51,cammino
GENOVA P PRINCIPE,ROMA S PIETRO,482.699,cammino
GENOVA P PRINCIPE,ROMA TERMINI,494.623,cammino
GENOVA P PRINCIPE,ROMA TIBURTINA,499.143,cammino
GENOVA P PRINCIPE,ROMA TUSCOLANA,491.195,cammino
GENOVA P PRINCIPE,RONCO SCRIVIA,30.464,cammino
GENOVA P PRINCIPE,SAVONA,47.41,cammino
GENOVA P PRINCIPE,SESTRI LEVANTE,45.179,cammino
GENOVA P PRINCIPE,TAGGIA ARMA,124.58,cammino
GENOVA P PRINCIPE,TORINO LINGOTTO,159.754,cammino
GENOVA P PRINCIPE,TORINO PORTA NUOVA,164.074,cammino
GENOVA P PRINCIPE,TORINO STURA,171.454,cammino
GENOVA P PRINCIPE,TORTONA,95.914,cammino
GENOVA P PRINCIPE,TROFARELLO,151.044,cammino
GENOVA P PRINCIPE,VENTIMIGLIA,146.95,cammino
GENOVA P PRINCIPE,VIAREGGIO,139.055,cammino
GENOVA P PRINCIPE,VOGHERA,112.114,cammino
GENOVA PIAZZA PRINCIPE,ACQUI TERME,102.745,cammino
GENOVA PIAZZA PRINCIPE,ALASSIO,96.064,cammino
GENOVA PIAZZA PRINCIPE,ALBENGA,89.924,cammino
GENOVA PIAZZA PRINCIPE,ALESSANDRIA,68.835,cammino
GENOVA PIAZZA PRINCIPE,ARQUATA SCRIVIA,35.785,cammino
GENOVA PIAZZA PRINCIPE,ASTI,103.13,cammino
GENOVA PIAZZA PRINCIPE,CIVITAVECCHIA,416.524,cammino
GENOVA PIAZZA PRINCIPE,GENOVA BRIGNOLE,2.54,adiacenti
GENOVA PIAZZA PRINCIPE,GENOVA NERVI,10.757,cammino
GENOVA PIAZZA PRINCIPE,GENOVA VOLTRI,24.608,cammino
GENOVA PIAZZA PRINCIPE,GROSSETO,309.402,cammino
GENOVA PIAZZA PRINCIPE,IMPERIA,113.764,cammino
GENOVA PIAZZA PRINCIPE,LIVORNO CENTRALE,181.707,cammino
GENOVA PIAZZA PRINCIPE,MILANO CENTRALE,169.986,cammino
GENOVA PIAZZA PRINCIPE,MILANO LAMBRATE,166.206,cammino
GENOVA PIAZZA PRINCIPE,MILANO PORTA GARIBALDI,183.635,cammino
GENOVA PIAZZA PRINCIPE,MILANO ROGOREDO,160.415,cammino
GENOVA PIAZZA PRINCIPE,NOVI LIGURE,47.235,cammino
GENOVA PIAZZA PRINCIPE,PIACENZA,222.239,cammino
GENOVA PIAZZA PRINCIPE,PIETRA LIGURE,77.724,cammino
GENOVA PIAZZA PRINCIPE,PISA CENTRALE,161.212,cammino
GENOVA PIAZZA PRINCIPE,RECCO,19.99,cammino
GENOVA PIAZZA PRINCIPE,RIMINI,401.615,cammino
GENOVA PIAZZA PRINCIPE,ROMA OSTIENSE,487.426,cammino
GENOVA PIAZZA PRINCIPE,ROMA TERMINI,494.539,cammino
GENOVA PIAZZA PRINCIPE,ROMA TIBURTINA,499.059,cammino
GENOVA PIAZZA PRINCIPE,RONCO SCRIVIA,25.3,adiacenti
GENOVA PIAZZA PRINCIPE,SARZANA,101.559,cammino
GENOVA PIAZZA PRINCIPE,SAVONA,52.574,cammino
GENOVA PIAZZA PRINCIPE,SESTRI LEVANTE,45.095,cammino
GENOVA PIAZZA PRINCIPE,TORINO LINGOTTO,154.59,cammino
GENOVA PIAZZA PRINCIPE,TORINO PORTA NUOVA,158.91,cammino
GENOVA PIAZZA PRINCIPE,TORTONA,90.75,cammino
GENOVA PIAZZA PRINCIPE,VENTIMIGLIA,152.114,cammino
GENOVA PIAZZA PRINCIPE,VIAREGGIO,138.971,cammino
GENOVA PIAZZA PRINCIPE,VOGHERA,106.95,cammino
GENOVA SAMPIERDARENA,ACQUI TERME,107.153,cammino
GENOVA SAMPIERDARENA,ALESSANDRIA,82.561,cammino
GENOVA SAMPIERDARENA,ARQUATA SCRIVIA,49.511,cammino
GENOVA SAMPIERDARENA,ASTI,116.856,cammino
GENOVA SAMPIERDARENA,GENOVA BRIGNOLE,11.186,cammino
GENOVA SAMPIERDARENA,GENOVA NERVI,19.403,cammino
GENOVA SAMPIERDARENA,GENOVA P PRINCIPE,8.562,adiacenti
GENOVA SAMPIERDARENA,MILANO CENTRALE,183.712,cammino
GENOVA SAMPIERDARENA,NOVI LIGURE,60.961,cammino
GENOVA SAMPIERDARENA,RIMINI,410.261,cammino
GENOVA SAMPIERDARENA,SARZANA,110.205,cammino
GENOVA SAMPIERDARENA,SESTRI LEVANTE,53.741,cammino
GENOVA SAMPIERDARENA,TORINO LINGOTTO,168.316,cammino
GENOVA SAMPIERDARENA,TORINO PORTA NUOVA,172.636,cammino
GENOVA VOLTRI,ALBENGA,65.316,cammino
GENOVA VOLTRI,CHIAVARI,57.163,cammino
GENOVA VOLTRI,GENOVA BRIGNOLE,22.068,cammino
GENOVA VOLTRI,GENOVA NERVI,30.285,cammino
GENOVA VOLTRI,GENOVA P PRINCIPE,19.444,cammino
GENOVA VOLTRI,GENOVA PIAZZA PRINCIPE,24.608,cammino
GENOVA VOLTRI,GENOVA SAMPIERDARENA,10.882,cammino
GENOVA VOLTRI,IMPERIA,89.156,cammino
GENOVA VOLTRI,LEVANTO,85.917,cammino
GENOVA VOLTRI,MILANO CENTRALE,194.594,cammino
GENOVA VOLTRI,PIEVE LIGURE,34.532,cammino
GENOVA VOLTRI,RECCO,39.518,cammino
GENOVA VOLTRI,SARZANA,121.087,cammino
GENOVA VOLTRI,SAVONA,27.966,cammino
GENOVA VOLTRI,SESTRI LEVANTE,64.623,cammino
GENOVA VOLTRI,VENTIMIGLIA,127.506,cammino
GENOVA VOLTRI,VEZZANO LIGURE,113.68,cammino
GIAROLE,ALESSANDRIA,20.9,cammino
GOZZANO,NOVARA,35.715,cammino
GRAGNOLA,LUCCA,76.118,cammino
GRAGNOLA,PISA CENTRALE,91.825,cammino
GRANAIOLO,CERTALDO,14.312,cammino
GRANAIOLO,CHIUSI C T,141.867,cammino
GRANAIOLO,EMPOLI,10.593,adiacenti
GRANAIOLO,POGGIBONSI,27.857,cammino
GRANAIOLO,SIENA,52.91,cammino
GRANAROLO,RAVENNA,24.552,cammino
GRAVELLONA TOCE,NOVARA,58.745,cammino
GRIZZANA,BOLOGNA CENTRALE,35.7,cammino
GROSSETO,ALBINIA,31.374,adiacenti
GROSSETO,AREZZO,252.825,cammino
GROSSETO,BOLGHERI,86.147,cammino
GROSSETO,BOLOGNA CENTRALE,282.517,cammino
GROSSETO,BUONCONVENTO,71.932,cammino
GROSSETO,CASCINA,160.729,cammino
GROSSETO,CECINA,94.04,cammino
GROSSETO,CERTALDO,139.275,cammino
GROSSETO,CHIAVARI,271.767,cammino
GROSSETO,CIVITAVECCHIA,107.122,cammino
GROSSETO,EMPOLI,163.639,cammino
GROSSETO,FIRENZE CASTELLO,190.95,cammino
GROSSETO,FIRENZE RIFREDI,191.11,cammino
GROSSETO,FIRENZE S MARIA NOVELLA,193.874,cammino
GROSSETO,FOLLONICA,41.889,adiacenti
GROSSETO,GAVORRANO,27.047,adiacenti
GROSSETO,GENOVA P PRINCIPE,309.486,cammino
GROSSETO,GENOVA PIAZZA PRINCIPE,309.402,cammino
GROSSETO,GRANAIOLO,153.587,cammino
GROSSETO,LIVORNO CENTRALE,127.695,cammino
GROSSETO,MILANO CENTRALE,432.831,cammino
GROSSETO,MONTE ANTICO,44.828,cammino
GROSSETO,MONTEPESCALI,11.76,adiacenti
GROSSETO,ORBETELLO,37.903,cammino
GROSSETO,P M BADESSE,108.533,cammino
GROSSETO,PISA CENTRALE,148.19,cammino
GROSSETO,POGGIBONSI,125.73,cammino
GROSSETO,PONTASSIEVE,211.606,cammino
GROSSETO,PONTE A ELSA,159.427,cammino
GROSSETO,ROCCASTRADA,28.603,cammino
GROSSETO,ROMA OSTIENSE,178.024,cammino
GROSSETO,ROMA S PIETRO,173.213,cammino
GROSSETO,ROMA TERMINI,185.137,cammino
GROSSETO,ROMA TUSCOLANA,181.709,cammino
GROSSETO,ROSIGNANO,104.672,cammino
GROSSETO,S VINCENZO,69.676,cammino
GROSSETO,SCARLINO,35.025,cammino
GROSSETO,SESTRI LEVANTE,264.307,cammino
GROSSETO,SIENA,100.677,cammino
GROSSETO,VADA,99.957,cammino
GROSSETO,VENTIMIGLIA,456.436,cammino
GROSSETO,VEZZANO LIGURE,215.256,cammino
IGEA MARINA,BOLOGNA CENTRALE,123.148,cammino
IGEA MARINA,IMOLA,87.769,cammino
IGEA MARINA,MILANO CENTRALE,535.706,cammino
IGEA MARINA,RAVENNA,39.249,cammino
IMOLA,ANCONA,170.145,cammino
IMOLA,BOLOGNA CENTRALE,35.398,adiacenti
IMOLA,CASTELBOLOGNESE,7.806,adiacenti
IMOLA,CESENA,48.662,cammino
IMOLA,FAENZA,15.049,cammino
IMOLA,FIDENZA,355.698,cammino
IMOLA,FORLI,30.777,cammino
IMOLA,MILANO CENTRALE,462.207,cammino
IMOLA,MILANO LAMBRATE,458.427,cammino
IMOLA,MILANO PORTA GARIBALDI,483.687,cammino
IMOLA,PARMA,353.944,cammino
IMOLA,PESARO,110.507,cammino
IMOLA,PIACENZA,390.812,cammino
IMOLA,RAVENNA,48.522,cammino
IMOLA,RIMINI,77.107,cammino
IMOLA,RIMINI VISERBA,81.351,cammino
IMPERIA,GALLARATE,291.225,cammino
IMPERIA,GENOVA BRIGNOLE,111.224,cammino
IMPERIA,GENOVA P PRINCIPE,108.6,cammino
IMPERIA,GENOVA VOLTRI,89.156,cammino
IMPERIA,MILANO CENTRALE,264.556,cammino
IMPERIA,MILANO ROGOREDO,254.985,cammino
IMPERIA,ROMA TERMINI,603.223,cammino
IMPERIA,SAVONA,61.19,cammino
IMPERIA,TORINO PORTA NUOVA,208.43,cammino
IMPERIA,VENTIMIGLIA,38.35,cammino
IMPERIA,VOGHERA,201.52,cammino
INCISA,AREZZO,48.187,cammino
INCISA,FIRENZE S MARIA NOVELLA,34.178,cammino
INCISA,FOLIGNO,165.131,cammino
INCISA,PISTOIA,65.605,cammino
INCISA,PRATO CENTRALE,48.546,cammino
IVREA,CALUSO,18.54,cammino
IVREA,CANDIA CANAVESE,15.04,adiacenti
IVREA,CHIVASSO,32.46,adiacenti
IVREA,LIVORNO FERRARIS,50.61,cammino
IVREA,MONTANARO,27.24,cammino
IVREA,NOVARA,104.15,cammino
IVREA,RODALLO,21.87,cammino
IVREA,SANTHIA,63.14,cammino
IVREA,STRAMBINO,9.08,adiacenti
IVREA,TORINO LINGOTTO,61.65,cammino
IVREA,TORINO PORTA NUOVA,60.84,cammino
IVREA,TORINO PORTA SUSA,55.8,cammino
IVREA,TORINO STURA,48.8,cammino
IVREA,VERCELLI,82.26,cammino
LEVANTO,COGOLETO,96.212,cammino
LEVANTO,CORNIGLIA,10.327,adiacenti
LEVANTO,GENOVA BRIGNOLE,63.849,cammino
LEVANTO,GENOVA VOLTRI,85.917,cammino
LEVANTO,MILANO CENTRALE,236.375,cammino
LEVANTO,MONTEROSSO,4.326,adiacenti
LEVANTO,PISA CENTRALE,94.823,cammino
LEVANTO,SARZANA,35.17,cammino
LEVANTO,SAVONA,113.883,cammino
LEVANTO,SESTRI LEVANTE,21.295,adiacenti
LEVANTO,VEZZANO LIGURE,27.763,cammino
LIMONE,CUNEO,28.33,adiacenti
LIMONE,FOSSANO,53.47,cammino
LIVORNO CENTRALE,ARQUATA SCRIVIA,217.492,cammino
LIVORNO CENTRALE,CASCINA,33.034,cammino
LIVORNO CENTRALE,CECINA,33.656,adiacenti
LIVORNO CENTRALE,EMPOLI,67.521,cammino
LIVORNO CENTRALE,FIDENZA,198.627,cammino
LIVORNO CENTRALE,FIRENZE RIFREDI,94.992,cammino
LIVORNO CENTRALE,FIRENZE S MARIA NOVELLA,97.756,cammino
LIVORNO CENTRALE,FOLLONICA,85.806,cammino
LIVORNO CENTRALE,FORNOVO,173.91,cammino
LIVORNO CENTRALE,GENOVA BRIGNOLE,179.167,cammino
LIVORNO CENTRALE,GENOVA P PRINCIPE,181.791,cammino
LIVORNO CENTRALE,GENOVA PIAZZA PRINCIPE,181.707,cammino
LIVORNO CENTRALE,GROSSETO,127.695,cammino
LIVORNO CENTRALE,LUCCA,43.628,cammino
LIVORNO CENTRALE,MASSA CENTRO,62.93,cammino
LIVORNO CENTRALE,MILANO CENTRALE,305.136,cammino
LIVORNO CENTRALE,MILANO LAMBRATE,301.356,cammino
LIVORNO CENTRALE,MILANO PORTA GARIBALDI,326.616,cammino
LIVORNO CENTRALE,MILANO ROGOREDO,295.565,cammino
LIVORNO CENTRALE,NAVACCHIO,28.17,cammino
LIVORNO CENTRALE,ORBETELLO,165.598,cammino
LIVORNO CENTRALE,PAVIA,313.517,cammino
LIVORNO CENTRALE,PIACENZA,233.741,cammino
LIVORNO CENTRALE,PIOMBINO,80.82,cammino
LIVORNO CENTRALE,PISA CENTRALE,20.495,adiacenti
LIVORNO CENTRALE,PONTREMOLI,118.493,cammino
LIVORNO CENTRALE,RECCO,161.717,cammino
LIVORNO CENTRALE,ROMA TERMINI,312.832,cammino
LIVORNO CENTRALE,ROMA TUSCOLANA,309.404,cammino
LIVORNO CENTRALE,ROSIGNANO,23.024,adiacenti
LIVORNO CENTRALE,S GIULIANO TERME,28.793,cammino
LIVORNO CENTRALE,S VINCENZO,58.019,cammino
LIVORNO CENTRALE,SARZANA,80.149,cammino
LIVORNO CENTRALE,SCARLINO,92.671,cammino
LIVORNO CENTRALE,SESTRI LEVANTE,136.612,cammino
LIVORNO CENTRALE,TORINO LINGOTTO,336.297,cammino
LIVORNO CENTRALE,TORTONA,272.457,cammino
LIVORNO CENTRALE,VADA,27.738,cammino
LIVORNO CENTRALE,VEZZANO LIGURE,87.561,cammino
LIVORNO CENTRALE,VIAREGGIO,42.737,cammino
LIVORNO CENTRALE,VOGHERA,288.657,cammino
LIVORNO FERRARIS,CHIVASSO,18.15,cammino
LIVORNO FERRARIS,IVREA,50.61,cammino
LIVORNO FERRARIS,MILANO CENTRALE,105.52,cammino
LIVORNO FERRARIS,NOVARA,53.54,cammino
LIVORNO FERRARIS,SANTHIA,12.53,adiacenti
LOANO,GENOVA BRIGNOLE,78.374,cammino
LOANO,MILANO CENTRALE,231.706,cammino
LOANO,TORINO PORTA NUOVA,175.58,cammino
LOANO,VENTIMIGLIA,71.2,cammino
LODI,BOLOGNA CENTRALE,391.263,cammino
LODI,CASALPUSTERLENGO,18.863,adiacenti
LODI,MELEGNANO,15.218,adiacenti
LODI,MILANO CENTRALE,35.546,cammino
LODI,MILANO LAMBRATE,31.766,cammino
LODI,MILANO ROGOREDO,25.975,adiacenti
LODI,PIACENZA,35.849,adiacenti
LODI,RIMINI,489.498,cammino
LUCCA,ALTOPASCIO,13.983,adiacenti
LUCCA,AULLA LUNIGIANA,78.816,cammino
LUCCA,BAGNI DI LUCCA,23.307,cammino
LUCCA,BORGO A BUGGIANO,26.771,cammino
LUCCA,FIRENZE CASTELLO,71.865,cammino
LUCCA,FIRENZE RIFREDI,74.483,cammino
LUCCA,FIRENZE S MARIA NOVELLA,77.247,cammino
LUCCA,FORNACI DI BARGA,31.852,cammino
LUCCA,GRAGNOLA,76.118,cammino
LUCCA,LIVORNO CENTRALE,43.628,cammino
LUCCA,NAVACCHIO,30.808,cammino
LUCCA,PESCIA,23.115,adiacenti
LUCCA,PISA CENTRALE,23.133,cammino
LUCCA,PISA S ROSSORE,20.909,cammino
LUCCA,PISTOIA,43.781,adiacenti
LUCCA,PORCARI,9.124,adiacenti
LUCCA,PRATO CENTRALE,60.84,cammino
LUCCA,RIGOLI,11.708,adiacenti
LUCCA,S GIULIANO TERME,14.835,adiacenti
LUCCA,S PIETRO A VICO,5.234,adiacenti
LUCCA,SARZANA,60.44,cammino
LUCCA,VIAREGGIO,40.927,adiacenti
MACCARESE FREGENE,CIVITAVECCHIA,46.533,cammino
MACCARESE FREGENE,PISA CENTRALE,301.845,cammino
MACCARESE FREGENE,ROMA OSTIENSE,24.369,cammino
MACCARESE FREGENE,ROMA TERMINI,31.482,cammino
MACCARESE FREGENE,ROMA TIBURTINA,36.002,cammino
MACCARESE FREGENE,ROMA TUSCOLANA,28.054,cammino
MADDALENE,FOSSANO,6.76,adiacenti
MAGENTA,MILANO CENTRALE,30.5,cammino
MAGENTA,MILANO PORTA GARIBALDI,26.74,cammino
MAGENTA,NOVARA,21.48,adiacenti
MAGENTA,RHO,14.15,adiacenti
MAGENTA,TORINO LINGOTTO,122.36,cammino
MAGENTA,TORINO PORTA NUOVA,121.55,cammino
MAGIONE,FOLIGNO,60.964,cammino
MAGIONE,PERUGIA,21.325,cammino
MANERBIO,BRESCIA,21.978,adiacenti
MANERBIO,CREMONA,28.228,cammino
MAROTTA MONDOLFO,ANCONA,34.906,cammino
MAROTTA MONDOLFO,PIACENZA,511.781,cammino
MAROTTA MONDOLFO,RIMINI,58.132,cammino
MARRADI,BOLOGNA CENTRALE,84.792,cammino
MARRADI,FAENZA,34.345,cammino
MARRADI,FIESOLE CALDINE,58.146,cammino
MARRADI,FIRENZE S MARIA NOVELLA,66.739,cammino
MARRADI,MONTORSOLI,52.366,cammino
MARRADI,PISTOIA,100.205,cammino
MARRADI,RIMINI,96.403,cammino
MARRADI,RONTA,23.293,adiacenti
MASSA CENTRO,FIRENZE S MARIA NOVELLA,119.696,cammino
MASSA CENTRO,MILANO CENTRALE,242.206,cammino
MASSA CENTRO,MILANO PORTA GARIBALDI,263.686,cammino
MASSA CENTRO,PISA CENTRALE,42.435,cammino
MASSA CENTRO,PONTREMOLI,55.563,cammino
MASSA CENTRO,SARZANA,17.219,cammino
MELEGNANO,LODI,15.218,adiacenti
MELEGNANO,MILANO CENTRALE,20.341,cammino
MELEGNANO,MILANO ROGOREDO,10.77,adiacenti
MILANO CENTRALE,ALASSIO,246.856,cammino
MILANO CENTRALE,ALBENGA,240.716,cammino
MILANO CENTRALE,ALBINIA,464.205,cammino
MILANO CENTRALE,ALESSANDRIA,101.151,cammino
MILANO CENTRALE,ANCONA,618.082,cammino
MILANO CENTRALE,ARONA,68.0,cammino
MILANO CENTRALE,ARQUATA SCRIVIA,134.201,cammino
MILANO CENTRALE,ASTI,135.446,cammino
MILANO CENTRALE,AULLA LUNIGIANA,206.611,cammino
MILANO CENTRALE,BERCETO,153.308,cammino
MILANO CENTRALE,BERGAMO,239.295,cammino
MILANO CENTRALE,BOLOGNA CENTRALE,426.809,cammino
MILANO CENTRALE,BRESCIA,190.596,cammino
MILANO CENTRALE,BUSTO ARSIZIO,35.4,cammino
MILANO CENTRALE,CARRARA AVENZA,235.477,cammino
MILANO CENTRALE,CASALPUSTERLENGO,54.409,cammino
MILANO CENTRALE,CECINA,338.791,cammino
MILANO CENTRALE,CESENA,496.599,cammino
MILANO CENTRALE,CESENATICO,525.081,cammino
MILANO CENTRALE,CHIAVARI,207.621,cammino
MILANO CENTRALE,CHIUSI C T,483.586,cammino
MILANO CENTRALE,CHIVASSO,123.67,cammino
MILANO CENTRALE,CIVITAVECCHIA,539.953,cammino
MILANO CENTRALE,CODOGNO,59.266,cammino
MILANO CENTRALE,COGOLETO,204.889,cammino
MILANO CENTRALE,CREMONA,140.39,cammino
MILANO CENTRALE,DOMODOSSOLA,123.545,cammino
MILANO CENTRALE,EMPOLI,331.667,cammino
MILANO CENTRALE,FAENZA,462.986,cammino
MILANO CENTRALE,FANO,570.926,cammino
MILANO CENTRALE,FIDENZA,106.509,cammino
MILANO CENTRALE,FIORENZUOLA,93.034,cammino
MILANO CENTRALE,FIRENZE RIFREDI,359.138,cammino
MILANO CENTRALE,FIRENZE S MARIA NOVELLA,361.902,cammino
MILANO CENTRALE,FOLIGNO,550.446,cammino
MILANO CENTRALE,FOLLONICA,390.942,cammino
MILANO CENTRALE,FORLI,478.714,cammino
MILANO CENTRALE,FORNOVO,131.226,cammino
MILANO CENTRALE,GALLARATE,42.5,cammino
MILANO CENTRALE,GENOVA BRIGNOLE,172.526,cammino
MILANO CENTRALE,GENOVA NERVI,180.743,cammino
MILANO CENTRALE,GENOVA P PRINCIPE,175.15,cammino
MILANO CENTRALE,GENOVA PIAZZA PRINCIPE,169.986,cammino
MILANO CENTRALE,GENOVA SAMPIERDARENA,183.712,cammino
MILANO CENTRALE,GENOVA VOLTRI,194.594,cammino
MILANO CENTRALE,GROSSETO,432.831,cammino
MILANO CENTRALE,IGEA MARINA,535.706,cammino
