partenza,arrivo,km
NOVARA,RHO,35.631
NOVARA,RODALLO,82.279
NOVARA,ROMAGNANO SESIA,29.004
NOVARA,ROVASENDA,27.537
NOVARA,SANTHIA,41.007
NOVARA,STRAMBINO,95.072
NOVARA,TORINO LINGOTTO,100.871
NOVARA,TORINO PORTA NUOVA,100.056
NOVARA,TORINO STURA,88.029
NOVARA,TORREBERETTI,46.41
NOVARA,TRECATE,9.524
NOVARA,TREVIGLIO,81.683
NOVARA,VALENZA,52.636
NOVARA,VENEZIA MESTRE,305.285
NOVARA,VERCELLI,21.886
NOVARA,VESPOLATE,12.032
NOVARA,VIGNALE,3.275
NOVARA,VILLADOSSOLA,83.075
NOVARA,VITTUONE ARLUNO,27.266
NOVARA MONTALBANO FURNARI,MESSINA CENTRALE,46.858
NOVARA NORD,BUSTO ARSIZIO NORD,25.562
NOVARA NORD,CASTANO PRIMO,16.895
NOVARA NORD,CESATE,44.768
NOVARA NORD,MILANO CADORNA,53.452
NOVARA NORD,MILANO QUARTO OGGIARO,51.461
NOVARA NORD,NOVATE MILANESE,53.014
NOVARA NORD,RESCALDINA,33.323
NOVARA NORD,SACCONAGO,22.797
NOVARA NORD,SARONNO,40.019
NOVATE MEZZOLA,CHIAVENNA,13.687
NOVATE MEZZOLA,COLICO,12.595
NOVATE MILANESE,COMO LAGO,37.926
NOVATE MILANESE,MALPENSA AEROPORTO T1,40.298
NOVATE MILANESE,MALPENSA AEROPORTO T2,43.763
NOVATE MILANESE,MILANO BOVISA,3.997
NOVATE MILANESE,MILANO CADORNA,8.162
NOVATE MILANESE,PAVIA,44.175
NOVATE MILANESE,SARONNO,12.995
NOVELLARA,GUASTALLA,10.541
NOVELLARA,REGGIO EMILIA,18.032
NOVI LIGURE,ALESSANDRIA,21.607
NOVI LIGURE,ARQUATA SCRIVIA,11.449
NOVI LIGURE,ASTI,55.903
NOVI LIGURE,BARDONECCHIA,194.466
NOVI LIGURE,GENOVA BOLZANETO,41.668
NOVI LIGURE,GENOVA BRIGNOLE,49.875
NOVI LIGURE,GENOVA PIAZZA PRINCIPE,47.236
NOVI LIGURE,GENOVA RIVAROLO,44.447
NOVI LIGURE,GENOVA SAMPIERDARENA,46.06
NOVI LIGURE,ISOLA DEL CANTONE,21.522
NOVI LIGURE,MILANO CENTRALE,97.61
NOVI LIGURE,MILANO CERTOSA,101.27
NOVI LIGURE,MILANO GRECO PIRELLI,97.692
NOVI LIGURE,MILANO LAMBRATE,93.812
NOVI LIGURE,MILANO PORTA GARIBALDI,99.5
NOVI LIGURE,MILANO ROGOREDO,88.024
NOVI LIGURE,PAVIA,59.421
NOVI LIGURE,RONCO SCRIVIA,21.933
NOVI LIGURE,TORINO PORTA NUOVA,111.682
NOVI LIGURE,TORTONA,18.359
NOVI LIGURE,TROFARELLO,98.652
NOVI LIGURE,VOGHERA,34.562
ODERZO,TREVISO CENTRALE,25.47
OFFIDA CASTEL LAMA,ANCONA,105.091
OFFIDA CASTEL LAMA,ASCOLI PICENO,11.984
OFFIDA CASTEL LAMA,S BENEDETTO DEL TRONTO,20.598
OGGIONO,MILANO PORTA GARIBALDI,44.788
OGGIONO,MONZA,32.213
OLBIA,BERCHIDDA,38.51
OLBIA,BONORVA,104.457
OLBIA,CAGLIARI,276.504
OLBIA,DECIMOMANNU,260.263
OLBIA,ENAS,9.978
OLBIA,GOLFO ARANCI,21.264
OLBIA,MACOMER,123.767
OLBIA,MONTI TELTI,22.176
OLBIA,OLBIA TERRANOVA,0.4
OLBIA,ORISTANO,183.474
OLBIA,OSCHIRI,48.508
OLBIA,OZIERI CHILIVANI,70.506
OLBIA,S GAVINO,226.883
OLBIA,SASSARI,117.094
OLBIA,TORRALBA,91.601
OLBIA TERRANOVA,BONORVA,104.057
OLBIA TERRANOVA,CAGLIARI,276.104
OLBIA TERRANOVA,DECIMOMANNU,259.863
OLBIA TERRANOVA,ENAS,9.578
OLBIA TERRANOVA,MACOMER,123.367
OLBIA TERRANOVA,ORISTANO,183.074
OLBIA TERRANOVA,OZIERI CHILIVANI,70.106
OLBIA TERRANOVA,SASSARI,116.694
OLEGGIO,ARONA,19.153
OLEGGIO,NOVARA,16.588
OLIVERI TINDARI,MESSINA CENTRALE,54.24
OLMENETA,BERGAMO,75.627
OLMENETA,BRESCIA,39.365
OLMENETA,CASALETTO VAPRIO,39.014
OLMENETA,CREMA,32.06
OLMENETA,CREMONA,10.831
OLMENETA,MANERBIO,17.386
OLMENETA,MILANO CERTOSA,91.974
OLMENETA,MILANO PORTA GARIBALDI,88.69
OLMENETA,S ZENO FOLZANO,33.704
OLMENETA,TREVIGLIO,53.745
OMEGNA,DOMODOSSOLA,35.528
OMEGNA,NOVARA,52.406
ORA,FIRENZE CAMPO MARTE,334.129
ORBETELLO MONTE ARGENTARIO,ALBINIA,6.498
ORBETELLO MONTE ARGENTARIO,CAMPIGLIA MARITTIMA,96.829
ORBETELLO MONTE ARGENTARIO,CECINA,131.669
ORBETELLO MONTE ARGENTARIO,GROSSETO,37.721
ORBETELLO MONTE ARGENTARIO,LIVORNO CENTRALE,165.362
ORBETELLO MONTE ARGENTARIO,PISA CENTRALE,182.485
ORBETELLO MONTE ARGENTARIO,ROMA TERMINI,146.806
ORBETELLO MONTE ARGENTARIO,S VINCENZO,107.43
ORIA,TARANTO,38.989
ORIOLO,ROMA OSTIENSE,54.082
ORIOLO,ROMA TIBURTINA,61.449
ORISTANO,CAGLIARI,93.03
ORISTANO,CAGLIARI ELMAS,85.102
ORISTANO,DECIMOMANNU,76.789
ORISTANO,MARRUBIU TERRALBA ARBOREA,17.268
ORISTANO,OLBIA,183.474
ORISTANO,PORTO TORRES MARITTIMA,176.835
ORISTANO,S GAVINO,43.409
ORISTANO,SAMASSI SERRENTI,55.816
ORISTANO,SASSARI,157.493
ORISTANO,SERRAMANNA NURAMINIS,62.321
ORISTANO,URAS MOGORO,25.599
ORTA MIASINO,NOVARA,42.905
ORTANOVA,BARI CENTRALE,102.955
ORTE,ANCONA,210.069
ORTE,AREZZO,131.804
ORTE,ATTIGLIANO BOMARZO,13.59
ORTE,CASTELPLANIO CUPRAMONTANA,168.6
ORTE,CHIUSI CHIANCIANO TERME,76.229
ORTE,CIVITA CASTELLANA MAGLIANO,30.03
ORTE,CONTIGLIANO,59.797
ORTE,FABRO FICULLE,63.689
ORTE,FARA SABINA MONTELIBRETTI,62.637
ORTE,FIGLINE VALDARNO,169.377
ORTE,FIRENZE CAMPO MARTE,190.159
ORTE,FIRENZE S MARIA NOVELLA,194.124
ORTE,FIUMICINO AEROPORTO,108.977
ORTE,FOLIGNO,81.876
ORTE,GALLESE IN TEVERINA,25.93
ORTE,GROTTE S STEFANO,29.889
ORTE,LORETO,233.571
ORTE,MILANO CENTRALE,498.404
ORTE,MONTEROTONDO MENTANA,74.185
ORTE,NUOVO SALARIO,71.467
ORTE,ORVIETO,41.249
ORTE,PERUGIA,121.456
ORTE,POGGIO MIRTETO,51.246
ORTE,PONTE GALERIA,99.791
ORTE,RIETI,68.405
ORTE,ROMA OSTIENSE,84.263
ORTE,ROMA TERMINI,81.401
ORTE,ROMA TIBURTINA,76.896
ORTE,ROMA TUSCOLANA,80.653
ORTE,SIPICCIANO,18.998
ORTE,SPOLETO,56.756
ORTE,STIMIGLIANO,42.983
ORTE,TARVISIO BOSCOVERDE,648.719
ORTE,TERNI,27.526
ORTE,TERONTOLA CORTONA,104.758
ORTE,TRIESTE CENTRALE,592.388
ORTE,VITERBO PORTA FIORENTINA,52.652
ORTONA,PESCARA,21.914
ORTONA,TERMOLI,67.554
ORTONA,VASTO S SALVO,44.522
ORVIETO,FIRENZE S MARIA NOVELLA,153.002
ORVIETO,FOLIGNO,123.125
ORVIETO,MAGIONE,84.957
ORVIETO,ORTE,41.249
ORVIETO,PERUGIA,106.256
ORVIETO,ROMA TERMINI,108.0
ORVIETO,TERNI,68.775
OSOPPO,PORDENONE,81.745
OSOPPO,SACILE,94.584
OSOPPO,TRIESTE CENTRALE,104.98
OSPEDALETTO LODIGIANO,BELGIOIOSO,20.447
OSPEDALETTO LODIGIANO,CREMONA,38.928
OSPEDALETTO LODIGIANO,PAVIA,34.88
OSPITALETTO TRAVAGLIATO,BERGAMO,37.538
OSPITALETTO TRAVAGLIATO,BRESCIA,11.189
OSPITALETTO TRAVAGLIATO,MILANO GRECO PIRELLI,71.647
OSTIA PARMENSE,LA SPEZIA CENTRALE,65.935
OSTIA PARMENSE,PARMA,53.496
OSTUNI,BARI CENTRALE,74.278
OSTUNI,BOLOGNA CENTRALE,720.391
OULX CESANA CLAVIERE SESTRIERE,TORINO PORTA NUOVA,75.116
OVADA,ACQUI TERME,14.843
OVADA,GENOVA BRIGNOLE,45.656
OZIERI CHILIVANI,CAGLIARI,205.998
OZIERI CHILIVANI,OLBIA,70.506
OZIERI CHILIVANI,OLBIA TERRANOVA,70.106
OZIERI CHILIVANI,ORISTANO,112.968
OZIERI CHILIVANI,PLOAGHE,19.541
OZIERI CHILIVANI,PORTO TORRES MARITTIMA,65.93
OZIERI CHILIVANI,SASSARI,46.588
OZIERI CHILIVANI,SCALA GIOCCA,32.76
PABILLONIS,CAGLIARI,57.556
PACECO,CASTELVETRANO,69.777
PACECO,PIRAINETO,157.946
PADERNO ROBBIATE,CARNATE USMATE,6.074
PADERNO ROBBIATE,MILANO CENTRALE,29.819
PADERNO ROBBIATE,MILANO CERTOSA,33.476
PADERNO ROBBIATE,MILANO GRECO PIRELLI,26.468
PADERNO ROBBIATE,MILANO PORTA GARIBALDI,30.452
PADERNO ROBBIATE,MONZA,17.877
PADERNO ROBBIATE,PONTE S PIETRO,11.846
PADERNO ROBBIATE,SESTO S GIOVANNI,22.757
PADIGLIONE,APRILIA,8.852
PADIGLIONE,CAMPO CARNE,4.309
PADIGLIONE,CAMPOLEONE,14.929
PADIGLIONE,ROMA TERMINI,48.429
PADIGLIONE,ROMA TIBURTINA,48.481
PADOVA,ALANO FENER VALDOBBIADENE,63.891
PADOVA,BASSANO DEL GRAPPA,47.294
PADOVA,BELLUNO,111.58
PADOVA,BOLOGNA CENTRALE,122.575
PADOVA,BRESCIA,145.404
PADOVA,BUSCHE LENTIAI MEL,88.126
PADOVA,CALALZO PIEVE CADORE CORTINA,151.426
PADOVA,CAMPOSAMPIERO,18.179
PADOVA,CASTELFRANCO VENETO,30.236
PADOVA,CITTADELLA,32.676
PADOVA,DOLO,15.489
PADOVA,DOMODOSSOLA,348.452
PADOVA,FANZOLO,36.933
PADOVA,FELTRE,81.047
PADOVA,FERRARA,75.745
PADOVA,GRISIGNANO ZOCCO,15.34
PADOVA,ISTRANA,43.439
PADOVA,LA SPEZIA CENTRALE,288.771
PADOVA,LEGNAGO,60.749
PADOVA,LIVORNO CENTRALE,301.897
PADOVA,MANTOVA,106.64
PADOVA,MILANO CENTRALE,228.158
PADOVA,MILANO LAMBRATE,224.36
PADOVA,MILANO PORTA GARIBALDI,230.048
PADOVA,MONSELICE,22.802
PADOVA,MONTAGNANA,47.016
PADOVA,MONTEBELLUNA,46.551
PADOVA,NAPOLI CENTRALE,682.178
PADOVA,QUERO VAS,69.395
PADOVA,ROMA TERMINI,472.727
PADOVA,ROVIGO,43.749
PADOVA,S GIUSTINA CESIO,95.247
PADOVA,S PIETRO IN CASALE,98.696
PADOVA,SALERNO,726.694
PADOVA,SALETTO,41.049
PADOVA,SEDICO BRIBANO,99.512
PADOVA,TORINO PORTA NUOVA,373.144
PADOVA,TORTONA,274.448
PADOVA,TREVISO CENTRALE,48.288
PADOVA,VENEZIA MESTRE,28.499
PADOVA,VENEZIA S LUCIA,36.933
PADOVA,VENTIMIGLIA,471.185
PADOVA,VERONA PORTA NUOVA,81.87
PADOVA,VICENZA,30.27
PADOVA,VIGODARZERE,4.952
PAESTUM,NAPOLI CENTRALE,92.311
PAESTUM,PARMA,735.845
PAGANICA,SULMONA,52.71
PALAZZO REALE ORLEANS,PALERMO AEROPORTO,31.911
PALAZZOLO DELLO STELLA,TRIESTE CENTRALE,64.405
PALAZZOLO DELLO STELLA,UDINE,46.555
PALAZZOLO MILANESE,MILANO AFFORI,7.025
PALAZZOLO MILANESE,MILANO BOVISA,9.302
PALAZZOLO MILANESE,MILANO CADORNA,13.467
PALAZZOLO MILANESE,MILANO ROGOREDO,20.877
PALAZZOLO MILANESE,PADERNO DUGNANO,1.854
PALAZZOLO SULL OGLIO,BERGAMO,21.59
PALAZZOLO SULL OGLIO,BRESCIA,27.137
PALAZZOLO SULL OGLIO,MILANO CENTRALE,70.997
PALAZZOLO SULL OGLIO,PISA CENTRALE,289.024
PALAZZOLO SULL OGLIO,ROMA TERMINI,551.933
PALERMO AEROPORTO,ACQUAVIVA CASTELTERMINI,131.15
PALERMO AEROPORTO,AGRIGENTO CENTRALE,169.091
PALERMO AEROPORTO,ALTAVILLA MILICIA,53.415
PALERMO AEROPORTO,ARAGONA CALDARE,156.477
PALERMO AEROPORTO,BAGHERIA,46.253
PALERMO AEROPORTO,CAMMARATA S GIOVANNI GEMINI,120.627
PALERMO AEROPORTO,CAMPOFELICE,85.84
PALERMO AEROPORTO,CAMPOFRANCO,138.735
PALERMO AEROPORTO,CARINI,9.085
PALERMO AEROPORTO,CEFALU,99.249
PALERMO AEROPORTO,ISOLA DELLE FEMMINE,17.017
PALERMO AEROPORTO,MESSINA CENTRALE,256.219
PALERMO AEROPORTO,MILAZZO,224.641
PALERMO AEROPORTO,MONTEMAGGIORE BELSITO,93.57
PALERMO AEROPORTO,PALERMO BRANCACCIO,35.95
PALERMO AEROPORTO,PALERMO CENTRALE,35.674
PALERMO AEROPORTO,PALERMO NOTARBARTOLO,29.123
PALERMO AEROPORTO,ROCCAPALUMBA ALIA,102.221
PALERMO AEROPORTO,TERMINI IMERESE,69.462
PALERMO BRANCACCIO,PALERMO AEROPORTO,35.95
PALERMO BRANCACCIO,TERMINI IMERESE,33.512
PALERMO CENTRALE,ACQUEDOLCI S FRATELLO,119.676
PALERMO CENTRALE,AGRIGENTO BASSA,133.074
PALERMO CENTRALE,AGRIGENTO CENTRALE,136.044
PALERMO CENTRALE,ALCAMO DIRAMAZIONE,78.091
PALERMO CENTRALE,ALTAVILLA MILICIA,20.368
PALERMO CENTRALE,ARAGONA CALDARE,123.43
PALERMO CENTRALE,AVERSA,680.352
PALERMO CENTRALE,BAGHERIA,13.206
PALERMO CENTRALE,BICOCCA,233.106
PALERMO CENTRALE,CALTANISSETTA CENTRALE,132.081
PALERMO CENTRALE,CALTANISSETTA XIRBI,125.747
PALERMO CENTRALE,CAMMARATA S GIOVANNI GEMINI,87.58
PALERMO CENTRALE,CAMPOFELICE,52.793
PALERMO CENTRALE,CAMPOFRANCO,105.688
PALERMO CENTRALE,CAMPOLEONE,841.535
PALERMO CENTRALE,CAPACCIO ROCCADASPIDE,574.595
PALERMO CENTRALE,CAPO D ORLANDO NASO,138.049
PALERMO CENTRALE,CARINI,26.589
PALERMO CENTRALE,CARONIA,106.239
PALERMO CENTRALE,CASTELVETRANO,119.846
PALERMO CENTRALE,CATANIA ACQUICELLA,237.651
PALERMO CENTRALE,CATANIA CENTRALE,240.533
PALERMO CENTRALE,CEFALU,66.202
PALERMO CENTRALE,CERDA,45.039
PALERMO CENTRALE,COMITINI,117.207
PALERMO CENTRALE,DITTAINO,172.507
PALERMO CENTRALE,ENNA,151.927
PALERMO CENTRALE,FIUMETORTO,43.219
PALERMO CENTRALE,FORMIA GAETA,746.612
PALERMO CENTRALE,GIACHERY,10.039
PALERMO CENTRALE,GIOJOSA MAREA,152.038
PALERMO CENTRALE,ISOLA DELLE FEMMINE,18.657
PALERMO CENTRALE,LATINA,814.017
PALERMO CENTRALE,LEONFORTE PIRATO,163.037
PALERMO CENTRALE,MARIANOPOLI,105.255
PALERMO CENTRALE,MAZARA DEL VALLO,142.522
PALERMO CENTRALE,MESSINA CENTRALE,223.172
PALERMO CENTRALE,MILAZZO,191.594
PALERMO CENTRALE,MIMIANI S CATALDO,116.285
PALERMO CENTRALE,MONTEMAGGIORE BELSITO,60.523
PALERMO CENTRALE,NAPOLI CENTRALE,663.263
PALERMO CENTRALE,PACE DEL MELA,196.481
PALERMO CENTRALE,PALAZZO REALE ORLEANS,3.763
PALERMO CENTRALE,PALERMO AEROPORTO,35.674
PALERMO CENTRALE,PALERMO BRANCACCIO,2.903
PALERMO CENTRALE,PALERMO CARDILLO,12.702
PALERMO CENTRALE,PALERMO LA MALFA,11.377
PALERMO CENTRALE,PALERMO NOTARBARTOLO,6.551
PALERMO CENTRALE,PAOLA,395.273
PALERMO CENTRALE,PATTI S PIERO PATTI,161.754
PALERMO CENTRALE,PIRAINETO,31.677
PALERMO CENTRALE,POLLINA S MAURO CASTELVERDE,81.178
PALERMO CENTRALE,PORTO EMPEDOCLE,142.418
PALERMO CENTRALE,PORTO EMPEDOCLE SUCCURSALE,143.159
PALERMO CENTRALE,ROCCALUMERA MANDANICI,248.663
PALERMO CENTRALE,ROCCAPALUMBA ALIA,69.174
PALERMO CENTRALE,ROCCELLA,4.369
PALERMO CENTRALE,ROMA TERMINI,871.764
PALERMO CENTRALE,ROMETTA MESSINESE,205.42
PALERMO CENTRALE,S AGATA MILITELLO,124.686
PALERMO CENTRALE,S STEFANO CAMASTRA MISTRETTA,97.421
PALERMO CENTRALE,SALEMI GIBELLINA,103.823
PALERMO CENTRALE,SAPRI,487.485
PALERMO CENTRALE,SIRACUSA,308.633
PALERMO CENTRALE,TAORMINA GIARDINI,267.219
PALERMO CENTRALE,TERMINI IMERESE,36.415
PALERMO CENTRALE,TUSA,88.673
PALERMO CENTRALE,VALLELUNGA,94.882
PALERMO CENTRALE,VENTIMIGLIA,1501.728
PALERMO CENTRALE,VILLA LITERNO,694.687
PALERMO CENTRALE,VILLA S GIOVANNI,232.172
PALERMO CENTRALE,VILLAROSA,141.034
PALERMO CENTRALE,ZAPPULLA,132.13
PALERMO NOTARBARTOLO,AGRIGENTO CENTRALE,139.968
PALERMO NOTARBARTOLO,BAGHERIA,17.13
PALERMO NOTARBARTOLO,CEFALU,70.126
PALERMO NOTARBARTOLO,FIERA,2.733
PALERMO NOTARBARTOLO,GIACHERY,3.488
PALERMO NOTARBARTOLO,ISOLA DELLE FEMMINE,12.106
PALERMO NOTARBARTOLO,PALERMO AEROPORTO,29.123
PALERMO NOTARBARTOLO,PALERMO CENTRALE,6.551
PALERMO NOTARBARTOLO,PALERMO SAMPOLO,2.948
PALERMO NOTARBARTOLO,TERMINI IMERESE,40.339
PALERMO SAMPOLO,PALERMO NOTARBARTOLO,2.948
PALIZZI,ROCCELLA JONICA,63.29
PALMA S GENNARO,CASERTA,30.771
PALMANOVA,CARNIA,57.612
PALMANOVA,PORDENONE,66.716
PALMANOVA,PORTOGRUARO CAORLE,49.867
PALMANOVA,TREVISO CENTRALE,102.331
PALMANOVA,TRIESTE CENTRALE,54.065
PALMANOVA,UDINE,17.943
PALMI,MELITO PORTO SALVO,72.058
PALMI,REGGIO CALABRIA CENTRALE,42.245
PAOLA,AGROPOLI CASTELLABATE,167.315
PAOLA,AMANTEA,25.35
PAOLA,BAGNARA,145.383
PAOLA,BATTIPAGLIA,197.001
PAOLA,BOLZANO,1077.765
PAOLA,CAPACCIO ROCCADASPIDE,179.322
PAOLA,CAPO BONIFATI,27.167
PAOLA,CASTIGLIONE COSENTINO,21.551
PAOLA,CATANIA CENTRALE,266.872
PAOLA,CELLE BULGHERIA ROCCAGLORIOSA,113.657
PAOLA,CETRARO,19.106
PAOLA,COSENZA,25.886
PAOLA,DIAMANTE BUONVICINO,41.34
PAOLA,GIOIA TAURO,126.573
PAOLA,LAMEZIA TERME CENTRALE,56.87
PAOLA,MARATEA,79.897
PAOLA,MELITO PORTO SALVO,207.002
PAOLA,MILETO,103.791
PAOLA,NAPOLI CENTRALE,267.99
PAOLA,NOCERA INFERIORE,231.515
PAOLA,POLICASTRO BUSSENTINO,100.96
PAOLA,PRAJA AJETA TORTORA,67.72
PAOLA,REGGIO CALABRIA CENTRALE,177.189
PAOLA,ROMA OSTIENSE,480.736
PAOLA,ROMA TERMINI,476.491
PAOLA,ROSARNO,116.688
PAOLA,SALERNO,216.704
PAOLA,SAPRI,92.212
PAOLA,SCALEA S DOMENICA TALAO,56.832
PAOLA,SIBARI,75.568
PAOLA,TAORMINA GIARDINI,219.11
PAOLA,VIBO VALENTIA PIZZO,85.32
PAOLA,VILLA S GIOVANNI,163.101
PARABIAGO,ARONA,42.724
PARABIAGO,DOMODOSSOLA,98.282
PARABIAGO,MILANO CENTRALE,25.364
PARABIAGO,MILANO CERTOSA,16.838
PARABIAGO,MILANO LAMBRATE,25.81
PARABIAGO,MILANO PORTA GARIBALDI,21.587
PARABIAGO,PIOLTELLO LIMITO,34.314
PARABIAGO,PORTO CERESIO,49.904
PARABIAGO,TREVIGLIO,55.067
PARABIAGO,VARESE,35.664
PARATICO SARNICO,MILANO CENTRALE,80.426
PARGHELIA,ROSARNO,32.596
PARMA,ANCONA,294.433
PARMA,ASOLA,51.054
PARMA,AULLA LUNIGIANA,98.589
PARMA,BERCETO,45.104
PARMA,BOLOGNA CENTRALE,90.392
PARMA,BORETTO,22.501
PARMA,BORGO VAL TARO,60.648
PARMA,BRESCELLO VIADANA,19.7
PARMA,BRESCIA,91.142
PARMA,BUSSETO,34.684
PARMA,CANNETO SULL OGLIO,42.829
PARMA,CASALMAGGIORE,23.625
PARMA,CASALPUSTERLENGO,74.091
PARMA,CASTELFRANCO EMILIA,65.384
PARMA,CASTELGUELFO,12.409
PARMA,CODOGNO,69.218
PARMA,COLLECCHIO,11.771
PARMA,COLORNO,15.136
PARMA,CREMONA,55.906
PARMA,DEIVA MARINA,148.924
PARMA,FIDENZA,22.013
PARMA,FILATTIERA,85.185
PARMA,FIORENZUOLA,35.471
PARMA,FIRENZE CAMPO MARTE,183.943
PARMA,FORNOVO,23.019
PARMA,GENOVA BRIGNOLE,194.617
PARMA,GENOVA NERVI,195.224
PARMA,GENOVA PIAZZA PRINCIPE,191.978
PARMA,GHEDI,74.702
PARMA,GUASTALLA,31.688
PARMA,LA SPEZIA CENTRALE,119.431
PARMA,LA SPEZIA MIGLIARINA,116.63
PARMA,LECCE,885.792
PARMA,LODI,92.944
PARMA,LUZZARA,37.528
PARMA,MEZZANI RONDANI,19.681
PARMA,MILANO CENTRALE,124.639
PARMA,MILANO LAMBRATE,120.841
PARMA,MILANO PORTA GARIBALDI,126.529
PARMA,MILANO ROGOREDO,115.053
PARMA,MODENA,53.46
PARMA,MONTIRONE,80.414
PARMA,OSTIA PARMENSE,53.496
PARMA,PESARO,234.859
PARMA,PESCARA,440.406
PARMA,PIACENZA,57.082
PARMA,PIADENA,39.738
PARMA,PONTREMOLI,78.578
PARMA,RAVENNA,172.908
PARMA,REGGIO EMILIA,28.306
PARMA,REMEDELLO SOPRA,57.769
PARMA,RIMINI,201.479
PARMA,RUBIERA,40.156
PARMA,S BENEDETTO DEL TRONTO,378.926
PARMA,S GIOVANNI IN CROCE,33.578
PARMA,S STEFANO MAGRA,107.623
PARMA,S ZENO FOLZANO,85.481
PARMA,SALSOMAGGIORE TERME,31.043
PARMA,SESTRI LEVANTE,160.897
PARMA,STRADELLA,90.305
PARMA,SUZZARA,43.771
PARMA,TORINO PORTA SUSA,245.202
PARMA,TORRILE S POLO,10.125
PARMA,VEZZANO LIGURE,111.865
PARMA,VIADANA BRESCIANA,69.015
PARMA,VICOFERTILE,7.304
PARMA,VILLAFRANCA BAGNONE,89.615
PARMA,VILLANOVA D ARDA,41.774
PARMA,VISANO,62.042
PARMA,VOGHERA,115.477
PARONA LOMELLINA,MILANO PORTA GENOVA,39.111
PARONA LOMELLINA,MILANO ROGOREDO,45.569
PARONA LOMELLINA,MILANO S CRISTOFORO,35.735
PARONA LOMELLINA,MORTARA,5.27
PARTINICO,CASTELVETRANO,68.059
PARTINICO,MARSALA,111.765
PARTINICO,TRAPANI,142.422
PASSIGNANO SUL TRASIMENO,FIRENZE S MARIA NOVELLA,112.045
PASSIGNANO SUL TRASIMENO,FOLIGNO,70.207
PASSIGNANO SUL TRASIMENO,PERUGIA,30.627
PATTI S PIERO PATTI,MESSINA CENTRALE,61.418
PATTI S PIERO PATTI,NOVARA MONTALBANO FURNARI,15.999
PATTI S PIERO PATTI,OLIVERI TINDARI,8.617
PATTI S PIERO PATTI,PALERMO CENTRALE,161.754
PATTI S PIERO PATTI,ROMETTA MESSINESE,43.666
PATTI S PIERO PATTI,TERME VIGLIATORE,18.689
PAVIA,ACQUANEGRA CREMONESE,63.073
PAVIA,ALBENGA,175.613
PAVIA,ALESSANDRIA,62.977
PAVIA,ASTI,96.216
PAVIA,BELGIOIOSO,14.433
PAVIA,BUSTO ARSIZIO,68.682
PAVIA,CASALPUSTERLENGO,41.605
PAVIA,CAVA CARBONARA,7.499
PAVIA,CAVA TIGOZZI,68.637
PAVIA,CERTOSA PAVIA,7.738
PAVIA,CHIGNOLO PO,28.447
PAVIA,CODOGNO,46.478
PAVIA,CORTEOLONA,19.094
PAVIA,CREMONA,73.808
PAVIA,GARBAGNATE MILANESE,50.801
PAVIA,GARLASCO,20.489
PAVIA,GENOVA BRIGNOLE,103.999
PAVIA,GENOVA PIAZZA PRINCIPE,101.36
PAVIA,LOCATE TRIULZI,20.395
PAVIA,LOMELLO,30.344
PAVIA,MILANO BOVISA,40.178
PAVIA,MILANO CENTRALE,38.189
PAVIA,MILANO CERTOSA,41.849
PAVIA,MILANO GRECO PIRELLI,38.271
PAVIA,MILANO LAMBRATE,34.391
PAVIA,MILANO LANCETTI,38.267
PAVIA,MILANO PORTA GARIBALDI,40.079
PAVIA,MILANO PORTA VITTORIA,32.441
PAVIA,MILANO REPUBBLICA,35.855
PAVIA,MILANO ROGOREDO,28.603
PAVIA,MORTARA,37.404
PAVIA,MOTTA S DAMIANO,6.656
PAVIA,NICORVO,43.226
PAVIA,NOVARA,61.639
PAVIA,NOVI LIGURE,59.421
PAVIA,OSPEDALETTO LODIGIANO,34.88
PAVIA,PAVIA PORTA GARIBALDI,2.407
PAVIA,PIACENZA,58.614
PAVIA,ROBBIO,49.392
PAVIA,SANNAZZARO,21.445
PAVIA,STRADELLA,29.022
PAVIA,TORREBERETTI,43.059
PAVIA,TORTONA,41.062
PAVIA,VALENZA,49.285
PAVIA,VENTIMIGLIA,237.799
PAVIA,VERCELLI,64.919
PAVIA,VILLAMAGGIORE,15.396
PAVIA,VOGHERA,24.859
PAVONA,CIAMPINO,9.458
PAVONA,ROMA TERMINI,23.379
PAVONA,ROMA TIBURTINA,23.431
PAVONA,VELLETRI,17.628
PC CAPENA,ROMA TIBURTINA,27.109
PC CIVITELLA AGLIANO,ROMA TERMINI,93.018
PEDASO,ANCONA,68.537
PEDASO,MILANO CENTRALE,487.28
PEGOGNAGA,FERRARA,73.049
PEGOGNAGA,RIMINI,195.509
PEGOGNAGA,SERMIDE,40.478
PELLEZZANO,MERCATO S SEVERINO,8.171
PELLEZZANO,SALERNO,9.456
PERAROLO CADORE,CALALZO PIEVE CADORE CORTINA,10.461
PERGINE,BASSANO DEL GRAPPA,78.26
PERGINE,BORGO VALSUGANA EST,27.093
PERGINE,TRENTO,17.451
PERGOLA,ANCONA,101.866
PERGOLA,FABRIANO,31.605
PERI,BOLZANO,109.87
PERUGIA,AREZZO,77.252
PERUGIA,ASSISI,23.941
PERUGIA,BASTIA,20.554
PERUGIA,FIGLINE VALDARNO,117.925
PERUGIA,FIRENZE CAMPO MARTE,138.707
PERUGIA,FIRENZE S MARIA NOVELLA,142.672
PERUGIA,FOLIGNO,39.58
PERUGIA,L AQUILA,197.158
PERUGIA,MAGIONE,21.299
PERUGIA,MILANO CENTRALE,446.952
PERUGIA,ORTE,121.456
