partenza,arrivo,km
AULLA LUNIGIANA,LIVORNO CENTRALE,95.459
AULLA LUNIGIANA,LUCCA,78.315
AULLA LUNIGIANA,MASSA CENTRO,35.124
AULLA LUNIGIANA,MINUCCIANO PIEVE CASOLA,24.206
AULLA LUNIGIANA,PARMA,98.589
AULLA LUNIGIANA,PIAZZA AL SERCHIO,32.54
AULLA LUNIGIANA,PISA CENTRALE,77.517
AULLA LUNIGIANA,PONTREMOLI,20.011
AULLA LUNIGIANA,S PIETRO A VICO,83.548
AULLA LUNIGIANA,SARZANA,17.9
AULLA LUNIGIANA,VIAREGGIO,55.305
AVERSA,BOIANO,133.194
AVERSA,CASERTA,14.92
AVERSA,CASSINO,73.888
AVERSA,FIRENZE CAMPO MARTE,447.14
AVERSA,FORMIA GAETA,66.26
AVERSA,GRICIGNANO TEVEROLA,3.66
AVERSA,ISERNIA,105.106
AVERSA,MILANO CENTRALE,755.385
AVERSA,NAPOLI CENTRALE,19.221
AVERSA,REGGIO CALABRIA CENTRALE,462.268
AVERSA,ROMA TERMINI,194.683
AVERSA,ROMA TIBURTINA,194.735
AVERSA,ROMA TUSCOLANA,192.047
AVERSA,SESTRI LEVANTE,634.306
AVERSA,TARANTO,329.668
AVERSA,TORINO PORTA NUOVA,838.439
AVERSA,VILLA LITERNO,14.335
AVEZZANO,ANVERSA VILLALAGO SCANNO,54.804
AVEZZANO,ARCE,70.146
AVEZZANO,ARPINO,59.936
AVEZZANO,BALSORANO,37.042
AVEZZANO,CAPISTRELLO,8.685
AVEZZANO,CARSOLI,32.549
AVEZZANO,CASSINO,96.444
AVEZZANO,CASTEL MADAMA,59.777
AVEZZANO,CELANO OVINDOLI,10.633
AVEZZANO,CERCHIO,16.017
AVEZZANO,CIVITA D ANTINO MORINO,25.713
AVEZZANO,CIVITELLA ROVETO,19.695
AVEZZANO,COCULLO,35.294
AVEZZANO,COLLARMELE,19.722
AVEZZANO,GUIDONIA MONTECELIO S ANGELO,81.176
AVEZZANO,ISOLA LIRI,55.306
AVEZZANO,LUNGHEZZA,92.157
AVEZZANO,MARCELLINA PALOMBARA,73.401
AVEZZANO,PESCARA,133.19
AVEZZANO,PESCOCANALE,13.719
AVEZZANO,PIEDIMONTE VILLA S LUCIA AQUINO,87.45
AVEZZANO,POPOLI VITTORITO,80.081
AVEZZANO,ROCCASECCA,79.455
AVEZZANO,ROMA PRENESTINA,102.824
AVEZZANO,ROMA TERMINI,107.08
AVEZZANO,ROMA TIBURTINA,105.765
AVEZZANO,ROVIANO,45.279
AVEZZANO,SCURCOLA MARSICANA,7.778
AVEZZANO,SORA,49.879
AVEZZANO,SULMONA,64.857
AVEZZANO,TAGLIACOZZO,15.913
AVEZZANO,TIVOLI,67.507
AVEZZANO,TORRE DEI PASSERI,94.537
AVEZZANO,VAL D ALA,109.552
AVEZZANO,VALLE DELL ANIENE MANDELA SAMBUCI,53.429
AVIANO,BUDOIA POLCENIGO,5.693
AVIANO,MANIAGO,16.105
AVIANO,SACILE,16.112
AVIGLIANA,BARDONECCHIA,62.101
AVIGLIANA,BUSSOLENO,21.43
AVIGLIANA,SUSA,28.956
AVIGLIANA,TORINO PORTA NUOVA,24.104
AVOLA,SIRACUSA,25.742
BADESSE,EMPOLI,55.054
BADESSE,FIRENZE S MARIA NOVELLA,85.604
BADIA POLESINE,ISOLA DELLA SCALA,45.5
BADIA POLESINE,ROVIGO,28.477
BADIA POLESINE,VERONA PORTA NUOVA,66.164
BAGHERIA,AGRIGENTO CENTRALE,122.838
BAGHERIA,CAMPOFELICE,39.587
BAGHERIA,CEFALU,52.996
BAGHERIA,ISOLA DELLE FEMMINE,29.236
BAGHERIA,PALERMO AEROPORTO,46.253
BAGHERIA,PALERMO CENTRALE,13.206
BAGHERIA,PALERMO NOTARBARTOLO,17.13
BAGHERIA,TERMINI IMERESE,23.209
BAGNACAVALLO,BOLOGNA CENTRALE,60.256
BAGNACAVALLO,RAVENNA,22.714
BAGNARA,COSENZA,168.058
BAGNARA,LAMEZIA TERME CENTRALE,88.513
BAGNARA,MELITO PORTO SALVO,61.619
BAGNARA,REGGIO CALABRIA CENTRALE,31.806
BAGNI LUCCA,AULLA LUNIGIANA,66.618
BAGNI LUCCA,CASTELNUOVO GARFAGNANA,21.619
BAGNI LUCCA,LUCCA,23.305
BAGNI LUCCA,PIAZZA AL SERCHIO,34.078
BAGNI LUCCA,PISA CENTRALE,46.384
BAGNOLO IN PIANO,GUASTALLA,20.742
BAGNOLO IN PIANO,REGGIO EMILIA,7.831
BAGNOLO MELLA,CREMONA,37.154
BALANGERO,ALBA,98.472
BALESTRATE,CASTELVETRANO,56.97
BALESTRATE,TRAPANI,131.333
BALSORANO,AVEZZANO,37.042
BALSORANO,CASSINO,59.402
BARAGIANO RUOTI,POTENZA CENTRALE,29.06
BARAGIANO RUOTI,SALERNO,81.908
BARCELLONA CASTROREALE,MESSINA CENTRALE,39.517
BARCELLONA CASTROREALE,S AGATA MILITELLO,58.969
BARCO,CIANO D ENZA,12.923
BARCO,REGGIO EMILIA,13.108
BARDONECCHIA,ASTI,138.563
BARDONECCHIA,AVIGLIANA,62.101
BARDONECCHIA,BUSSOLENO,40.671
BARDONECCHIA,COLLEGNO,76.411
BARDONECCHIA,GENOVA BRIGNOLE,244.341
BARDONECCHIA,GRUGLIASCO,78.709
BARDONECCHIA,MILANO CENTRALE,228.769
BARDONECCHIA,NAPOLI CENTRALE,940.444
BARDONECCHIA,NOVI LIGURE,194.466
BARDONECCHIA,OULX CESANA CLAVIERE SESTRIERE,11.089
BARDONECCHIA,ROMA TERMINI,732.258
BARDONECCHIA,RONCO SCRIVIA,216.399
BARDONECCHIA,SALBERTRAND,17.028
BARDONECCHIA,TORINO PORTA NUOVA,86.205
BARI CENTRALE,ACQUAVIVA DELLE FONTI,37.038
BARI CENTRALE,ANCONA,442.072
BARI CENTRALE,BARI S RITA,7.286
BARI CENTRALE,BARI S SPIRITO,11.542
BARI CENTRALE,BARI TORRE A MARE,11.453
BARI CENTRALE,BARI ZONA INDUSTRIALE,3.966
BARI CENTRALE,BARLETTA,54.697
BARI CENTRALE,BISCEGLIE,34.082
BARI CENTRALE,BITETTO PALO DEL COLLE,14.571
BARI CENTRALE,BITRITTO,11.949
BARI CENTRALE,BOLOGNA CENTRALE,646.113
BARI CENTRALE,BRESCIA,819.603
BARI CENTRALE,BRINDISI,110.923
BARI CENTRALE,CASERTA,280.438
BARI CENTRALE,CASTELLANETA,70.258
BARI CENTRALE,CERIGNOLA CAMPAGNA,88.324
BARI CENTRALE,CESENA,563.444
BARI CENTRALE,CISTERNINO,61.53
BARI CENTRALE,CODOGNO,805.723
BARI CENTRALE,FAENZA,597.006
BARI CENTRALE,FANO,489.183
BARI CENTRALE,FASANO,54.373
BARI CENTRALE,FOGGIA,122.589
BARI CENTRALE,FORLI,581.295
BARI CENTRALE,FORMIA GAETA,359.611
BARI CENTRALE,FROSINONE,402.113
BARI CENTRALE,GIOIA DEL COLLE,49.729
BARI CENTRALE,GIOVINAZZO,18.426
BARI CENTRALE,GIULIANOVA,333.713
BARI CENTRALE,GROTTAMMARE,362.099
BARI CENTRALE,IMOLA,612.012
BARI CENTRALE,INCORONATA,112.307
BARI CENTRALE,LAMEZIA TERME CENTRALE,345.358
BARI CENTRALE,LECCE,149.287
BARI CENTRALE,METAPONTO,137.111
BARI CENTRALE,MILANO CENTRALE,860.815
BARI CENTRALE,MILANO PORTA GARIBALDI,862.705
BARI CENTRALE,MOLA BARI,19.155
BARI CENTRALE,MOLFETTA,24.741
BARI CENTRALE,MONOPOLI,40.544
BARI CENTRALE,NAPOLI CENTRALE,314.579
BARI CENTRALE,ORTANOVA,102.955
BARI CENTRALE,OSTUNI,74.278
BARI CENTRALE,PALAGIANELLO,75.454
BARI CENTRALE,PALAGIANO MOTTOLA,82.422
BARI CENTRALE,PESARO,501.646
BARI CENTRALE,PESCARA,296.099
BARI CENTRALE,POLIGNANO A MARE,32.959
BARI CENTRALE,PONTE ALBANITO,134.224
BARI CENTRALE,PONTE CASALDUNI,230.681
BARI CENTRALE,POTENZA CENTRALE,236.428
BARI CENTRALE,REGGIO CALABRIA CENTRALE,465.677
BARI CENTRALE,RICCIONE,525.033
BARI CENTRALE,RIGNANO GARGANICO,136.655
BARI CENTRALE,RIMINI,535.026
BARI CENTRALE,ROMA TERMINI,478.607
BARI CENTRALE,ROMA TUSCOLANA,481.049
BARI CENTRALE,S SEVERO,151.037
BARI CENTRALE,S VITO DEI NORMANNI,99.22
BARI CENTRALE,SANNICANDRO BARI,25.815
BARI CENTRALE,SAVONA,965.385
BARI CENTRALE,SIBARI,216.131
BARI CENTRALE,SQUINZANO,134.687
BARI CENTRALE,SULMONA,361.752
BARI CENTRALE,TARANTO,104.028
BARI CENTRALE,TELESE CERRETO,246.907
BARI CENTRALE,TERMOLI,206.631
BARI CENTRALE,TORANO LATTARICO,259.171
BARI CENTRALE,TORINO PORTA NUOVA,980.175
BARI CENTRALE,TRANI,42.103
BARI CENTRALE,TRINITAPOLI S FERDINANDO PUGLIA,70.924
BARI CENTRALE,VASTO S SALVO,229.663
BARI CENTRALE,VENEZIA S LUCIA,770.164
BARI CENTRALE,VILLA S GIOVANNI,451.589
BARI PARCO NORD,MILANO CENTRALE,857.846
BARI S RITA,BARI CENTRALE,7.286
BARI S SPIRITO,BARI CENTRALE,11.542
BARI S SPIRITO,BARLETTA,43.155
BARI S SPIRITO,FASANO,65.915
BARI S SPIRITO,FOGGIA,111.047
BARI S SPIRITO,TARANTO,111.559
BARI TORRE A MARE,BARI CENTRALE,11.453
BARI TORRE A MARE,BARLETTA,66.15
BARI TORRE A MARE,BRINDISI,99.47
BARI TORRE A MARE,GIOVINAZZO,29.879
BARI TORRE A MARE,LECCE,137.834
BARLETTA,BARI CENTRALE,54.697
BARLETTA,BARI S SPIRITO,43.155
BARLETTA,BARI TORRE A MARE,66.15
BARLETTA,BISCEGLIE,20.615
BARLETTA,BRINDISI,165.62
BARLETTA,CANOSA PUGLIA,24.83
BARLETTA,FASANO,109.07
BARLETTA,FOGGIA,67.892
BARLETTA,GIOVINAZZO,36.271
BARLETTA,LECCE,203.984
BARLETTA,MILANO CENTRALE,806.118
BARLETTA,MOLA BARI,73.852
BARLETTA,MOLFETTA,29.956
BARLETTA,MONOPOLI,95.241
BARLETTA,POLIGNANO A MARE,87.656
BARLETTA,S SEVERO,96.34
BARLETTA,SPINAZZOLA,65.682
BARLETTA,TRANI,12.594
BARONISSI,MERCATO S SEVERINO,5.421
BARONISSI,NOCERA INFERIORE,17.878
BARONISSI,SALERNO,12.206
BASILIANO,UDINE,11.37
BASILIANO,VENEZIA MESTRE,115.203
BASILIANO,VENEZIA S LUCIA,123.637
BASSANO DEL GRAPPA,BOLZANO,151.15
BASSANO DEL GRAPPA,BORGO VALSUGANA CENTRO,52.019
BASSANO DEL GRAPPA,BORGO VALSUGANA EST,51.167
BASSANO DEL GRAPPA,BRONZOLO,140.213
BASSANO DEL GRAPPA,CALDONAZZO,68.95
BASSANO DEL GRAPPA,CAMPOSAMPIERO,29.115
BASSANO DEL GRAPPA,CARPANE VALSTAGNA,13.206
BASSANO DEL GRAPPA,CASTELFRANCO VENETO,19.148
BASSANO DEL GRAPPA,CASTELLO GODEGO,13.907
BASSANO DEL GRAPPA,CITTADELLA,14.618
BASSANO DEL GRAPPA,MAERNE MARTELLAGO,43.784
BASSANO DEL GRAPPA,NOALE SCORZE,36.446
BASSANO DEL GRAPPA,PADOVA,47.294
BASSANO DEL GRAPPA,PERGINE,78.26
BASSANO DEL GRAPPA,PIOMBINO DESE,27.971
BASSANO DEL GRAPPA,PRIMOLANO,28.719
BASSANO DEL GRAPPA,ROMA TERMINI,518.071
BASSANO DEL GRAPPA,RONCEGNO BAGNI MARTER,56.742
BASSANO DEL GRAPPA,S PIETRO IN GU,25.09
BASSANO DEL GRAPPA,SPINEA,47.467
BASSANO DEL GRAPPA,TRENTO,95.711
BASSANO DEL GRAPPA,VENEZIA MESTRE,54.276
BASSANO DEL GRAPPA,VENEZIA S LUCIA,62.71
BASSANO DEL GRAPPA,VERONA PORTA NUOVA,89.884
BASSANO DEL GRAPPA,VICENZA,38.284
BASSANO DEL GRAPPA,VIGODARZERE,42.342
BASSANO DEL GRAPPA,VILLAZZANO,89.315
BASTIA,ROMA TERMINI,182.303
BATTIPAGLIA,BOLZANO,880.764
BATTIPAGLIA,BUCCINO S GREGORIO MAGNO,38.432
BATTIPAGLIA,CANCELLO,69.534
BATTIPAGLIA,CASERTA,81.321
BATTIPAGLIA,CODOLA,38.709
BATTIPAGLIA,COSENZA,222.887
BATTIPAGLIA,EBOLI,6.239
BATTIPAGLIA,FIRENZE S MARIA NOVELLA,534.545
BATTIPAGLIA,FISCIANO,33.656
BATTIPAGLIA,GENOVA BRIGNOLE,764.96
BATTIPAGLIA,LATINA,221.743
BATTIPAGLIA,MERCATO S SEVERINO,37.33
BATTIPAGLIA,MILANO CENTRALE,838.825
BATTIPAGLIA,NAPOLI CAMPI FLEGREI,79.718
BATTIPAGLIA,NAPOLI CENTRALE,70.989
BATTIPAGLIA,NAPOLI S GIOVANNI BARRA,66.283
BATTIPAGLIA,NOCERA INFERIORE,34.514
BATTIPAGLIA,NOLA,57.278
BATTIPAGLIA,PALMA S GENNARO,50.55
BATTIPAGLIA,PAOLA,197.001
BATTIPAGLIA,PISCIOTTA PALINURO,69.419
BATTIPAGLIA,POMEZIA S PALOMBA,258.811
BATTIPAGLIA,PONTECAGNANO,10.087
BATTIPAGLIA,POTENZA CENTRALE,91.265
BATTIPAGLIA,REGGIO CALABRIA CENTRALE,374.19
BATTIPAGLIA,ROMA S PIETRO,288.573
BATTIPAGLIA,ROMA TERMINI,279.49
BATTIPAGLIA,SALERNO,19.703
BATTIPAGLIA,SAPRI,104.789
BATTIPAGLIA,SARNO,41.909
BATTIPAGLIA,SICIGNANO DEGLI ALBURNI,30.81
BATTIPAGLIA,TARANTO,241.59
BATTIPAGLIA,TORINO PORTA NUOVA,926.517
BATTIPAGLIA,TORINO PORTA SUSA,928.049
BATTIPAGLIA,TORRE ANNUNZIATA CENTRALE,49.078
BATTIPAGLIA,VENEZIA S LUCIA,783.33
BATTIPAGLIA,VENTIMIGLIA,909.454
BATTIPAGLIA,VILLA S GIOVANNI,360.102
BAZZANO,BOLOGNA CENTRALE,25.261
BAZZANO,CASALECCHIO GARIBALDI,16.533
BAZZANO,CRESPELLANO,4.254
BAZZANO,VIA LUNGA,7.631
BEFFI,SULMONA,28.632
BELGIOIOSO,CODOGNO,32.045
BELGIOIOSO,CREMONA,59.375
BELGIOIOSO,PAVIA,14.433
BELLA MURO,POTENZA CENTRALE,31.458
BELLA MURO,ROMA TERMINI,339.297
BELLA MURO,SALERNO,79.51
BELLANO TARTAVALLE TERME,COLICO,14.132
BELLANO TARTAVALLE TERME,LECCO,24.847
BELLUNO,CALALZO PIEVE CADORE CORTINA,43.86
BELLUNO,CAMPOSAMPIERO,93.401
BELLUNO,CASTELFRANCO VENETO,81.344
BELLUNO,CONEGLIANO,47.569
BELLUNO,CORNUDA,57.762
BELLUNO,FELTRE,30.533
BELLUNO,LONGARONE ZOLDO,17.94
BELLUNO,MONTEBELLUNA,65.029
BELLUNO,OSPITALE CADORE,25.485
BELLUNO,PADOVA,111.58
BELLUNO,PERAROLO CADORE,33.399
BELLUNO,PONTE NELLE ALPI POLPET,7.622
BELLUNO,POSTIOMA,75.003
BELLUNO,QUERO VAS,42.185
BELLUNO,S CROCE DEL LAGO,20.202
BELLUNO,S GIUSTINA CESIO,16.333
BELLUNO,SEDICO BRIBANO,12.068
BELLUNO,TREVISO CENTRALE,74.522
BELLUNO,VENEZIA MESTRE,95.43
BELLUNO,VENEZIA S LUCIA,103.864
BELLUNO,VICENZA,116.875
BELLUNO,VIGODARZERE,106.628
BELLUNO,VITTORIO VENETO,34.009
BERCETO,COLLECCHIO,33.333
BERCETO,LA SPEZIA CENTRALE,74.327
BERCETO,PARMA,45.104
BERCETO,VICOFERTILE,37.8
BERCHIDDA,CAGLIARI,237.994
BERCHIDDA,SASSARI,78.584
BERGAMO,BOLOGNA CENTRALE/AV,223.431
BERGAMO,BRESCIA,48.727
BERGAMO,CALOLZIOCORTE OLGINATE,26.046
BERGAMO,CALUSCO,16.926
BERGAMO,CARNATE USMATE,25.662
BERGAMO,CISANO CAPRINO BERGAMASCO,17.956
BERGAMO,COCCAGLIO,29.625
BERGAMO,CREMONA,86.458
BERGAMO,FERRARA,210.844
BERGAMO,FIDENZA,120.351
BERGAMO,FIRENZE CAMPO MARTE,316.613
BERGAMO,FORNOVO,145.062
BERGAMO,GRUMELLO DEL MONTE,17.233
BERGAMO,IMPERIA,280.38
BERGAMO,LECCO,32.933
BERGAMO,MANERBIO,70.706
BERGAMO,MELZO SCALO,34.64
BERGAMO,MILANO CENTRALE,49.407
BERGAMO,MILANO CERTOSA,53.064
BERGAMO,MILANO GRECO PIRELLI,46.056
BERGAMO,MILANO LAMBRATE,49.584
BERGAMO,MILANO PORTA GARIBALDI,50.04
BERGAMO,MONTELLO GORLAGO,11.224
BERGAMO,MONZA,37.465
BERGAMO,NAPOLI CENTRALE,782.974
BERGAMO,OLMENETA,75.627
BERGAMO,OSPITALETTO TRAVAGLIATO,37.538
BERGAMO,PALAZZOLO SULL OGLIO,21.59
BERGAMO,PESARO,366.684
BERGAMO,PIOLTELLO LIMITO,41.08
BERGAMO,PISA CENTRALE,298.149
BERGAMO,PONTE S PIETRO,7.742
BERGAMO,RIMINI,333.304
BERGAMO,ROBECCO PONTEVICO,81.18
BERGAMO,ROMA TERMINI,573.523
BERGAMO,ROVATO,31.712
BERGAMO,SERIATE,4.159
BERGAMO,SESTO S GIOVANNI,42.345
BERGAMO,SONDRIO,112.377
BERGAMO,TORINO PORTA NUOVA,192.876
BERGAMO,TREVIGLIO,21.882
BERGAMO,TREVIGLIO OVEST,20.538
BERGAMO,VENTIMIGLIA,318.729
BERGAMO,VERDELLO DALMINE,10.707
BERGAMO,VERONA PORTA NUOVA,113.365
BERNALDA,TARANTO,55.661
BESANA,CARATE CALO,4.523
BESANA,LECCO,25.358
BESANA,MILANO PORTA GARIBALDI,31.146
BESANA,MOLTENO,10.643
BESANA,MONZA,18.571
BESANA,TRIUGGIO PONTE ALBIATE,6.907
BESOZZO,GALLARATE,23.596
BESOZZO,LUINO,22.202
BESOZZO,MILANO PORTA GARIBALDI,62.279
BEVILACQUA,MANTOVA,54.655
BIANCO,CATANZARO LIDO,101.853
BIANCO,REGGIO CALABRIA CENTRALE,75.697
BIANCO,ROCCELLA JONICA,35.902
BIASSONO LESMO PARCO,MILANO PORTA GARIBALDI,20.207
BICOCCA,ACIREALE,20.481
BICOCCA,ALCANTARA,50.869
BICOCCA,CALTAGIRONE,81.735
BICOCCA,CALTANISSETTA CENTRALE,113.693
BICOCCA,CATANIA ACQUICELLA,4.545
BICOCCA,CATANIA CENTRALE,7.427
BICOCCA,FIUMEFREDDO SICILIA,45.46
BICOCCA,GALATI,92.019
BICOCCA,GIAMPILIERI,86.844
BICOCCA,GIARRE RIPOSTO,37.238
BICOCCA,LENTINI,21.114
BICOCCA,LETOJANNI,60.132
BICOCCA,MESSINA CENTRALE,102.198
BICOCCA,PALERMO CENTRALE,233.106
BICOCCA,ROCCALUMERA MANDANICI,73.745
BICOCCA,SIRACUSA,75.527
BICOCCA,TAORMINA GIARDINI,55.189
BIELLA S PAOLO,BIANZE,34.861
BIELLA S PAOLO,CASALEGGIO,38.683
BIELLA S PAOLO,CHIVASSO,57.406
BIELLA S PAOLO,COSSATO,10.419
BIELLA S PAOLO,NOVARA,50.766
BIELLA S PAOLO,ROVASENDA,23.229
BIELLA S PAOLO,SALUSSOLA,15.558
BIELLA S PAOLO,SANTHIA,26.724
BIELLA S PAOLO,TORINO LINGOTTO,86.588
BIELLA S PAOLO,TORINO PORTA NUOVA,85.773
BISCEGLIE,BARI CENTRALE,34.082
BISCEGLIE,FASANO,88.455
BITETTO PALO DEL COLLE,BARI CENTRALE,14.571
BITETTO PALO DEL COLLE,TARANTO,89.457
BITRITTO,BARI CENTRALE,11.949
BITRITTO,BARI S RITA,4.663
BIVIO D AURISINA,CARNIA,97.138
BIVIO D AURISINA,PORTOGRUARO CAORLE,71.121
BIVIO D AURISINA,TARVISIO BOSCOVERDE,146.259
BIVIO D AURISINA,TRIESTE CENTRALE,14.539
BIVIO D AURISINA,UDINE,57.469
BIVIO D AURISINA,VENEZIA MESTRE,144.493
BIVIO D AURISINA,VENEZIA S LUCIA,152.927
BOIANO,CAPUA,108.01
BOIANO,CASERTA,119.13
BOIANO,CASSINO,77.222
BOIANO,CIAMPINO,201.283
BOIANO,COLLEFERRO SEGNI PALIANO,161.616
BOIANO,ISERNIA,28.088
BOIANO,MOROLO,143.058
BOIANO,NAPOLI CENTRALE,152.415
BOIANO,ROMA TERMINI,212.959
BOIANO,ROMA TIBURTINA,211.644
BOIANO,SPARANISE,92.706
BOIANO,VAIRANO CAIANELLO,73.335
BOLGHERI,CAMPIGLIA MARITTIMA,26.966
BOLOGNA CENTRALE,ALA,161.072
BOLOGNA CENTRALE,ALESSANDRIA,243.987
BOLOGNA CENTRALE,ANCONA,204.041
BOLOGNA CENTRALE,ARENA PO,176.0
BOLOGNA CENTRALE,AREZZO,158.337
BOLOGNA CENTRALE,ARQUATA SCRIVIA,246.583
BOLOGNA CENTRALE,BAGNACAVALLO,60.256
BOLOGNA CENTRALE,BARI CENTRALE,646.113
BOLOGNA CENTRALE,BARLETTA,591.416
BOLOGNA CENTRALE,BATTIPAGLIA,624.144
BOLOGNA CENTRALE,BAZZANO,25.261
BOLOGNA CENTRALE,BIVIO S VITALE,4.053
BOLOGNA CENTRALE,BIVIO TAVERNELLE,9.179
BOLOGNA CENTRALE,BOLOGNA S RUFFILLO,6.374
BOLOGNA CENTRALE,BOLOGNA S VITALE,2.673
BOLOGNA CENTRALE,BOLZANO,256.62
BOLOGNA CENTRALE,BRENNERO,345.412
BOLOGNA CENTRALE,BRESSANONE,295.064
BOLOGNA CENTRALE,BRINDISI,757.036
BOLOGNA CENTRALE,BRONZOLO,245.683
BOLOGNA CENTRALE,BUDRIO,101.231
BOLOGNA CENTRALE,BUDRIO CENTRO,100.288
BOLOGNA CENTRALE,BUTTAPIETRA,102.164
BOLOGNA CENTRALE,CALDERARA BARGELLINO,7.985
BOLOGNA CENTRALE,CAMPOSANTO,37.382
BOLOGNA CENTRALE,CARPI,52.357
BOLOGNA CENTRALE,CASALECCHIO GARIBALDI,8.728
BOLOGNA CENTRALE,CASALPUSTERLENGO,164.483
BOLOGNA CENTRALE,CASTEL S GIOVANNI,169.352
BOLOGNA CENTRALE,CASTEL S PIETRO TERME,23.079
BOLOGNA CENTRALE,CASTELBOLOGNESE RIOLO TERME,41.877
BOLOGNA CENTRALE,CASTELFRANCO EMILIA,25.008
BOLOGNA CENTRALE,CASTELGUELFO,102.801
BOLOGNA CENTRALE,CASTELMAGGIORE,9.947
BOLOGNA CENTRALE,CASTENASO,106.951
BOLOGNA CENTRALE,CATTOLICA S GIOVANNI GABICCE,129.366
BOLOGNA CENTRALE,CERVIA MILANO MARITTIMA,103.706
BOLOGNA CENTRALE,CESENA,82.669
BOLOGNA CENTRALE,CESENATICO,111.125
BOLOGNA CENTRALE,CODOGNO,159.61
BOLOGNA CENTRALE,COLLE ISARCO,329.858
BOLOGNA CENTRALE,CONSANDOLO,74.995
BOLOGNA CENTRALE,CRESPELLANO,21.007
BOLOGNA CENTRALE,CREVALCORE,29.581
BOLOGNA CENTRALE,DOMEGLIARA S AMBROGIO,129.95
BOLOGNA CENTRALE,FAENZA,49.107
BOLOGNA CENTRALE,FALCONARA MARITTIMA,195.344
BOLOGNA CENTRALE,FANO,156.93
BOLOGNA CENTRALE,FERRARA,46.83
BOLOGNA CENTRALE,FIDENZA,112.405
BOLOGNA CENTRALE,FIORENZUOLA,125.863
BOLOGNA CENTRALE,FIRENZE CAMPO MARTE,93.564
BOLOGNA CENTRALE,FIRENZE RIFREDI,88.724
BOLOGNA CENTRALE,FIRENZE S MARIA NOVELLA,91.491
BOLOGNA CENTRALE,FOGGIA,523.524
BOLOGNA CENTRALE,FORLI,64.818
BOLOGNA CENTRALE,FORTEZZA,305.241
BOLOGNA CENTRALE,GENOVA BRIGNOLE,285.009
BOLOGNA CENTRALE,GIULIANOVA,312.4
BOLOGNA CENTRALE,GONZAGA REGGIOLO,71.277
BOLOGNA CENTRALE,GRANAROLO FAENTINO,58.022
BOLOGNA CENTRALE,GRIZZANA,35.467
BOLOGNA CENTRALE,GROTTAGLIE,764.613
BOLOGNA CENTRALE,IGEA MARINA,121.707
BOLOGNA CENTRALE,IMOLA,34.101
BOLOGNA CENTRALE,ISOLA DELLA SCALA,94.175
BOLOGNA CENTRALE,LA SPEZIA MIGLIARINA,207.022
BOLOGNA CENTRALE,LECCE,795.4
BOLOGNA CENTRALE,LIDO CLASSE LIDO SAVIO,96.097
BOLOGNA CENTRALE,LODI,183.336
BOLOGNA CENTRALE,LUGO,55.845
BOLOGNA CENTRALE,MANTOVA,97.974
BOLOGNA CENTRALE,MAROTTA MONDOLFO,169.156
BOLOGNA CENTRALE,MARZABOTTO,26.545
BOLOGNA CENTRALE,MEZZOCORONA,218.013
BOLOGNA CENTRALE,MILANO CENTRALE,214.702
BOLOGNA CENTRALE,MILANO CERTOSA,218.362
BOLOGNA CENTRALE,MILANO LAMBRATE,210.904
BOLOGNA CENTRALE,MILANO PORTA GARIBALDI,216.592
BOLOGNA CENTRALE,MILANO ROGOREDO,205.116
BOLOGNA CENTRALE,MODENA,36.932
BOLOGNA CENTRALE,MOLFETTA,621.372
BOLOGNA CENTRALE,MOLINELLA,84.953
BOLOGNA CENTRALE,MONFALCONE,281.731
BOLOGNA CENTRALE,MONOPOLI,686.657
BOLOGNA CENTRALE,MONSELICE,99.773
BOLOGNA CENTRALE,MONZUNO VADO,25.321
BOLOGNA CENTRALE,NAPOLI CENTRALE,559.925
BOLOGNA CENTRALE,NOGARA,83.046
BOLOGNA CENTRALE,ORA,240.565
BOLOGNA CENTRALE,OSTUNI,720.391
BOLOGNA CENTRALE,PADOVA,122.575
BOLOGNA CENTRALE,PARMA,90.392
BOLOGNA CENTRALE,PESARO,144.467
BOLOGNA CENTRALE,PESCARA,350.014
BOLOGNA CENTRALE,PIACENZA,147.474
BOLOGNA CENTRALE,PIANORO,16.162
BOLOGNA CENTRALE,PIOPPE SALVARO,32.763
BOLOGNA CENTRALE,PM TAVERNELLE EMILIA,11.941
BOLOGNA CENTRALE,POGGIO RENATICO,33.879
BOLOGNA CENTRALE,POGGIO RUSCO,59.43
BOLOGNA CENTRALE,POLIGNANO A MARE,679.072
BOLOGNA CENTRALE,PORRETTA TERME,58.467
BOLOGNA CENTRALE,PORTOMAGGIORE,70.243
BOLOGNA CENTRALE,PRATO CENTRALE,80.478
BOLOGNA CENTRALE,PRATO TIRES,264.698
BOLOGNA CENTRALE,QUATTRO VILLE,42.032
BOLOGNA CENTRALE,RAVENNA,82.516
BOLOGNA CENTRALE,REGGIO EMILIA,62.086
BOLOGNA CENTRALE,RHO FIERA,222.456
BOLOGNA CENTRALE,RIMINI,111.087
BOLOGNA CENTRALE,RIMINI VISERBA,115.299
BOLOGNA CENTRALE,RIOLA,46.802
BOLOGNA CENTRALE,ROLO NOVI FABBRICO,63.941
BOLOGNA CENTRALE,ROMA OSTIENSE,353.336
BOLOGNA CENTRALE,ROMA S PIETRO,358.174
BOLOGNA CENTRALE,ROMA TERMINI,350.474
BOLOGNA CENTRALE,ROMA TIBURTINA,345.969
BOLOGNA CENTRALE,ROMANORE,86.78
