giorno,categoria,cod_partenza,cod_arrivo,corse_osservate,effettuate,cancellate,soppresse,parzialmente_cancellate,info_mancante,in_orario,in_ritardo,in_anticipo,oltre_5,oltre_10,oltre_15,oltre_30,oltre_60,minuti_ritardo_tot,minuti_anticipo_tot,minuti_netti_tot,ritardo_medio,ritardo_mediano,p90,p95,nome_partenza,nome_arrivo
2025-10-01,REG,S07900,S07712,1,1,0,0,0,0,0,1,0,1,1,0,0,0,12,0,12,12.0,12.0,12.0,12.0,TERAMO,CHIETI
2025-10-01,REG,S07900,S07802,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,TERAMO,GIULIANOVA
2025-10-01,REG,S07900,S07810,15,15,0,0,0,0,10,3,2,3,0,0,0,0,29,7,22,1.4666666666666666,1.0,5.6,6.0,TERAMO,PESCARA
2025-10-01,REG,S07900,S07824,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-2,-2.0,-2.0,-2.0,-2.0,TERAMO,VASTO S.SALVO
2025-10-01,REG,S07900,S11019,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,-3,-3.0,-3.0,-3.0,-3.0,TERAMO,TERMOLI
2025-10-01,REG,S08004,S06039,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,ORBETELLO-MONTE ARGENTARIO,GROSSETO
2025-10-01,REG,S08004,S06500,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,ORBETELLO-MONTE ARGENTARIO,PISA CENTRALE
2025-10-01,REG,S08004,S06725,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,ORBETELLO-MONTE ARGENTARIO,LIVORNO CENTRALE
2025-10-01,REG,S08008,S08409,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,MONTALTO DI CASTRO,ROMA TERMINI
2025-10-01,REG,S08009,S08409,1,1,0,0,0,0,0,1,0,1,0,0,0,0,5,0,5,5.0,5.0,5.0,5.0,TARQUINIA,ROMA TERMINI
2025-10-01,REG,S08010,S08217,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,CIVITAVECCHIA,ROMA TIBURTINA
2025-10-01,REG,S08010,S08406,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,3.0,3.0,3.0,3.0,CIVITAVECCHIA,ROMA OSTIENSE
2025-10-01,REG,S08010,S08409,23,23,0,0,0,0,18,2,3,2,0,0,0,0,36,53,-17,-0.7391304347826086,1.0,4.0,4.899999999999999,CIVITAVECCHIA,ROMA TERMINI
2025-10-01,REG,S08014,S08504,11,11,0,0,0,0,1,0,10,0,0,0,0,0,4,16,-12,-1.0909090909090908,-1.0,-1.0,1.5,VAL D\'ALA,BAGNI DI TIVOLI
2025-10-01,REG,S08020,S08409,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,3.0,3.0,3.0,3.0,MACCARESE-FREGENE,ROMA TERMINI
2025-10-01,REG,S08021,S08217,2,2,0,0,0,0,2,0,0,0,0,0,0,0,6,0,6,3.0,3.0,3.0,3.0,LADISPOLI-CERVETERI,ROMA TIBURTINA
2025-10-01,REG,S08021,S08403,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,2.0,2.0,2.0,2.0,LADISPOLI-CERVETERI,PONTE GALERIA
2025-10-01,REG,S08021,S08409,5,5,0,0,0,0,4,1,0,1,1,0,0,0,21,0,21,4.2,4.0,8.8,10.399999999999999,LADISPOLI-CERVETERI,ROMA TERMINI
2025-10-01,REG,S08203,S07226,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,ORVIETO,TERNI
2025-10-01,REG,S08207,S08304,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,-3,-3.0,-3.0,-3.0,-3.0,ATTIGLIANO-BOMARZO,VITERBO PORTA FIORENTINA
2025-10-01,REG,S08209,S06421,2,2,0,0,0,0,1,1,0,1,0,0,0,0,8,0,8,4.0,4.0,5.6,5.8,ORTE,FIRENZE SANTA MARIA NOVELLA
2025-10-01,REG,S08209,S06922,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,ORTE,TERONTOLA CORTONA
2025-10-01,REG,S08209,S06925,3,3,0,0,0,0,1,1,1,1,0,0,0,0,10,1,9,3.0,3.0,6.2,6.6,ORTE,CHIUSI-CHIANCIANO TERME
2025-10-01,REG,S08209,S07113,1,1,0,0,0,0,0,1,0,1,1,1,1,0,33,0,33,33.0,33.0,33.0,33.0,ORTE,ANCONA
2025-10-01,REG,S08209,S07405,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-2,-2.0,-2.0,-2.0,-2.0,ORTE,RIETI
2025-10-01,REG,S08209,S08203,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,2.0,2.0,2.0,2.0,ORTE,ORVIETO
2025-10-01,REG,S08209,S08217,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,8,-8,-4.0,-4.0,-3.2,-3.1,ORTE,ROMA TIBURTINA
2025-10-01,REG,S08209,S08304,6,6,0,0,0,0,1,0,5,0,0,0,0,0,1,21,-20,-3.3333333333333335,-4.0,-0.5,0.25,ORTE,VITERBO PORTA FIORENTINA
2025-10-01,REG,S08209,S08406,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,ORTE,ROMA OSTIENSE
2025-10-01,REG,S08209,S08411,10,10,0,0,0,0,8,0,2,0,0,0,0,0,19,2,17,1.7,2.0,4.0,4.0,ORTE,FIUMICINO AEROPORTO
2025-10-01,REG,S08211,S08411,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,3.0,3.0,3.0,3.0,CIVITA CASTELLANA-MAGLIANO,FIUMICINO AEROPORTO
2025-10-01,REG,S08213,S08411,9,9,0,0,0,0,7,2,0,2,0,0,0,0,24,0,24,2.6666666666666665,2.0,6.2,6.6,POGGIO MIRTETO,FIUMICINO AEROPORTO
2025-10-01,REG,S08214,S08406,2,2,0,0,0,0,0,1,1,1,0,0,0,0,9,2,7,3.5,3.5,7.9,8.45,FARA SABINA-MONTELIBRETTI,ROMA OSTIENSE
2025-10-01,REG,S08214,S08411,31,31,0,0,0,0,25,3,3,3,0,0,0,0,64,3,61,1.967741935483871,2.0,4.0,5.5,FARA SABINA-MONTELIBRETTI,FIUMICINO AEROPORTO
2025-10-01,REG,S08215,S08306,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,MONTEROTONDO-MENTANA,VITERBO PORTA ROMANA
2025-10-01,REG,S08215,S08315,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,MONTEROTONDO-MENTANA,BRACCIANO
2025-10-01,REG,S08215,S08319,5,5,0,0,0,0,3,0,2,0,0,0,0,0,8,3,5,1.0,2.0,3.2,3.5999999999999996,MONTEROTONDO-MENTANA,CESANO DI ROMA
2025-10-01,REG,S08215,S08411,2,2,0,0,0,0,2,0,0,0,0,0,0,0,4,0,4,2.0,2.0,2.8,2.9,MONTEROTONDO-MENTANA,FIUMICINO AEROPORTO
2025-10-01,REG,S08217,S06421,1,1,0,0,0,0,0,1,0,1,1,0,0,0,11,0,11,11.0,11.0,11.0,11.0,ROMA TIBURTINA,FIRENZE SANTA MARIA NOVELLA
2025-10-01,REG,S08217,S07226,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,ROMA TIBURTINA,TERNI
2025-10-01,REG,S08217,S07405,1,1,0,0,0,0,0,1,0,1,0,0,0,0,8,0,8,8.0,8.0,8.0,8.0,ROMA TIBURTINA,RIETI
2025-10-01,REG,S08217,S07810,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,4,4.0,4.0,4.0,4.0,ROMA TIBURTINA,PESCARA
2025-10-01,REG,S08217,S08021,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,ROMA TIBURTINA,LADISPOLI-CERVETERI
2025-10-01,REG,S08217,S08211,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,4,4.0,4.0,4.0,4.0,ROMA TIBURTINA,CIVITA CASTELLANA-MAGLIANO
2025-10-01,REG,S08217,S08213,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,ROMA TIBURTINA,POGGIO MIRTETO
2025-10-01,REG,S08217,S08215,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-2,-2.0,-2.0,-2.0,-2.0,ROMA TIBURTINA,MONTEROTONDO-MENTANA
2025-10-01,REG,S08217,S08304,2,2,0,0,0,0,0,1,1,1,0,0,0,0,5,1,4,2.0,2.0,4.4,4.699999999999999,ROMA TIBURTINA,VITERBO PORTA FIORENTINA
2025-10-01,REG,S08217,S08306,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,ROMA TIBURTINA,VITERBO PORTA ROMANA
2025-10-01,REG,S08217,S08315,10,10,0,0,0,0,8,2,0,2,0,0,0,0,31,0,31,3.1,3.0,5.1,5.549999999999999,ROMA TIBURTINA,BRACCIANO
2025-10-01,REG,S08217,S08319,20,20,0,0,0,0,13,2,5,2,1,0,0,0,42,5,37,1.85,1.5,4.100000000000001,5.450000000000006,ROMA TIBURTINA,CESANO DI ROMA
2025-10-01,REG,S08217,S08320,2,2,0,0,0,0,2,0,0,0,0,0,0,0,3,0,3,1.5,1.5,1.9,1.95,ROMA TIBURTINA,LA STORTA
2025-10-01,REG,S08217,S08411,2,2,0,0,0,0,1,0,1,0,0,0,0,0,4,3,1,0.5,0.5,3.3000000000000003,3.6499999999999995,ROMA TIBURTINA,FIUMICINO AEROPORTO
2025-10-01,REG,S08217,S08506,7,7,0,0,0,0,6,0,1,0,0,0,0,0,10,2,8,1.1428571428571428,1.0,2.4000000000000004,2.6999999999999993,ROMA TIBURTINA,GUIDONIA-MONTECELIO-S.ANGELO
2025-10-01,REG,S08217,S08508,12,12,0,0,0,0,4,2,6,2,0,0,0,0,17,9,8,0.6666666666666666,0.0,5.600000000000001,6.0,ROMA TIBURTINA,TIVOLI
2025-10-01,REG,S08217,S08512,3,3,0,0,0,0,2,0,1,0,0,0,0,0,4,1,3,1.0,1.0,2.6,2.8,ROMA TIBURTINA,VALLE DELL\'ANIENE-MANDELA-SAMBUCI
2025-10-01,REG,S08217,S08526,8,8,0,0,0,0,2,1,5,1,0,0,0,0,9,10,-1,-0.125,-1.5,3.5999999999999996,4.299999999999999,ROMA TIBURTINA,AVEZZANO
2025-10-01,REG,S08217,S08650,1,1,0,0,0,0,0,1,0,1,1,0,0,0,13,0,13,13.0,13.0,13.0,13.0,ROMA TIBURTINA,CIAMPINO
2025-10-01,REG,S08217,S08671,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,-4,-4.0,-4.0,-4.0,-4.0,ROMA TIBURTINA,CASSINO
2025-10-01,REG,S08217,S08710,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,ROMA TIBURTINA,NETTUNO
2025-10-01,REG,S08217,S08734,4,4,0,0,0,0,1,0,3,0,0,0,0,0,0,4,-4,-1.0,-1.0,-0.2999999999999998,-0.15000000000000036,ROMA TIBURTINA,VELLETRI
2025-10-01,REG,S08217,S09218,3,3,0,0,0,0,0,1,2,1,0,0,0,0,7,21,-14,-4.666666666666667,-6.0,4.4,5.699999999999999,ROMA TIBURTINA,NAPOLI CENTRALE
2025-10-01,REG,S08304,S08207,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,VITERBO PORTA FIORENTINA,ATTIGLIANO-BOMARZO
2025-10-01,REG,S08304,S08209,6,6,0,0,0,0,1,1,4,1,0,0,0,0,7,7,0,0.0,-1.0,3.5,4.25,VITERBO PORTA FIORENTINA,ORTE
2025-10-01,REG,S08304,S08217,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,VITERBO PORTA FIORENTINA,ROMA TIBURTINA
2025-10-01,REG,S08304,S08406,8,8,0,0,0,0,3,2,3,2,0,0,0,0,16,6,10,1.25,0.5,6.0,6.0,VITERBO PORTA FIORENTINA,ROMA OSTIENSE
2025-10-01,REG,S08304,S08409,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,VITERBO PORTA FIORENTINA,ROMA TERMINI
2025-10-01,REG,S08306,S08406,10,10,0,0,0,0,5,2,3,2,1,1,0,0,38,5,33,3.3,1.0,8.799999999999994,16.89999999999998,VITERBO PORTA ROMANA,ROMA OSTIENSE
2025-10-01,REG,S08315,S08217,10,10,0,0,0,0,6,1,3,1,1,1,0,0,25,4,21,2.1,0.5,5.299999999999995,11.149999999999986,BRACCIANO,ROMA TIBURTINA
2025-10-01,REG,S08315,S08406,2,2,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0.0,0.0,0.8,0.8999999999999999,BRACCIANO,ROMA OSTIENSE
2025-10-01,REG,S08315,S08408,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,BRACCIANO,ROMA TUSCOLANA
2025-10-01,REG,S08319,S08214,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,2.0,2.0,2.0,2.0,CESANO DI ROMA,FARA SABINA-MONTELIBRETTI
2025-10-01,REG,S08319,S08215,5,5,0,0,0,0,2,0,3,0,0,0,0,0,1,5,-4,-0.8,-1.0,0.6000000000000001,0.7999999999999998,CESANO DI ROMA,MONTEROTONDO-MENTANA
2025-10-01,REG,S08319,S08217,23,23,0,0,0,0,8,1,14,1,1,1,0,0,35,27,8,0.34782608695652173,-1.0,3.0,3.0,CESANO DI ROMA,ROMA TIBURTINA
2025-10-01,REG,S08319,S08406,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,-2,-1.0,-1.0,-1.0,-1.0,CESANO DI ROMA,ROMA OSTIENSE
2025-10-01,REG,S08320,S08323,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,LA STORTA,ROMA S.PIETRO
2025-10-01,REG,S08320,S08406,10,10,0,0,0,0,4,2,4,2,0,0,0,0,22,6,16,1.6,1.5,6.0,6.0,LA STORTA,ROMA OSTIENSE
2025-10-01,REG,S08323,S08320,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,ROMA S.PIETRO,LA STORTA
2025-10-01,REG,S08323,S08331,8,8,0,0,0,0,5,0,3,0,0,0,0,0,4,3,1,0.125,0.0,1.5999999999999996,2.299999999999999,ROMA S.PIETRO,VIGNA CLARA PES
2025-10-01,REG,S08331,S08323,6,6,0,0,0,0,2,0,4,0,0,0,0,0,4,5,-1,-0.16666666666666666,-1.0,2.0,2.0,VIGNA CLARA PES,ROMA S.PIETRO
2025-10-01,REG,S08331,S08406,1,1,0,0,0,0,0,1,0,1,0,0,0,0,8,0,8,8.0,8.0,8.0,8.0,VIGNA CLARA PES,ROMA OSTIENSE
2025-10-01,REG,S08403,S08021,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,PONTE GALERIA,LADISPOLI-CERVETERI
2025-10-01,REG,S08406,S08010,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,-3,-3.0,-3.0,-3.0,-3.0,ROMA OSTIENSE,CIVITAVECCHIA
2025-10-01,REG,S08406,S08209,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,ROMA OSTIENSE,ORTE
2025-10-01,REG,S08406,S08214,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,ROMA OSTIENSE,FARA SABINA-MONTELIBRETTI
2025-10-01,REG,S08406,S08215,1,1,0,0,0,0,0,1,0,1,0,0,0,0,6,0,6,6.0,6.0,6.0,6.0,ROMA OSTIENSE,MONTEROTONDO-MENTANA
2025-10-01,REG,S08406,S08217,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,4,-4,-2.0,-2.0,-1.2,-1.1,ROMA OSTIENSE,ROMA TIBURTINA
2025-10-01,REG,S08406,S08304,6,6,0,0,0,0,3,2,1,2,0,0,0,0,17,1,16,2.6666666666666665,2.5,6.0,6.5,ROMA OSTIENSE,VITERBO PORTA FIORENTINA
2025-10-01,REG,S08406,S08306,7,7,0,0,0,0,1,1,5,1,1,1,0,0,16,11,5,0.7142857142857143,-1.0,6.400000000000006,11.199999999999989,ROMA OSTIENSE,VITERBO PORTA ROMANA
2025-10-01,REG,S08406,S08315,3,3,0,0,0,0,2,1,0,1,0,0,0,0,10,0,10,3.3333333333333335,3.0,5.4,5.699999999999999,ROMA OSTIENSE,BRACCIANO
2025-10-01,REG,S08406,S08319,5,5,0,0,0,0,2,1,2,1,0,0,0,0,10,4,6,1.2,2.0,4.4,5.199999999999999,ROMA OSTIENSE,CESANO DI ROMA
2025-10-01,REG,S08406,S08320,7,7,0,0,0,0,3,2,2,2,0,0,0,0,15,2,13,1.8571428571428572,1.0,6.4,6.699999999999999,ROMA OSTIENSE,LA STORTA
2025-10-01,REG,S08406,S08331,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,ROMA OSTIENSE,VIGNA CLARA PES
2025-10-01,REG,S08406,S08411,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,ROMA OSTIENSE,FIUMICINO AEROPORTO
2025-10-01,REG,S08408,S08021,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,ROMA TUSCOLANA,LADISPOLI-CERVETERI
2025-10-01,REG,S08408,S08319,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,ROMA TUSCOLANA,CESANO DI ROMA
2025-10-01,REG,S08408,S08734,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,ROMA TUSCOLANA,VELLETRI
2025-10-01,REG,S08409,S06030,1,1,0,0,0,0,0,1,0,1,1,1,1,0,48,0,48,48.0,48.0,48.0,48.0,ROMA TERMINI,S.VINCENZO
2025-10-01,REG,S08409,S06039,4,4,0,0,0,0,2,1,1,1,0,0,0,0,15,2,13,3.25,3.0,7.500000000000001,8.249999999999998,ROMA TERMINI,GROSSETO
2025-10-01,REG,S08409,S06421,4,4,0,0,0,0,0,2,2,2,2,2,0,0,41,5,36,9.0,8.5,21.5,22.25,ROMA TERMINI,FIRENZE SANTA MARIA NOVELLA
2025-10-01,REG,S08409,S06500,5,5,0,0,0,0,1,2,2,2,2,2,2,0,103,4,99,19.8,1.0,51.6,52.8,ROMA TERMINI,PISA CENTRALE
2025-10-01,REG,S08409,S06925,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,2.0,2.0,2.0,2.0,ROMA TERMINI,CHIUSI-CHIANCIANO TERME
2025-10-01,REG,S08409,S07004,5,5,0,0,0,0,2,2,1,2,1,0,0,0,22,4,18,3.6,3.0,8.8,9.399999999999999,ROMA TERMINI,PERUGIA
2025-10-01,REG,S08409,S07113,3,3,0,0,0,0,1,2,0,2,2,1,0,0,33,0,33,11.0,13.0,18.6,19.3,ROMA TERMINI,ANCONA
2025-10-01,REG,S08409,S07217,3,3,0,0,0,0,2,0,1,0,0,0,0,0,3,3,0,0.0,1.0,1.8,1.9,ROMA TERMINI,FOLIGNO
2025-10-01,REG,S08409,S07810,2,2,0,0,0,0,1,1,0,1,1,1,1,0,56,0,56,28.0,28.0,47.2,49.599999999999994,ROMA TERMINI,PESCARA
2025-10-01,REG,S08409,S08008,1,1,0,0,0,0,0,1,0,1,0,0,0,0,5,0,5,5.0,5.0,5.0,5.0,ROMA TERMINI,MONTALTO DI CASTRO
2025-10-01,REG,S08409,S08009,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,3.0,3.0,3.0,3.0,ROMA TERMINI,TARQUINIA
2025-10-01,REG,S08409,S08010,23,23,0,0,0,0,9,4,10,4,1,0,0,0,54,35,19,0.8260869565217391,1.0,7.400000000000002,8.899999999999999,ROMA TERMINI,CIVITAVECCHIA
2025-10-01,REG,S08409,S08021,4,4,0,0,0,0,3,0,1,0,0,0,0,0,4,1,3,0.75,1.0,1.7000000000000002,1.8499999999999996,ROMA TERMINI,LADISPOLI-CERVETERI
2025-10-01,REG,S08409,S08304,2,2,0,0,0,0,1,1,0,1,1,1,1,0,46,0,46,23.0,23.0,41.4,43.699999999999996,ROMA TERMINI,VITERBO PORTA FIORENTINA
2025-10-01,REG,S08409,S08323,1,1,0,0,0,0,0,1,0,1,0,0,0,0,9,0,9,9.0,9.0,9.0,9.0,ROMA TERMINI,ROMA S.PIETRO
2025-10-01,REG,S08409,S08411,56,56,0,0,0,0,32,6,18,6,1,1,0,0,84,30,54,0.9642857142857143,1.0,4.5,5.0,ROMA TERMINI,FIUMICINO AEROPORTO
2025-10-01,REG,S08409,S08506,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,ROMA TERMINI,GUIDONIA-MONTECELIO-S.ANGELO
2025-10-01,REG,S08409,S08526,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,7,-7,-3.5,-3.5,-2.3,-2.1500000000000004,ROMA TERMINI,AVEZZANO
2025-10-01,REG,S08409,S08608,10,10,0,0,0,0,7,2,1,2,0,0,0,0,22,1,21,2.1,2.0,5.0,5.0,ROMA TERMINI,LATINA
2025-10-01,REG,S08409,S08640,3,3,0,0,0,0,0,1,2,1,0,0,0,0,5,4,1,0.3333333333333333,-2.0,3.6000000000000005,4.299999999999999,ROMA TERMINI,FORMIA-GAETA
2025-10-01,REG,S08409,S08650,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,ROMA TERMINI,CIAMPINO
2025-10-01,REG,S08409,S08657,9,9,0,0,0,0,4,1,4,1,0,0,0,0,12,6,6,0.6666666666666666,0.0,4.2,4.6,ROMA TERMINI,COLLEFERRO-SEGNI-PALIANO
2025-10-01,REG,S08409,S08662,10,10,0,0,0,0,1,2,7,2,0,0,0,0,12,33,-21,-2.1,-1.5,5.1,5.549999999999999,ROMA TERMINI,FROSINONE
2025-10-01,REG,S08409,S08671,24,24,0,0,0,0,8,3,13,3,1,0,0,0,31,33,-2,-0.08333333333333333,-1.0,4.399999999999999,5.849999999999998,ROMA TERMINI,CASSINO
2025-10-01,REG,S08409,S08704,14,14,0,0,0,0,3,0,11,0,0,0,0,0,2,22,-20,-1.4285714285714286,-1.5,0.7000000000000011,1.0,ROMA TERMINI,ALBANO LAZIALE
2025-10-01,REG,S08409,S08707,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,ROMA TERMINI,PADIGLIONE
2025-10-01,REG,S08409,S08710,19,19,0,0,0,0,13,4,2,4,0,0,0,0,53,5,48,2.526315789473684,2.0,6.199999999999999,7.099999999999998,ROMA TERMINI,NETTUNO
2025-10-01,REG,S08409,S08733,1,1,0,0,0,0,0,1,0,1,1,1,1,0,44,0,44,44.0,44.0,44.0,44.0,ROMA TERMINI,LANUVIO
2025-10-01,REG,S08409,S08734,16,16,0,0,0,0,5,3,8,3,2,2,0,0,43,13,30,1.875,-0.5,10.0,15.5,ROMA TERMINI,VELLETRI
2025-10-01,REG,S08409,S08751,16,16,0,0,0,0,3,1,12,1,0,0,0,0,12,26,-14,-0.875,-2.0,2.5,3.75,ROMA TERMINI,FRASCATI
2025-10-01,REG,S08409,S09150,11,11,0,0,0,0,3,4,4,4,3,0,0,0,45,7,38,3.4545454545454546,2.0,12.0,12.5,ROMA TERMINI,MINTURNO-SCAURI
2025-10-01,REG,S08409,S09211,3,3,0,0,0,0,0,3,0,3,3,3,2,0,93,0,93,31.0,33.0,40.2,41.1,ROMA TERMINI,CASERTA
2025-10-01,REG,S08409,S09218,12,12,0,0,0,0,2,4,6,4,3,3,2,2,197,62,135,11.25,-1.5,71.20000000000002,82.39999999999999,ROMA TERMINI,NAPOLI CENTRALE
2025-10-01,REG,S08409,S09311,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16,-16,-16.0,-16.0,-16.0,-16.0,ROMA TERMINI,BENEVENTO
2025-10-01,REG,S08411,S08209,13,13,0,0,0,0,7,1,5,1,0,0,0,0,19,14,5,0.38461538461538464,1.0,3.8000000000000007,4.399999999999999,FIUMICINO AEROPORTO,ORTE
2025-10-01,REG,S08411,S08213,8,8,0,0,0,0,2,0,6,0,0,0,0,0,2,8,-6,-0.75,-1.0,1.0,1.0,FIUMICINO AEROPORTO,POGGIO MIRTETO
2025-10-01,REG,S08411,S08214,31,31,0,0,0,0,8,1,22,1,0,0,0,0,17,53,-36,-1.1612903225806452,-2.0,2.0,2.5,FIUMICINO AEROPORTO,FARA SABINA-MONTELIBRETTI
2025-10-01,REG,S08411,S08217,3,3,0,0,0,0,1,0,2,0,0,0,0,0,2,6,-4,-1.3333333333333333,-3.0,1.0000000000000002,1.4999999999999996,FIUMICINO AEROPORTO,ROMA TIBURTINA
2025-10-01,REG,S08411,S08409,50,50,0,0,0,0,39,3,8,3,0,0,0,0,75,13,62,1.24,1.0,4.0,4.549999999999997,FIUMICINO AEROPORTO,ROMA TERMINI
2025-10-01,REG,S08506,S08217,8,8,0,0,0,0,5,0,3,0,0,0,0,0,5,4,1,0.125,0.5,1.2999999999999998,1.6499999999999995,GUIDONIA-MONTECELIO-S.ANGELO,ROMA TIBURTINA
2025-10-01,REG,S08508,S08217,12,12,0,0,0,0,4,1,7,1,0,0,0,0,11,16,-5,-0.4166666666666667,-1.0,2.8000000000000007,4.799999999999997,TIVOLI,ROMA TIBURTINA
2025-10-01,REG,S08512,S08217,3,3,0,0,0,0,1,0,2,0,0,0,0,0,1,3,-2,-0.6666666666666666,-1.0,0.6000000000000001,0.7999999999999998,VALLE DELL\'ANIENE-MANDELA-SAMBUCI,ROMA TIBURTINA
2025-10-01,REG,S08526,S07810,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,4,4.0,4.0,4.0,4.0,AVEZZANO,PESCARA
2025-10-01,REG,S08526,S08217,7,7,0,0,0,0,3,1,3,1,0,0,0,0,12,18,-6,-0.8571428571428571,1.0,4.800000000000001,5.399999999999999,AVEZZANO,ROMA TIBURTINA
2025-10-01,REG,S08526,S08409,2,2,0,0,0,0,1,0,1,0,0,0,0,0,3,1,2,1.0,1.0,2.6,2.8,AVEZZANO,ROMA TERMINI
2025-10-01,REG,S08526,S08539,4,4,0,0,0,0,2,0,2,0,0,0,0,0,2,10,-8,-2.0,-1.5,1.4000000000000004,1.6999999999999993,AVEZZANO,SULMONA
2025-10-01,REG,S08526,S08671,5,5,0,0,0,0,1,1,3,1,0,0,0,0,8,5,3,0.6,-1.0,4.2,4.6,AVEZZANO,CASSINO
2025-10-01,REG,S08526,S08850,2,2,0,0,0,0,2,0,0,0,0,0,0,0,3,0,3,1.5,1.5,1.9,1.95,AVEZZANO,CAPISTRELLO
2025-10-01,REG,S08539,S07414,11,11,0,0,0,0,4,3,4,3,1,0,0,0,29,11,18,1.6363636363636365,1.0,6.0,9.0,SULMONA,L\'AQUILA
